hotel_name,star_rating,rating_score,location_score,review_amount,bed_info,price,breakfast_included,free_cancellation,no_prepayment_needed,centrally_located,sustainability_certification,distance_from_downtown,checkin,checkout
"The Time New York, part of JdV by Hyatt",4,7.7,9.3,1752,1 full bed,"₪ 1,477",False,True,False,False,True,0.8 km from downtown,24 March 2025,25 March 2025
Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,3,8.0,9.3,1030,1 king bed,"₪ 1,180",False,True,True,False,False,2.6 km from downtown,24 March 2025,25 March 2025
Hotel Indigo Lower East Side New York by IHG,4,7.4,,536,1 king bed,"₪ 1,017",False,True,True,False,False,5.2 km from downtown,24 March 2025,25 March 2025
NYC Empire Apartments,3,7.3,9.4,1086,N/A,"₪ 1,430",False,False,False,False,False,2.4 km from downtown,24 March 2025,25 March 2025
Hilton Garden Inn New York Times Square South,3,8.2,,3959,1 king bed,₪ 994,False,False,False,False,True,1.8 km from downtown,24 March 2025,25 March 2025
Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,4,8.0,9.5,4633,1 king bed,"₪ 1,477",False,True,True,False,True,2.1 km from downtown,24 March 2025,25 March 2025
Artezen Hotel,4,9.2,9.6,1320,1 king bed,"₪ 1,235",False,False,False,False,False,6.9 km from downtown,24 March 2025,25 March 2025
Graduate by Hilton New York,4,8.8,9.4,4433,1 king bed,₪ 924,False,False,False,False,True,2.6 km from downtown,24 March 2025,25 March 2025
Hyatt Centric Midtown 5th Avenue New York,4,8.0,,1193,2 queen beds,"₪ 1,515",False,True,True,False,False,1.9 km from downtown,24 March 2025,25 March 2025
Embassy Suites By Hilton New York Manhattan Times Square,4,7.7,9.3,3838,N/A,"₪ 1,636",False,False,False,False,True,1.9 km from downtown,24 March 2025,25 March 2025
Sonder at The Nash,4,8.1,9.3,147,N/A,"₪ 1,686",False,True,False,False,False,2.3 km from downtown,24 March 2025,25 March 2025
The Gotham Hotel,4,8.5,9.5,1735,1 king bed,"₪ 1,214",False,False,False,False,False,1.4 km from downtown,24 March 2025,25 March 2025
Hampton Inn by Hilton New York Times Square,3,7.8,9.5,2699,1 king bed,₪ 912,False,False,False,False,False,1 km from downtown,24 March 2025,25 March 2025
Hyatt Herald Square New York,4,8.1,9.3,1344,1 king bed,"₪ 1,172",False,True,False,False,True,2.4 km from downtown,24 March 2025,25 March 2025
Renaissance New York Midtown Hotel,4,8.7,9.3,1605,1 king bed,"₪ 8,210",False,True,True,False,False,2 km from downtown,24 March 2025,25 March 2025
Grayson Hotel,4,8.5,9.5,1108,1 king bed,"₪ 1,335",False,False,False,False,False,1.8 km from downtown,24 March 2025,25 March 2025
The Muse New York,4,8.5,9.5,2665,2 queen beds,"₪ 1,248",False,True,True,False,True,1.1 km from downtown,24 March 2025,25 March 2025
DoubleTree by Hilton Hotel New York City - Chelsea,4,7.2,,3782,1 king bed,₪ 952,False,True,True,False,True,2.5 km from downtown,24 March 2025,25 March 2025
DoubleTree by Hilton New York Times Square South,4,8.2,,6487,1 king bed,"₪ 1,139",False,True,True,False,True,1.8 km from downtown,24 March 2025,25 March 2025
"Hotel 50 Bowery, part of JdV by Hyatt",4,8.6,,957,1 king bed,₪ 973,False,True,False,False,False,5.9 km from downtown,24 March 2025,25 March 2025
Hotel Belleclaire Central Park,4,8.2,9.3,5115,1 full bed,"₪ 1,201",False,True,True,False,False,1.6 km from downtown,24 March 2025,25 March 2025
MADE Hotel,4,8.7,9.4,1093,1 king bed,"₪ 1,942",False,False,False,False,False,2.5 km from downtown,24 March 2025,25 March 2025
voco Times Square South New York by IHG,4,8.1,,3857,1 full bed,"₪ 1,264",True,True,True,False,False,1.8 km from downtown,24 March 2025,25 March 2025
Sanctuary Hotel New York,4,8.2,9.7,1528,1 full bed,"₪ 1,332",False,False,False,False,False,1.1 km from downtown,24 March 2025,25 March 2025
Hotel Indigo NYC Downtown - Wall Street by IHG,4,8.4,,1055,N/A,₪ 762,False,False,False,False,False,7.3 km from downtown,24 March 2025,25 March 2025
Heritage Hotel New York City,3,7.4,9.4,3798,1 king bed,₪ 595,False,False,False,False,False,2.8 km from downtown,24 March 2025,25 March 2025
Pod 39,3,8.3,9.5,12817,2 twin beds,₪ 676,False,False,False,False,False,2.1 km from downtown,24 March 2025,25 March 2025
Moxy NYC Chelsea,4,8.3,9.3,3053,2 full beds,"₪ 1,263",False,False,False,False,False,2.5 km from downtown,24 March 2025,25 March 2025
Hard Rock Hotel New York,4,8.6,9.4,3052,1 king bed,"₪ 1,682",False,True,False,False,False,1 km from downtown,24 March 2025,25 March 2025
Hotel Indigo NYC Financial District by IHG,3,8.9,9.5,1617,1 king bed,₪ 829,False,False,False,False,False,7.2 km from downtown,24 March 2025,25 March 2025
"Gild Hall, A Thompson Hotel, by Hyatt",4,8.4,,366,1 king bed,"₪ 1,285",False,True,True,False,False,7 km from downtown,24 March 2025,25 March 2025
Arlo NoMad,4,8.4,9.4,2261,2 twin beds,₪ 946,False,True,False,False,False,2.4 km from downtown,24 March 2025,25 March 2025
"Hotel Shocard Broadway, Times Square",3,7.1,9.3,2782,1 queen bed,₪ 713,False,True,False,False,False,1.5 km from downtown,24 March 2025,25 March 2025
The Renwick,4,8.4,9.6,2795,1 king bed,"₪ 1,135",False,True,False,False,False,2 km from downtown,24 March 2025,25 March 2025
Moxy NYC East Village,4,8.3,,1817,1 queen bed,"₪ 1,389",False,True,True,False,False,4.1 km from downtown,24 March 2025,25 March 2025
The Michelangelo Hotel,4,8.5,9.5,1756,1 king bed,"₪ 1,549",False,False,False,False,False,0.7 km from downtown,24 March 2025,25 March 2025
Aloft Manhattan Downtown - Financial District,4,7.9,,1100,1 king bed,"₪ 1,013",False,True,True,False,False,6.8 km from downtown,24 March 2025,25 March 2025
"The Mayfair Hotel Times Square, Ascend Hotel Collection",3.0,8.6,9.6,2101,1 full bed,₪ 640,False,False,False,False,False,,20 March 2025,21 March 2025
The Washington by LuxUrban,4.0,7.7,9.3,9644,1 king bed,₪ 772,False,False,False,False,False,7.1 km from downtown,20 March 2025,21 March 2025
M Social Hotel Times Square New York,4.0,8.4,9.6,11965,1 king bed,"₪ 1,138",False,True,True,False,True,,20 March 2025,21 March 2025
Hilton Garden Inn New York Times Square South,3.0,8.2,,3959,1 king bed,₪ 842,False,False,True,False,True,,20 March 2025,21 March 2025
Executive Hotel Le Soleil New York,4.0,8.7,9.5,4604,1 queen bed,₪ 896,False,True,False,False,False,2 km from downtown,20 March 2025,21 March 2025
Hampton Inn Times Square Central,3.0,8.4,9.5,2830,1 king bed,₪ 762,False,False,True,False,True,,20 March 2025,21 March 2025
Delta Hotels by Marriott New York Times Square,4.0,7.9,,3724,1 king bed,₪ 804,False,False,True,False,False,,20 March 2025,21 March 2025
Hyatt Place New York City - Times Square,4.0,7.8,,21754,1 king bed,₪ 845,False,True,True,False,False,,20 March 2025,21 March 2025
Tempo By Hilton New York Times Square,4.0,8.6,9.4,891,1 king bed,"₪ 1,082",False,False,True,False,False,,20 March 2025,21 March 2025
Motto by Hilton New York City Chelsea,4.0,8.5,9.4,3172,1 king bed,₪ 956,False,False,True,False,True,2.8 km from downtown,20 March 2025,21 March 2025
Leon Hotel LES,3.0,8.1,,2572,1 king bed,₪ 620,False,True,True,False,False,5.9 km from downtown,20 March 2025,21 March 2025
Hyatt Place New York Chelsea,4.0,7.9,,18302,1 king bed,₪ 871,False,True,True,False,False,2.8 km from downtown,20 March 2025,21 March 2025
Wingate by Wyndham New York Midtown South/5th Ave,3.0,8.4,9.5,2390,1 queen bed,₪ 844,False,True,True,False,False,1.9 km from downtown,20 March 2025,21 March 2025
SoHo 54,3.0,7.7,,4022,1 king bed,₪ 678,False,True,True,False,False,5.3 km from downtown,20 March 2025,21 March 2025
Hotel Indigo NYC Financial District by IHG,3.0,8.9,9.5,1617,1 king bed,₪ 804,False,True,True,False,False,7.2 km from downtown,20 March 2025,21 March 2025
Hampton Inn Manhattan-35th St Empire State Bldg,3.0,8.3,9.6,6606,1 king bed,₪ 835,False,False,True,False,True,2 km from downtown,20 March 2025,21 March 2025
Archer Hotel New York,4.0,8.8,9.5,1039,1 queen bed,"₪ 1,139",False,True,True,False,True,,20 March 2025,21 March 2025
DoubleTree by Hilton Hotel New York City - Chelsea,4.0,7.2,,3782,1 king bed,₪ 766,False,False,True,False,True,2.5 km from downtown,20 March 2025,21 March 2025
Element Times Square West,4.0,8.1,,7689,1 king bed,₪ 802,False,False,True,False,False,,20 March 2025,21 March 2025
The Chelsean New York,3.0,7.0,,2919,2 full beds,₪ 671,False,True,False,False,False,2.8 km from downtown,20 March 2025,21 March 2025
Pod Times Square,3.0,8.3,9.4,23078,2 twin beds,₪ 722,False,False,False,False,False,,20 March 2025,21 March 2025
Artezen Hotel,4.0,9.2,9.6,1320,1 king bed,₪ 837,False,False,False,False,False,6.9 km from downtown,20 March 2025,21 March 2025
Holiday Inn Manhattan 6th Ave - Chelsea by IHG,4.0,7.7,,2811,1 king bed,₪ 678,False,True,True,False,False,2.7 km from downtown,20 March 2025,21 March 2025
Hilton New York Fashion District,4.0,7.6,,860,1 queen bed,₪ 796,False,False,True,False,True,2.7 km from downtown,20 March 2025,21 March 2025
The Herald by LuxUrban,3.0,7.7,9.6,9268,1 king bed,₪ 860,False,False,False,False,False,2 km from downtown,20 March 2025,21 March 2025
Homewood Suites Midtown Manhattan Times Square South,3.0,8.3,,4421,1 king bed,₪ 845,False,False,True,False,True,,20 March 2025,21 March 2025
New York Marriott Marquis,5.0,8.3,9.5,3070,2 full beds,"₪ 1,933",False,False,True,False,False,,20 March 2025,21 March 2025
The Blakely by LuxUrban,,7.4,9.4,6071,1 king bed,₪ 898,False,False,False,False,False,,20 March 2025,21 March 2025
Renaissance New York Times Square by Marriott,4.0,8.4,9.6,2176,1 king bed,"₪ 1,517",False,False,True,False,False,,20 March 2025,21 March 2025
The Belvedere Hotel,3.0,7.9,9.4,5881,1 queen bed,₪ 947,False,False,False,False,False,,20 March 2025,21 March 2025
Hotel Edison Times Square,4.0,7.7,9.4,13094,1 queen bed,₪ 929,False,True,True,False,False,,20 March 2025,21 March 2025
Omni Berkshire Place,4.0,8.6,9.6,1704,1 king bed,"₪ 2,164",False,True,False,False,False,,20 March 2025,21 March 2025
Holiday Inn Express - Times Square by IHG,3.0,6.9,,2211,1 king bed,₪ 845,False,False,False,False,False,,20 March 2025,21 March 2025
Hampton Inn Manhattan Chelsea,3.0,7.2,,1833,1 king bed,₪ 835,False,False,True,False,True,2.9 km from downtown,20 March 2025,21 March 2025
Hilton Club The Central at 5th New York,3.0,9.0,9.8,814,1 king bed,"₪ 1,628",False,False,True,False,False,,20 March 2025,21 March 2025
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6557,1 king bed,"₪ 1,138",False,True,True,False,False,7 km from downtown,20 March 2025,21 March 2025
The Pearl Hotel,4.0,8.7,9.7,2135,1 queen bed,"₪ 1,599",False,True,False,False,False,,20 March 2025,21 March 2025
"Dream Downtown, by Hyatt",4.0,7.3,,1468,1 king bed,"₪ 1,163",False,True,False,False,False,3.4 km from downtown,20 March 2025,21 March 2025
Sonder Battery Park,3.0,8.6,,2567,N/A,"₪ 1,114",False,False,False,False,False,7.5 km from downtown,20 March 2025,21 March 2025
Hilton Garden Inn New York/Midtown Park Avenue,3.0,8.1,9.3,2239,1 king bed,₪ 799,False,False,True,False,True,2.4 km from downtown,20 March 2025,21 March 2025
Hilton Club New York,3.0,8.7,9.7,360,1 king bed,"₪ 1,334",False,False,True,False,True,,20 March 2025,21 March 2025
"The Beekman Tower, Trademark Collection by Wyndham",4.0,8.4,,1680,N/A,"₪ 1,377",False,True,True,False,False,,20 March 2025,21 March 2025
TRYP by Wyndham New York City Times Square - Midtown,4.0,7.4,,2691,1 queen bed,₪ 861,False,True,True,False,False,,20 March 2025,21 March 2025
Hotel Lucerne,4.0,8.5,9.5,2181,1 queen bed,"₪ 1,055",False,True,False,False,False,1.7 km from downtown,20 March 2025,21 March 2025
Millennium Downtown New York,4.0,7.1,,5273,1 king bed,₪ 938,False,True,True,False,True,6.8 km from downtown,20 March 2025,21 March 2025
Fairfield Inn & Suites New York Manhattan/Downtown East,3.0,8.3,,1286,1 king bed,"₪ 1,013",False,True,True,False,False,6.2 km from downtown,20 March 2025,21 March 2025
Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area,4.0,8.6,9.4,1787,N/A,₪ 821,False,False,False,False,True,6.9 km from downtown,20 March 2025,21 March 2025
TownePlace Suites by Marriott New York Manhattan/Chelsea,4.0,8.3,9.4,7686,1 king bed,₪ 904,False,False,False,False,False,2.5 km from downtown,20 March 2025,21 March 2025
Holiday Inn Express New York City Chelsea by IHG,3.0,7.8,,3617,1 king bed,"₪ 1,226",False,False,False,False,False,2.4 km from downtown,20 March 2025,21 March 2025
Courtyard New York Downtown Manhattan/Financial District,3.0,7.8,,2261,1 king bed,₪ 929,False,True,True,False,False,7.1 km from downtown,20 March 2025,21 March 2025
Hyatt Grand Central New York,4.0,7.4,,2956,1 king bed,"₪ 1,348",False,True,True,False,False,,20 March 2025,21 March 2025
Pestana Park Avenue,4.0,8.9,9.6,1000,1 queen bed,"₪ 1,134",False,True,False,False,False,,20 March 2025,21 March 2025
Four Points by Sheraton New York Downtown,3.0,7.9,,2036,1 queen bed,"₪ 1,138",False,True,True,False,False,7 km from downtown,20 March 2025,21 March 2025
Renaissance New York Chelsea Hotel,4.0,8.2,,1226,2 full beds,"₪ 1,222",False,True,True,False,False,2.8 km from downtown,20 March 2025,21 March 2025
Virgin Hotels New York City,4.0,8.3,,1438,1 king bed,"₪ 1,407",False,True,False,False,False,2.5 km from downtown,20 March 2025,21 March 2025
SpringHill Suites by Marriott New York Midtown Manhattan/Fifth Avenue,3.0,8.0,9.5,1203,N/A,"₪ 1,055",False,True,True,False,False,1.9 km from downtown,20 March 2025,21 March 2025
Sixty LES,4.0,7.7,,839,1 queen bed,"₪ 1,427",False,True,True,False,False,5.2 km from downtown,20 March 2025,21 March 2025
W New York - Times Square,4.0,7.9,9.3,1391,1 king bed,"₪ 1,096",False,False,False,False,False,,20 March 2025,21 March 2025
InterContinental New York Times Square by IHG,4.0,8.0,,1769,N/A,"₪ 1,201",False,True,False,False,False,,20 March 2025,21 March 2025
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1398,1 king bed,₪ 829,False,False,False,False,False,1.9 km from downtown,20 March 2025,21 March 2025
West Side YMCA,3.0,6.6,9.4,15370,1 bunk bed,₪ 398,False,False,False,False,False,350 m from downtown,20 March 2025,21 March 2025
Courtyard New York Manhattan/Midtown East,4.0,8.0,,1664,1 king bed,"₪ 1,641",False,False,False,False,False,,20 March 2025,21 March 2025
70 Park Avenue Hotel,4.0,8.3,9.5,2345,1 queen bed,₪ 984,False,False,True,False,True,,20 March 2025,21 March 2025
MOXY NYC Times Square,4.0,8.1,9.4,5790,1 full bed,₪ 953,False,True,True,False,False,1.9 km from downtown,20 March 2025,21 March 2025
Riu Plaza New York Times Square,4.0,8.6,9.5,7156,1 king bed,"₪ 1,224",False,False,False,False,True,,20 March 2025,21 March 2025
Hyatt Place New York/Midtown-South,4.0,8.3,9.5,2969,1 king bed,"₪ 1,067",False,True,False,False,True,2 km from downtown,20 March 2025,21 March 2025
Hotel Hayden New York,4.0,7.1,,3189,1 king bed,₪ 917,False,True,True,False,False,2.5 km from downtown,20 March 2025,21 March 2025
WestHouse Hotel New York,5.0,8.1,9.4,1906,1 king bed,"₪ 2,896",False,True,True,False,True,,20 March 2025,21 March 2025
The FIDI Hotel,4.0,8.1,,1499,1 full bed,₪ 731,False,True,True,False,False,7.6 km from downtown,20 March 2025,21 March 2025
Hilton Garden Inn New York Central Park South-Midtown West,3.0,7.7,9.4,8760,1 king bed,"₪ 1,032",False,False,True,False,False,,20 March 2025,21 March 2025
DoubleTree by Hilton New York Downtown,4.0,7.5,,3954,2 full beds,₪ 908,False,False,True,False,True,7.6 km from downtown,20 March 2025,21 March 2025
Lex Hotel NYC,3.0,8.3,,1527,1 queen bed,"₪ 1,009",False,False,False,False,False,3 km from downtown,20 March 2025,21 March 2025
Romer Hell's Kitchen,4.0,8.6,9.5,2599,2 queen beds,"₪ 1,460",False,False,True,False,True,,20 March 2025,21 March 2025
New York Hilton Midtown,4.0,7.4,9.4,2035,1 king bed,"₪ 1,361",False,False,True,False,False,,20 March 2025,21 March 2025
"The Time New York, part of JdV by Hyatt",4.0,7.7,9.3,1752,1 full bed,"₪ 1,076",False,True,False,False,True,,20 March 2025,21 March 2025
Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,3.0,8.0,9.3,1030,1 king bed,₪ 845,False,True,True,False,False,2.6 km from downtown,20 March 2025,21 March 2025
Hotel Indigo Lower East Side New York by IHG,4.0,7.4,,536,1 king bed,"₪ 1,101",False,False,True,False,False,5.2 km from downtown,20 March 2025,21 March 2025
NYC Empire Apartments,3.0,7.3,9.4,1086,N/A,₪ 918,False,False,False,False,False,2.4 km from downtown,20 March 2025,21 March 2025
Refinery Hotel - New York,5.0,8.6,9.4,595,1 queen bed,"₪ 1,454",False,True,False,False,False,,20 March 2025,21 March 2025
Park Central,4.0,7.4,9.4,7536,1 king bed,"₪ 1,013",False,True,False,False,True,,20 March 2025,21 March 2025
Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,4.0,8.0,9.5,4633,1 king bed,₪ 933,False,True,True,False,True,2.1 km from downtown,20 March 2025,21 March 2025
Hyatt Centric Wall Street New York,4.0,8.1,,808,2 full beds,"₪ 1,238",False,True,True,False,False,7.3 km from downtown,20 March 2025,21 March 2025
Graduate by Hilton New York,4.0,8.8,9.4,4433,1 king bed,"₪ 1,002",False,False,True,False,True,2.6 km from downtown,20 March 2025,21 March 2025
Hyatt Centric Midtown 5th Avenue New York,4.0,8.0,,1193,2 queen beds,"₪ 1,511",False,True,True,False,False,,20 March 2025,21 March 2025
Embassy Suites By Hilton New York Manhattan Times Square,4.0,7.7,9.3,3838,1 king bed,₪ 913,False,False,True,False,True,1.9 km from downtown,20 March 2025,21 March 2025
Sonder at The Nash,4.0,8.1,9.3,147,N/A,"₪ 1,217",False,False,False,False,False,,20 March 2025,21 March 2025
citizenM New York Bowery,4.0,8.7,,3285,1 king bed,"₪ 1,264",False,True,True,False,True,5.4 km from downtown,20 March 2025,21 March 2025
Margaritaville Resort Times Square,4.0,8.6,9.5,4050,1 queen bed,"₪ 1,054",False,True,False,False,False,,20 March 2025,21 March 2025
The Gotham Hotel,4.0,8.5,9.5,1735,1 queen bed,"₪ 1,583",False,False,False,False,False,,20 March 2025,21 March 2025
Hampton Inn by Hilton New York Times Square,3.0,7.8,9.5,2699,1 king bed,"₪ 1,031",False,False,True,False,False,,20 March 2025,21 March 2025
Hyatt Herald Square New York,4.0,8.1,9.3,1344,1 king bed,"₪ 1,318",False,True,False,False,True,2.4 km from downtown,20 March 2025,21 March 2025
Sheraton Tribeca New York Hotel,4.0,7.9,,3143,1 king bed,₪ 929,False,False,False,False,False,5.6 km from downtown,20 March 2025,21 March 2025
The Manhattan at Times Square,4.0,5.5,,7599,1 king bed,₪ 807,False,False,False,False,True,,20 March 2025,21 March 2025
Renaissance New York Midtown Hotel,4.0,8.7,9.3,1605,2 queen beds,"₪ 1,850",False,False,True,False,False,2 km from downtown,20 March 2025,21 March 2025
Grayson Hotel,4.0,8.5,9.5,1108,1 king bed,"₪ 1,202",False,False,False,False,False,,20 March 2025,21 March 2025
The Muse New York,4.0,8.5,9.5,2665,1 king bed,"₪ 1,014",False,True,True,False,True,,20 March 2025,21 March 2025
DoubleTree by Hilton New York Times Square South,4.0,8.2,,6487,2 queen beds,"₪ 1,289",False,True,True,False,True,,20 March 2025,21 March 2025
"Hotel 50 Bowery, part of JdV by Hyatt",4.0,8.6,,957,1 king bed,"₪ 1,141",False,False,False,False,False,5.9 km from downtown,20 March 2025,21 March 2025
Hotel Belleclaire Central Park,4.0,8.2,9.3,5115,1 full bed,"₪ 1,176",False,True,True,False,False,1.6 km from downtown,20 March 2025,21 March 2025
MADE Hotel,4.0,8.7,9.4,1093,2 full beds,"₪ 1,641",False,True,True,False,False,2.5 km from downtown,20 March 2025,21 March 2025
Royalton New York,4.0,7.5,9.4,3117.0,1 queen bed,"₪ 5,474",False,False,False,False,False,1.4 km from downtown,19 March 2025,23 March 2025
UNTITLED at 3 Freeman Alley,4.0,8.5,,605.0,1 full bed,"₪ 5,195",False,False,False,False,False,5.2 km from downtown,19 March 2025,23 March 2025
Aura Hotel Times Square Newly Renovated,4.0,7.7,9.4,526.0,N/A,"₪ 4,844",False,False,False,False,False,1.3 km from downtown,19 March 2025,23 March 2025
NH Collection New York Madison Avenue,4.0,8.5,9.5,1940.0,N/A,"₪ 8,824",False,False,False,False,True,2 km from downtown,19 March 2025,23 March 2025
Sonder at One Platt,4.0,8.2,,1922.0,N/A,"₪ 4,702",False,False,False,False,False,7 km from downtown,19 March 2025,23 March 2025
Tempo By Hilton New York Times Square,4.0,8.6,9.4,891.0,1 king bed,"₪ 6,155",False,False,True,False,False,1 km from downtown,19 March 2025,23 March 2025
"The New Yorker, A Wyndham Hotel",4.0,7.7,9.4,15547.0,1 queen bed,"₪ 3,959",False,False,False,False,False,2 km from downtown,19 March 2025,23 March 2025
The Manhattan Club,4.0,8.2,9.6,4231.0,N/A,"₪ 5,328",False,False,False,False,False,350 m from downtown,19 March 2025,23 March 2025
Best Western Plus Hospitality House Suites,3.0,8.4,9.5,1109.0,1 queen bed,"₪ 5,080",False,False,True,False,False,1.6 km from downtown,19 March 2025,23 March 2025
Residence Inn by Marriott New York Manhattan/Times Square,4.0,8.1,9.7,7034.0,"2 beds (1 sofa bed, 1 queen)","₪ 6,591",False,False,True,False,False,1.7 km from downtown,19 March 2025,23 March 2025
Pod Times Square,3.0,8.3,9.4,23078.0,2 twin beds,"₪ 3,509",False,False,True,False,False,1.4 km from downtown,19 March 2025,23 March 2025
SpringHill Suites by Marriott New York Manhattan Chelsea,4.0,8.4,9.5,11131.0,2 full beds,"₪ 6,981",False,False,False,False,False,2.5 km from downtown,19 March 2025,23 March 2025
Arlo Midtown,4.0,8.6,,6069.0,1 king bed,"₪ 5,519",False,False,False,False,False,1.7 km from downtown,19 March 2025,23 March 2025
Holiday Inn Express - Times Square South by IHG,3.0,8.2,9.5,2886.0,1 king bed,"₪ 5,307",False,True,True,False,False,2 km from downtown,19 March 2025,23 March 2025
Hyatt House New York/Chelsea,3.0,8.5,9.5,1805.0,1 king bed,"₪ 4,930",False,True,True,False,False,2.5 km from downtown,19 March 2025,23 March 2025
Fairfield Inn by Marriott New York Manhattan/Financial District,3.0,7.8,,3657.0,1 king bed,"₪ 3,666",False,False,True,False,False,7.2 km from downtown,19 March 2025,23 March 2025
citizenM New York Times Square,4.0,8.7,9.6,3979.0,1 king bed,"₪ 4,860",False,True,True,False,True,0.8 km from downtown,19 March 2025,23 March 2025
Element Times Square West,4.0,8.1,,7689.0,1 king bed,"₪ 4,179",False,False,True,False,False,1.6 km from downtown,19 March 2025,23 March 2025
Step inside Central Living in Times Square,,,,1.0,1 full bed,"₪ 4,984",False,False,False,False,False,0.6 km from downtown,19 March 2025,23 March 2025
Doubletree By Hilton New York Times Square West,4.0,6.8,,10902.0,1 king bed,"₪ 4,846",False,False,True,False,True,1.6 km from downtown,19 March 2025,23 March 2025
Hyatt Centric Times Square New York,4.0,8.4,9.5,1406.0,1 king bed,"₪ 6,939",False,False,True,False,True,1.2 km from downtown,19 March 2025,23 March 2025
Candlewood Suites NYC -Times Square by IHG,3.0,8.1,,2067.0,N/A,"₪ 5,315",False,False,True,False,False,1.6 km from downtown,19 March 2025,23 March 2025
LUMA Hotel - Times Square,4.0,9.0,9.8,4190.0,1 king bed,"₪ 5,671",False,False,True,False,False,1.5 km from downtown,19 March 2025,23 March 2025
Hampton Inn Manhattan - Times Square South,3.0,7.3,,2154.0,1 king bed,"₪ 5,604",False,True,True,False,True,1.6 km from downtown,19 March 2025,23 March 2025
Home2 Suites By Hilton New York Times Square,3.0,7.8,9.5,1292.0,1 queen bed,"₪ 5,880",False,False,True,False,False,1 km from downtown,19 March 2025,23 March 2025
Lombardy Hotel,4.0,8.5,9.4,983.0,1 queen bed,"₪ 7,658",False,True,True,False,False,1.2 km from downtown,19 March 2025,23 March 2025
Riverside Tower Hotel,2.0,8.5,,2541.0,1 queen bed,"₪ 3,633",False,True,True,False,False,1.9 km from downtown,19 March 2025,23 March 2025
Renaissance New York Times Square by Marriott,4.0,8.4,9.6,2176.0,1 king bed,"₪ 6,681",False,False,True,False,False,1 km from downtown,19 March 2025,23 March 2025
The Belvedere Hotel,3.0,7.9,9.4,5881.0,2 full beds,"₪ 4,207",False,True,False,False,False,0.9 km from downtown,19 March 2025,23 March 2025
Hotel Edison Times Square,4.0,7.7,9.4,13094.0,1 queen bed,"₪ 4,436",False,True,True,False,False,1 km from downtown,19 March 2025,23 March 2025
Canal Loft Hotel,2.0,6.9,,1736.0,2 twin beds,"₪ 2,703",False,False,False,False,False,5.9 km from downtown,19 March 2025,23 March 2025
Omni Berkshire Place,4.0,8.6,9.6,1704.0,1 king bed,"₪ 7,977",False,False,False,False,False,1.1 km from downtown,19 March 2025,23 March 2025
Holiday Inn Express - Times Square by IHG,3.0,6.9,,2211.0,1 king bed,"₪ 5,307",False,False,True,False,False,1.6 km from downtown,19 March 2025,23 March 2025
The Gallivant Times Square,4.0,5.7,,5842.0,1 full bed,"₪ 4,165",False,True,False,False,False,0.9 km from downtown,19 March 2025,23 March 2025
Hampton Inn Manhattan Chelsea,3.0,7.2,,1833.0,1 king bed,"₪ 5,595",False,True,True,False,True,2.9 km from downtown,19 March 2025,23 March 2025
The Chelsean New York,3.0,7.0,,2919.0,2 full beds,"₪ 3,820",False,False,False,False,False,2.8 km from downtown,19 March 2025,23 March 2025
Hyatt Place New York City - Times Square,4.0,7.8,,21754.0,1 king bed,"₪ 5,658",False,False,True,False,False,1.7 km from downtown,19 March 2025,23 March 2025
The Jane Hotel,2.0,5.7,,1494.0,1 bunk bed,"₪ 2,712",False,True,True,False,False,4.1 km from downtown,19 March 2025,23 March 2025
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6557.0,1 king bed,"₪ 4,261",False,False,True,False,False,7 km from downtown,19 March 2025,23 March 2025
The Pearl Hotel,4.0,8.7,9.7,2135.0,1 king bed,"₪ 7,233",False,True,False,False,False,0.8 km from downtown,19 March 2025,23 March 2025
Hotel Beacon,4.0,8.7,9.6,2883.0,N/A,"₪ 6,405",False,False,False,False,False,1.4 km from downtown,19 March 2025,23 March 2025
Radio City Apartments,3.0,8.7,9.7,6197.0,N/A,"₪ 6,800",False,False,False,False,False,0.9 km from downtown,19 March 2025,23 March 2025
Aliz Hotel Times Square,4.0,8.1,,6561.0,1 king bed,"₪ 5,059",False,False,False,False,False,1.6 km from downtown,19 March 2025,23 March 2025
Henn na Hotel New York,4.0,8.6,9.5,3292.0,1 king bed,"₪ 4,581",False,False,True,False,False,1.9 km from downtown,19 March 2025,23 March 2025
Sonder Battery Park,3.0,8.6,,2567.0,N/A,"₪ 4,982",False,False,False,False,False,7.5 km from downtown,19 March 2025,23 March 2025
U.S. Pacific Hotel,1.0,6.0,,2895.0,1 full bed,"₪ 1,875",False,False,False,False,False,5.7 km from downtown,19 March 2025,23 March 2025
Hilton Garden Inn New York/Midtown Park Avenue,3.0,8.1,9.3,2239.0,1 king bed,"₪ 5,407",False,False,True,False,True,2.4 km from downtown,19 March 2025,23 March 2025
"The Beekman Tower, Trademark Collection by Wyndham",4.0,8.4,,1680.0,N/A,"₪ 4,921",False,True,True,False,False,2.1 km from downtown,19 March 2025,23 March 2025
