hotel_name,star_rating,rating_score,location_score,review_amount,bed_info,price,breakfast_included,free_cancellation,no_prepayment_needed,centrally_located,sustainability_certification,distance_from_downtown,checkin,checkout
Candlewood Suites NYC -Times Square by IHG,3.0,8.1,,2067,N/A,"₪ 2,024",False,False,False,True,False,1.6 km from downtown,24 March 2025,26 March 2025
LUMA Hotel - Times Square,4.0,9.0,9.8,4190,1 king bed,"₪ 3,499",False,True,True,True,False,1.5 km from downtown,24 March 2025,26 March 2025
Home2 Suites By Hilton New York Times Square,3.0,7.8,9.5,1292,1 queen bed,"₪ 2,542",False,False,False,True,False,1 km from downtown,24 March 2025,26 March 2025
Homewood Suites Midtown Manhattan Times Square South,3.0,8.3,,4421,1 king bed,"₪ 2,594",False,False,False,True,True,1.8 km from downtown,24 March 2025,26 March 2025
The Blakely by LuxUrban,,7.4,9.4,6071,2 full beds,"₪ 2,232",False,False,False,True,False,0.5 km from downtown,24 March 2025,26 March 2025
The Belvedere Hotel,3.0,7.9,9.4,5881,1 king bed,"₪ 1,563",False,False,False,True,False,0.9 km from downtown,24 March 2025,26 March 2025
Hotel Edison Times Square,4.0,7.7,9.4,13090,N/A,"₪ 3,079",False,True,True,True,False,1 km from downtown,24 March 2025,26 March 2025
Holiday Inn Express - Times Square by IHG,3.0,6.9,,2211,1 queen bed,"₪ 1,582",False,False,False,True,False,1.6 km from downtown,24 March 2025,26 March 2025
The Chelsean New York,3.0,7.0,,2920,2 full beds,"₪ 1,676",False,True,False,True,False,2.8 km from downtown,24 March 2025,26 March 2025
Hyatt Place New York City - Times Square,4.0,7.8,,21754,1 king bed,"₪ 2,247",False,True,True,True,False,1.7 km from downtown,24 March 2025,26 March 2025
The Pearl Hotel,4.0,8.7,9.7,2135,1 queen bed,"₪ 4,202",False,True,False,True,False,0.8 km from downtown,24 March 2025,26 March 2025
Sonder Battery Park,3.0,8.6,,2567,N/A,"₪ 2,212",False,True,False,True,False,7.5 km from downtown,24 March 2025,26 March 2025
Hilton Garden Inn New York/Midtown Park Avenue,3.0,8.1,9.3,2239,1 king bed,"₪ 2,321",False,False,True,True,True,2.4 km from downtown,24 March 2025,26 March 2025
TRYP by Wyndham New York City Times Square - Midtown,4.0,7.4,,2691,N/A,"₪ 1,995",False,False,False,True,False,1.9 km from downtown,24 March 2025,26 March 2025
Hotel Lucerne,4.0,8.5,9.5,2181,N/A,"₪ 2,909",False,True,False,True,False,1.7 km from downtown,24 March 2025,26 March 2025
Millennium Downtown New York,4.0,7.1,,5273,1 king bed,"₪ 2,268",False,True,True,True,True,6.8 km from downtown,24 March 2025,26 March 2025
Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area,4.0,8.6,9.4,1787,N/A,"₪ 3,486",False,False,False,True,True,6.9 km from downtown,24 March 2025,26 March 2025
Holiday Inn Express New York City Chelsea by IHG,3.0,7.8,,3617,1 king bed,"₪ 2,231",False,False,False,True,False,2.4 km from downtown,24 March 2025,26 March 2025
Pestana Park Avenue,4.0,8.9,9.6,1000,1 queen bed,"₪ 2,930",False,True,False,True,False,1.9 km from downtown,24 March 2025,26 March 2025
Four Points by Sheraton New York Downtown,3.0,7.9,,2036,2 full beds,"₪ 2,612",False,True,True,True,False,7 km from downtown,24 March 2025,26 March 2025
Renaissance New York Chelsea Hotel,4.0,8.2,,1227,2 full beds,"₪ 3,867",False,True,True,True,False,2.8 km from downtown,24 March 2025,26 March 2025
Virgin Hotels New York City,4.0,8.3,,1438,1 king bed,"₪ 3,589",False,True,False,True,False,2.5 km from downtown,24 March 2025,26 March 2025
Sixty LES,4.0,7.7,,839,1 queen bed,"₪ 2,190",False,True,True,True,False,5.2 km from downtown,24 March 2025,26 March 2025
M Social Hotel Times Square New York,4.0,8.4,9.6,11966,1 king bed,"₪ 3,544",False,True,True,True,True,0.6 km from downtown,24 March 2025,26 March 2025
W New York - Times Square,4.0,7.9,9.3,1391,1 king bed,"₪ 3,482",False,False,False,True,False,1 km from downtown,24 March 2025,26 March 2025
InterContinental New York Times Square by IHG,4.0,8.0,,1769,1 king bed,"₪ 3,281",False,True,True,True,False,1.2 km from downtown,24 March 2025,26 March 2025
"Dream Downtown, by Hyatt",4.0,7.3,,1468,1 king bed,"₪ 3,407",False,True,True,True,False,3.4 km from downtown,24 March 2025,26 March 2025
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1398,1 king bed,"₪ 2,285",False,False,False,True,False,1.9 km from downtown,24 March 2025,26 March 2025
West Side YMCA,3.0,6.6,9.4,15370,1 bunk bed,₪ 796,False,False,False,True,False,350 m from downtown,24 March 2025,26 March 2025
Courtyard New York Manhattan/Midtown East,4.0,8.0,,1664,"2 beds (1 king, 1 sofa bed)","₪ 3,156",False,False,False,True,False,1.6 km from downtown,24 March 2025,26 March 2025
70 Park Avenue Hotel,4.0,8.3,9.5,2345,Multiple bed types,"₪ 2,419",False,True,True,True,True,2 km from downtown,24 March 2025,26 March 2025
MOXY NYC Times Square,4.0,8.1,9.4,5790,1 queen bed,"₪ 3,583",False,False,False,True,False,1.9 km from downtown,24 March 2025,26 March 2025
Hyatt Place New York/Midtown-South,4.0,8.3,9.5,2969,2 queen beds,"₪ 3,595",False,False,False,True,True,2 km from downtown,24 March 2025,26 March 2025
Hotel Hayden New York,4.0,7.1,,3189,1 king bed,"₪ 1,457",False,True,True,True,False,2.5 km from downtown,24 March 2025,26 March 2025
The FIDI Hotel,4.0,8.1,,1499,1 full bed,"₪ 1,620",False,True,True,True,False,7.6 km from downtown,24 March 2025,26 March 2025
Hilton Garden Inn New York Central Park South-Midtown West,3.0,7.7,9.4,8760,1 king bed,"₪ 2,839",False,False,False,True,False,450 m from downtown,24 March 2025,26 March 2025
Lex Hotel NYC,3.0,8.3,,1527,1 queen bed,"₪ 1,667",False,False,False,True,False,3 km from downtown,24 March 2025,26 March 2025
Romer Hell's Kitchen,4.0,8.6,9.5,2599,2 queen beds,"₪ 3,130",False,True,True,True,True,0.6 km from downtown,24 March 2025,26 March 2025
New York Hilton Midtown,4.0,7.4,9.4,2035,2 full beds,"₪ 5,128",False,False,False,True,False,0.7 km from downtown,24 March 2025,26 March 2025
Executive Hotel Le Soleil New York,4.0,8.7,9.5,4604,1 queen bed,"₪ 2,963",False,True,False,True,False,2 km from downtown,24 March 2025,26 March 2025
Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,3.0,8.0,9.3,1030,2 full beds,"₪ 3,365",False,True,True,True,False,2.6 km from downtown,24 March 2025,26 March 2025
Hilton Garden Inn New York Times Square South,3.0,8.2,,3959,1 king bed,"₪ 2,195",False,False,False,True,True,1.8 km from downtown,24 March 2025,26 March 2025
Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,4.0,8.0,9.5,4633,1 king bed,"₪ 2,741",False,True,True,True,True,2.1 km from downtown,24 March 2025,26 March 2025
Artezen Hotel,4.0,9.2,9.6,1321,1 king bed,"₪ 2,846",False,False,False,True,False,6.9 km from downtown,24 March 2025,26 March 2025
Graduate by Hilton New York,4.0,8.8,9.4,4434,2 queen beds,"₪ 2,167",False,False,False,True,True,2.6 km from downtown,24 March 2025,26 March 2025
Motto by Hilton New York City Chelsea,4.0,8.5,9.4,3172,1 king bed,"₪ 2,920",False,False,False,True,True,2.8 km from downtown,24 March 2025,26 March 2025
Hyatt Centric Midtown 5th Avenue New York,4.0,8.0,,1193,2 queen beds,"₪ 4,147",False,True,True,True,False,1.9 km from downtown,24 March 2025,26 March 2025
Embassy Suites By Hilton New York Manhattan Times Square,4.0,7.7,9.3,3838,1 king bed,"₪ 4,436",False,False,False,True,True,1.9 km from downtown,24 March 2025,26 March 2025
Sonder at The Nash,4.0,8.1,9.3,147,N/A,"₪ 2,536",False,True,False,True,False,2.3 km from downtown,24 March 2025,26 March 2025
citizenM New York Bowery,4.0,8.7,,3285,1 king bed,"₪ 2,235",False,True,True,True,True,5.4 km from downtown,24 March 2025,26 March 2025
Margaritaville Resort Times Square,4.0,8.6,9.5,4050,1 queen bed,"₪ 2,400",False,False,False,True,False,1.5 km from downtown,24 March 2025,26 March 2025
The Gotham Hotel,4.0,8.5,9.5,1735,1 king bed,"₪ 7,484",False,False,False,True,False,1.4 km from downtown,24 March 2025,26 March 2025
Hampton Inn by Hilton New York Times Square,3.0,7.8,9.5,2699,1 king bed,"₪ 2,388",False,False,False,True,False,1 km from downtown,24 March 2025,26 March 2025
Hyatt Herald Square New York,4.0,8.1,9.3,1344,1 king bed,"₪ 3,393",False,True,False,True,True,2.4 km from downtown,24 March 2025,26 March 2025
Sheraton Tribeca New York Hotel,4.0,7.9,,3143,1 king bed,"₪ 3,239",False,False,False,True,False,5.6 km from downtown,24 March 2025,26 March 2025
The Manhattan at Times Square,4.0,5.5,,7599,N/A,"₪ 1,934",False,True,False,True,True,0.7 km from downtown,24 March 2025,26 March 2025
Renaissance New York Midtown Hotel,4.0,8.7,9.3,1605,2 queen beds,"₪ 4,871",False,True,True,True,False,2 km from downtown,24 March 2025,26 March 2025
"U Hotel Fifth Avenue, Empire State Building",3.0,7.9,9.5,3373,1 full bed,"₪ 1,466",False,False,False,True,False,2.1 km from downtown,24 March 2025,26 March 2025
Grayson Hotel,4.0,8.5,9.5,1108,1 king bed,"₪ 3,435",False,True,True,True,False,1.8 km from downtown,24 March 2025,26 March 2025
The Muse New York,4.0,8.5,9.5,2665,2 queen beds,"₪ 3,166",False,True,True,True,True,1.1 km from downtown,24 March 2025,26 March 2025
DoubleTree by Hilton Hotel New York City - Chelsea,4.0,7.2,,3782,1 king bed,"₪ 2,219",False,False,False,True,True,2.5 km from downtown,24 March 2025,26 March 2025
DoubleTree by Hilton New York Times Square South,4.0,8.2,,6487,1 king bed,"₪ 2,391",False,True,True,True,True,1.8 km from downtown,24 March 2025,26 March 2025
"Hotel 50 Bowery, part of JdV by Hyatt",4.0,8.6,,957,1 king bed,"₪ 2,218",False,True,False,True,False,5.9 km from downtown,24 March 2025,26 March 2025
Hotel Belleclaire Central Park,4.0,8.2,9.3,5115,1 queen bed,"₪ 2,586",False,True,True,True,False,1.6 km from downtown,24 March 2025,26 March 2025
MADE Hotel,4.0,8.7,9.4,1093,1 king bed,"₪ 3,921",False,False,False,True,False,2.5 km from downtown,24 March 2025,26 March 2025
Archer Hotel New York,4.0,8.8,9.5,1039,1 full bed,"₪ 2,767",False,True,True,True,True,1.8 km from downtown,24 March 2025,26 March 2025
voco Times Square South New York by IHG,4.0,8.1,,3857,1 full bed,"₪ 2,277",False,True,True,True,False,1.8 km from downtown,24 March 2025,26 March 2025
Sanctuary Hotel New York,4.0,8.2,9.7,1528,1 queen bed,"₪ 2,759",False,False,False,True,False,1.1 km from downtown,24 March 2025,26 March 2025
Sheraton New York Times Square Hotel,4.0,6.4,,1830,1 queen bed,"₪ 3,572",False,False,False,True,False,0.6 km from downtown,24 March 2025,26 March 2025
Hotel Indigo NYC Downtown - Wall Street by IHG,4.0,8.4,,1055,N/A,"₪ 1,892",False,False,False,True,False,7.3 km from downtown,24 March 2025,26 March 2025
Heritage Hotel New York City,3.0,7.4,9.4,3798,1 king bed,"₪ 1,291",False,False,False,True,False,2.8 km from downtown,24 March 2025,26 March 2025
Pod 39,3.0,8.3,9.5,12817,2 twin beds,"₪ 1,522",False,False,False,True,False,2.1 km from downtown,24 March 2025,26 March 2025
Moxy NYC Chelsea,4.0,8.3,9.3,3053,2 full beds,"₪ 3,361",False,True,True,True,False,2.5 km from downtown,24 March 2025,26 March 2025
Hard Rock Hotel New York,4.0,8.6,9.4,3052,1 king bed,"₪ 3,305",False,False,False,True,False,1 km from downtown,24 March 2025,26 March 2025
Hotel Indigo NYC Financial District by IHG,3.0,8.9,9.5,1617,1 king bed,"₪ 2,042",False,False,False,True,False,7.2 km from downtown,24 March 2025,26 March 2025
Arlo NoMad,4.0,8.4,9.4,2261,2 twin beds,"₪ 2,345",False,True,False,True,False,2.4 km from downtown,24 March 2025,26 March 2025
The Renwick,4.0,8.4,9.6,2795,1 king bed,"₪ 2,721",False,True,False,True,False,2 km from downtown,24 March 2025,26 March 2025
Moxy NYC East Village,4.0,8.3,,1817,1 queen bed,"₪ 3,407",False,True,True,True,False,4.1 km from downtown,24 March 2025,26 March 2025
The Michelangelo Hotel,4.0,8.5,9.5,1756,1 king bed,"₪ 3,667",False,False,False,True,False,0.7 km from downtown,24 March 2025,26 March 2025
Roxy Hotel New York,4.0,8.6,9.3,1137,1 king bed,"₪ 1,100",False,True,False,True,False,5.8 km from downtown,23 March 2025,24 March 2025
Royalton New York,4.0,7.5,9.4,3117,1 queen bed,₪ 778,False,True,False,True,False,1.4 km from downtown,23 March 2025,24 March 2025
Riu Plaza Manhattan Times Square,4.0,8.7,9.6,13190,1 king bed,₪ 962,False,False,False,True,True,1 km from downtown,23 March 2025,24 March 2025
UNTITLED at 3 Freeman Alley,4.0,8.5,,605,1 full bed,₪ 818,False,False,False,True,False,5.2 km from downtown,23 March 2025,24 March 2025
Aura Hotel Times Square Newly Renovated,4.0,7.7,9.4,526,1 full bed,₪ 641,False,True,False,True,False,1.3 km from downtown,23 March 2025,24 March 2025
Sonder at One Platt,4.0,8.2,,1922,N/A,₪ 906,False,True,False,True,False,7 km from downtown,23 March 2025,24 March 2025
"33 Hotel, New York City, Seaport",5.0,8.8,9.3,681,1 king bed,"₪ 1,172",False,True,False,False,False,6.9 km from downtown,23 March 2025,24 March 2025
Hotel 57 by LuxUrban,4.0,7.0,,5160,1 full bed,₪ 561,False,False,False,True,False,1.3 km from downtown,23 March 2025,24 March 2025
Best Western Plus Soho Hotel,3.0,8.6,,1369,1 queen bed,₪ 792,False,False,False,True,False,5.8 km from downtown,23 March 2025,24 March 2025
"The New Yorker, A Wyndham Hotel",4.0,7.7,9.4,15553,1 queen bed,₪ 657,False,True,False,True,False,2 km from downtown,23 March 2025,24 March 2025
Residence Inn by Marriott New York Manhattan/Times Square,4.0,8.1,9.7,7034,"2 beds (1 sofa bed, 1 queen)",₪ 978,False,True,True,True,False,1.7 km from downtown,23 March 2025,24 March 2025
Pod Times Square,3.0,8.3,9.4,23078,2 twin beds,₪ 552,False,False,False,True,False,1.4 km from downtown,23 March 2025,24 March 2025
SpringHill Suites by Marriott New York Manhattan Chelsea,4.0,8.4,9.5,11131,N/A,₪ 670,False,False,False,True,False,2.5 km from downtown,23 March 2025,24 March 2025
Arlo Midtown,4.0,8.6,,6069,1 king bed,₪ 699,False,True,False,True,False,1.7 km from downtown,23 March 2025,24 March 2025
Holiday Inn Express - Times Square South by IHG,3.0,8.2,9.5,2886,1 king bed,₪ 702,False,False,False,True,False,2 km from downtown,23 March 2025,24 March 2025
Hyatt House New York/Chelsea,3.0,8.5,9.5,1805,1 king bed,"₪ 1,087",False,True,True,True,False,2.5 km from downtown,23 March 2025,24 March 2025
Fairfield Inn by Marriott New York Manhattan/Financial District,3.0,7.8,,3657,1 queen bed,₪ 553,False,True,True,True,False,7.2 km from downtown,23 March 2025,24 March 2025
citizenM New York Times Square,4.0,8.7,9.6,3979,1 king bed,"₪ 1,264",False,True,True,True,True,0.8 km from downtown,23 March 2025,24 March 2025
Element Times Square West,4.0,8.1,,7689,1 king bed,₪ 582,False,True,True,True,False,1.6 km from downtown,23 March 2025,24 March 2025
Doubletree By Hilton New York Times Square West,4.0,6.8,,10902,1 king bed,₪ 530,False,True,True,True,True,1.6 km from downtown,23 March 2025,24 March 2025
Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,4.0,8.4,,7004,1 king bed,₪ 721,False,False,False,True,False,1.9 km from downtown,23 March 2025,24 March 2025
Hyatt Centric Times Square New York,4.0,8.4,9.5,1406,1 king bed,"₪ 1,091",False,False,False,True,True,1.2 km from downtown,23 March 2025,24 March 2025
Candlewood Suites NYC -Times Square by IHG,3.0,8.1,,2067,N/A,₪ 757,False,False,False,True,False,1.6 km from downtown,23 March 2025,24 March 2025
LUMA Hotel - Times Square,4.0,9.0,9.8,4190,1 king bed,"₪ 1,080",False,True,True,True,False,1.5 km from downtown,23 March 2025,24 March 2025
Home2 Suites By Hilton New York Times Square,3.0,7.8,9.5,1292,1 queen bed,₪ 803,False,False,True,True,False,1 km from downtown,23 March 2025,24 March 2025
New York Marriott Marquis,5.0,8.3,9.5,3070,1 king bed,"₪ 1,682",False,False,False,True,False,1.1 km from downtown,23 March 2025,24 March 2025
The Blakely by LuxUrban,,7.4,9.4,6071,1 queen bed,₪ 732,False,False,False,True,False,0.5 km from downtown,23 March 2025,24 March 2025
Renaissance New York Times Square by Marriott,4.0,8.4,9.6,2176,2 full beds,"₪ 1,140",False,True,True,True,False,1 km from downtown,23 March 2025,24 March 2025
The Belvedere Hotel,3.0,7.9,9.4,5881,1 king bed,₪ 609,False,False,False,True,False,0.9 km from downtown,23 March 2025,24 March 2025
Hotel Edison Times Square,4.0,7.7,9.4,13090,1 queen bed,₪ 762,False,True,True,True,False,1 km from downtown,23 March 2025,24 March 2025
Omni Berkshire Place,4.0,8.6,9.6,1704,1 king bed,"₪ 1,713",False,True,False,True,False,1.1 km from downtown,23 March 2025,24 March 2025
Holiday Inn Express - Times Square by IHG,3.0,6.9,,2211,1 queen bed,₪ 686,False,False,False,True,False,1.6 km from downtown,23 March 2025,24 March 2025
Hampton Inn Manhattan Chelsea,3.0,7.2,,1833,1 king bed,₪ 756,False,True,True,True,True,2.9 km from downtown,23 March 2025,24 March 2025
The Chelsean New York,3.0,7.0,,2920,1 king bed,₪ 537,False,True,False,True,False,2.8 km from downtown,23 March 2025,24 March 2025
Hilton Club The Central at 5th New York,3.0,9.0,9.8,814,1 king bed,"₪ 1,334",False,True,True,True,False,1.3 km from downtown,23 March 2025,24 March 2025
Hyatt Place New York City - Times Square,4.0,7.8,,21754,1 king bed,₪ 636,False,True,True,True,False,1.7 km from downtown,23 March 2025,24 March 2025
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6557,1 king bed,₪ 720,False,True,True,True,False,7 km from downtown,23 March 2025,24 March 2025
The Pearl Hotel,4.0,8.7,9.7,2135,1 queen bed,"₪ 1,515",False,True,False,True,False,0.8 km from downtown,23 March 2025,24 March 2025
The Herald by LuxUrban,3.0,7.7,9.6,9268,1 king bed,₪ 671,False,False,False,True,False,2 km from downtown,23 March 2025,24 March 2025
"Dream Downtown, by Hyatt",4.0,7.3,,1468,1 queen bed,₪ 934,False,True,False,True,False,3.4 km from downtown,23 March 2025,24 March 2025
Hilton Garden Inn New York/Midtown Park Avenue,3.0,8.1,9.3,2239,1 king bed,₪ 603,False,False,True,True,True,2.4 km from downtown,23 March 2025,24 March 2025
Hilton Club New York,3.0,8.6,9.7,358,N/A,"₪ 2,531",False,True,True,True,True,0.7 km from downtown,23 March 2025,24 March 2025
"The Beekman Tower, Trademark Collection by Wyndham",4.0,8.4,,1680,N/A,"₪ 1,151",False,True,True,False,False,2.1 km from downtown,23 March 2025,24 March 2025
TRYP by Wyndham New York City Times Square - Midtown,4.0,7.4,,2691,1 queen bed,₪ 673,False,True,True,True,False,1.9 km from downtown,23 March 2025,24 March 2025
Millennium Downtown New York,4.0,7.1,,5273,1 king bed,₪ 760,False,True,True,True,True,6.8 km from downtown,23 March 2025,24 March 2025
Fairfield Inn & Suites New York Manhattan/Downtown East,3.0,8.3,,1286,1 king bed,₪ 721,False,False,False,True,False,6.2 km from downtown,23 March 2025,24 March 2025
Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area,4.0,8.6,9.4,1787,N/A,₪ 662,False,False,False,True,True,6.9 km from downtown,23 March 2025,24 March 2025
TownePlace Suites by Marriott New York Manhattan/Chelsea,4.0,8.3,9.4,7686,1 king bed,"₪ 1,013",False,True,False,True,False,2.5 km from downtown,23 March 2025,24 March 2025
Holiday Inn Express New York City Chelsea by IHG,3.0,7.8,,3617,1 king bed,₪ 670,False,False,False,True,False,2.4 km from downtown,23 March 2025,24 March 2025
Courtyard New York Downtown Manhattan/Financial District,3.0,7.8,,2261,1 king bed,₪ 553,False,True,True,True,False,7.1 km from downtown,23 March 2025,24 March 2025
Hyatt Grand Central New York,4.0,7.4,,2956,1 queen bed,₪ 971,False,True,True,True,False,1.9 km from downtown,23 March 2025,24 March 2025
"The Mayfair Hotel Times Square, Ascend Hotel Collection",3.0,8.6,9.6,2101,1 full bed,₪ 577,False,True,False,True,False,0.8 km from downtown,23 March 2025,24 March 2025
Pestana Park Avenue,4.0,8.9,9.6,1000,1 queen bed,₪ 712,False,True,False,True,False,1.9 km from downtown,23 March 2025,24 March 2025
Four Points by Sheraton New York Downtown,3.0,7.9,,2036,1 queen bed,₪ 511,False,True,True,True,False,7 km from downtown,23 March 2025,24 March 2025
Renaissance New York Chelsea Hotel,4.0,8.2,,1227,1 king bed,₪ 887,False,True,True,True,False,2.8 km from downtown,23 March 2025,24 March 2025
Virgin Hotels New York City,4.0,8.3,,1438,1 king bed,₪ 989,False,True,False,True,False,2.5 km from downtown,23 March 2025,24 March 2025
SpringHill Suites by Marriott New York Midtown Manhattan/Fifth Avenue,3.0,8.0,9.5,1203,N/A,₪ 657,False,False,False,True,False,1.9 km from downtown,23 March 2025,24 March 2025
Sixty LES,4.0,7.7,,839,1 queen bed,"₪ 1,009",False,True,True,True,False,5.2 km from downtown,23 March 2025,24 March 2025
M Social Hotel Times Square New York,4.0,8.4,9.6,11966,1 king bed,"₪ 1,138",False,True,True,True,True,0.6 km from downtown,23 March 2025,24 March 2025
W New York - Times Square,4.0,7.9,9.3,1391,1 king bed,"₪ 1,009",False,False,False,True,False,1 km from downtown,23 March 2025,24 March 2025
InterContinental New York Times Square by IHG,4.0,8.0,,1769,1 king bed,₪ 950,False,True,True,True,False,1.2 km from downtown,23 March 2025,24 March 2025
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1398,1 king bed,₪ 649,False,False,False,True,False,1.9 km from downtown,23 March 2025,24 March 2025
West Side YMCA,3.0,6.6,9.4,15370,1 bunk bed,₪ 343,False,False,False,True,False,350 m from downtown,23 March 2025,24 March 2025
Courtyard New York Manhattan/Midtown East,4.0,8.0,,1664,1 king bed,"₪ 1,055",False,False,False,True,False,1.6 km from downtown,23 March 2025,24 March 2025
70 Park Avenue Hotel,4.0,8.3,9.5,2345,1 queen bed,₪ 825,False,True,False,True,True,2 km from downtown,23 March 2025,24 March 2025
MOXY NYC Times Square,4.0,8.1,9.4,5790,1 full bed,₪ 739,False,True,True,True,False,1.9 km from downtown,23 March 2025,24 March 2025
Riu Plaza New York Times Square,4.0,8.6,9.5,7156,1 queen bed,₪ 883,False,False,False,True,True,1 km from downtown,23 March 2025,24 March 2025
Hyatt Place New York/Midtown-South,4.0,8.3,9.5,2969,1 king bed,₪ 730,False,True,False,True,True,2 km from downtown,23 March 2025,24 March 2025
Hotel Hayden New York,4.0,7.1,,3189,1 king bed,₪ 624,False,True,True,True,False,2.5 km from downtown,23 March 2025,24 March 2025
Hampton Inn Times Square Central,3.0,8.4,9.5,2830,1 king bed,₪ 678,False,False,True,True,True,1.5 km from downtown,23 March 2025,24 March 2025
The FIDI Hotel,4.0,8.1,,1499,1 full bed,₪ 572,False,True,True,True,False,7.6 km from downtown,23 March 2025,24 March 2025
Hilton Garden Inn New York Central Park South-Midtown West,3.0,7.7,9.4,8760,1 king bed,₪ 678,False,True,True,True,False,450 m from downtown,23 March 2025,24 March 2025
Lex Hotel NYC,3.0,8.3,,1527,1 queen bed,₪ 470,False,False,False,True,False,3 km from downtown,23 March 2025,24 March 2025
Romer Hell's Kitchen,4.0,8.6,9.5,2599,1 king bed,"₪ 1,138",True,True,True,True,True,0.6 km from downtown,23 March 2025,24 March 2025
New York Hilton Midtown,4.0,7.4,9.4,2035,1 queen bed,"₪ 1,066",False,False,False,True,False,0.7 km from downtown,23 March 2025,24 March 2025
Executive Hotel Le Soleil New York,4.0,8.7,9.5,4604,1 queen bed,"₪ 1,063",False,True,False,True,False,2 km from downtown,23 March 2025,24 March 2025
Sofitel New York,4.0,7.8,9.3,1140,2 twin beds,"₪ 1,494",False,True,True,True,True,1.4 km from downtown,23 March 2025,24 March 2025
"The Time New York, part of JdV by Hyatt",4.0,7.7,9.3,1752,1 full bed,₪ 900,False,True,False,True,True,0.8 km from downtown,23 March 2025,24 March 2025
