Hotel Name,Snapshot Date,Discount Code,Count
Langham Place New York Fifth Avenue,2015-11-03,3,12
Martha Washington,2015-09-21,2,12
Newark Liberty International Airport Marriott,2015-12-25,4,12
Newark Liberty International Airport Marriott,2016-01-01,1,12
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-29,4,12
Newark Liberty International Airport Marriott,2015-12-31,4,12
McCarren Hotel & Pool,2015-08-24,1,12
Le Parker Meridien New York,2015-09-14,4,12
Newark Liberty International Airport Marriott,2015-09-06,3,12
Newark Liberty International Airport Marriott,2016-01-01,4,12
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-08-23,2,11
Westin New York at Times Square,2015-09-18,2,11
Magnuson Convention Center Hotel,2015-08-06,3,11
Newark Liberty International Airport Marriott,2015-09-08,3,11
Magnuson Convention Center Hotel,2015-08-03,4,11
Westin New York at Times Square,2015-09-07,3,11
Magnuson Convention Center Hotel,2015-08-06,1,11
The Lexington New York City Autograph Collection,2015-08-29,3,11
Magnuson Convention Center Hotel,2015-08-07,2,11
Newark Liberty International Airport Marriott,2015-09-02,3,11
Westin New York at Times Square,2015-09-19,2,11
Newark Liberty International Airport Marriott,2015-08-24,3,11
Westin New York at Times Square,2015-09-08,3,11
Newark Liberty International Airport Marriott,2015-08-25,2,11
Newark Liberty International Airport Marriott,2015-09-07,3,11
Quality Inn Woodside,2015-10-18,3,11
Newark Liberty International Airport Marriott,2015-09-05,4,11
Quality Inn Woodside,2015-10-18,2,11
Newark Liberty International Airport Marriott,2015-09-06,4,11
Magnuson Convention Center Hotel,2015-08-04,4,11
Newark Liberty International Airport Marriott,2015-08-31,3,11
Magnuson Convention Center Hotel,2015-08-07,1,11
W New York Times Square,2015-10-18,3,11
Quality Inn Woodside,2015-10-22,2,11
McCarren Hotel & Pool,2015-08-28,2,11
Westin New York at Times Square,2015-08-12,2,11
Magnuson Convention Center Hotel,2015-08-17,3,11
Westin New York at Times Square,2015-08-05,3,11
McCarren Hotel & Pool,2015-08-24,3,11
McCarren Hotel & Pool,2015-08-23,3,11
Magnuson Convention Center Hotel,2015-08-19,3,11
Hyatt Herald Square New York,2015-11-02,3,11
Magnuson Convention Center Hotel,2015-08-22,3,11
Martha Washington,2015-09-20,2,11
W New York Times Square,2015-10-16,3,11
Magnuson Convention Center Hotel,2015-08-23,4,11
Hampton Inn New York - 35th Street - Empire State Building,2015-10-15,3,11
W New York Times Square,2015-10-16,4,11
W New York Times Square,2015-10-17,3,11
Magnuson Convention Center Hotel,2015-08-30,2,11
Magnuson Convention Center Hotel,2015-08-25,4,11
Magnuson Convention Center Hotel,2015-08-26,2,11
Westin New York at Times Square,2015-08-13,2,11
W New York - Union Square,2015-10-30,3,11
Quality Inn Woodside,2015-10-22,3,11
Magnuson Convention Center Hotel,2015-08-16,1,11
Magnuson Convention Center Hotel,2015-08-07,3,11
Newark Liberty International Airport Marriott,2015-08-22,3,11
The Lexington New York City Autograph Collection,2015-08-26,2,11
DoubleTree by Hilton Metropolitan - New York City,2015-09-08,2,11
DoubleTree by Hilton Metropolitan - New York City,2015-09-06,2,11
Magnuson Convention Center Hotel,2015-08-12,4,11
Magnuson Convention Center Hotel,2015-08-28,2,11
Four Seasons Hotel New York,2015-10-10,4,11
W New York - Union Square,2015-10-29,2,11
Westin New York at Times Square,2015-08-17,3,11
Magnuson Convention Center Hotel,2015-08-15,1,11
Westin New York at Times Square,2015-08-16,3,11
McCarren Hotel & Pool,2015-08-29,2,11
The Lexington New York City Autograph Collection,2015-08-18,3,11
W New York - Union Square,2015-10-30,2,11
Westin New York at Times Square,2015-08-15,3,11
The Lexington New York City Autograph Collection,2015-08-17,3,11
McCarren Hotel & Pool,2015-09-01,2,11
Hilton Garden Inn New York Midtown Park Ave,2015-07-29,2,11
Westin New York at Times Square,2015-09-30,2,11
Renaissance Newark Airport Hotel,2015-12-28,4,11
Langham Place New York Fifth Avenue,2015-12-24,3,11
Wyndham Garden Brooklyn Sunset Park,2015-11-17,2,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-11,3,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-11-18,2,11
Wyndham Garden Brooklyn Sunset Park,2015-11-15,2,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-11-19,2,11
Wyndham Garden Brooklyn Sunset Park,2015-11-12,2,11
Langham Place New York Fifth Avenue,2015-12-18,3,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-07-18,3,11
Wyndham Garden Brooklyn Sunset Park,2015-11-10,2,11
Langham Place New York Fifth Avenue,2015-11-15,2,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-11-26,3,11
Loews Regency New York Hotel,2015-08-15,2,11
Loews Regency New York Hotel,2015-08-15,3,11
Wyndham Garden Brooklyn Sunset Park,2015-10-07,2,11
Renaissance Newark Airport Hotel,2015-12-27,4,11
Langham Place New York Fifth Avenue,2015-11-04,3,11
Loews Regency New York Hotel,2015-08-16,2,11
Wyndham Garden Brooklyn Sunset Park,2015-10-09,2,11
Renaissance Newark Airport Hotel,2015-12-24,3,11
Renaissance Newark Airport Hotel,2015-12-23,3,11
Renaissance Newark Airport Hotel,2015-12-21,3,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-12-11,3,11
Renaissance Newark Airport Hotel,2015-11-23,3,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-12-12,2,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-12-12,4,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-12-13,1,11
Wyndham Garden Brooklyn Sunset Park,2015-10-08,2,11
Langham Place New York Fifth Avenue,2015-12-25,3,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-11-15,2,11
Wyndham Garden Brooklyn Sunset Park,2015-11-19,2,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-18,3,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-29,2,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-30,2,11
Le Parker Meridien New York,2015-09-16,2,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-31,2,11
Wyndham Garden Brooklyn Sunset Park,2015-12-26,2,11
Le Parker Meridien New York,2015-09-15,3,11
Le Parker Meridien New York,2015-09-14,3,11
Wyndham Garden Brooklyn Sunset Park,2015-12-22,2,11
Le Parker Meridien New York,2015-09-13,3,11
Le Parker Meridien New York,2015-09-12,4,11
Le Parker Meridien New York,2015-09-09,3,11
Le Parker Meridien New York,2015-09-09,2,11
Hilton Garden Inn New York West 35th Street,2015-09-27,3,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-11-04,2,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-11-04,4,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-11-05,2,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-23,4,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-11-06,2,11
Le Parker Meridien New York,2015-10-20,2,11
Le Parker Meridien New York,2015-10-20,3,11
Hilton Garden Inn New York West 35th Street,2015-10-05,2,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-11-11,2,11
Wyndham Garden Brooklyn Sunset Park,2015-11-20,2,11
Hilton Garden Inn New York West 35th Street,2015-10-06,2,11
Hilton Garden Inn New York West 35th Street,2015-08-19,2,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-11-11,4,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-19,3,11
Renaissance Newark Airport Hotel,2015-11-22,3,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-12-14,1,11
Quality Inn Woodside,2015-11-06,2,11
Quality Inn Woodside,2015-11-17,2,11
Westin New York at Times Square,2015-11-26,2,11
Westin New York at Times Square,2015-11-23,3,11
Loews Regency New York Hotel,2015-10-10,4,11
Loews Regency New York Hotel,2015-10-11,1,11
Hilton Garden Inn New York Midtown Park Ave,2015-08-04,2,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-12-30,1,11
Westin New York at Times Square,2015-11-21,2,11
Loews Regency New York Hotel,2015-10-11,4,11
Hilton Garden Inn New York Midtown Park Ave,2015-08-02,2,11
Hilton Garden Inn New York-Times Square Central,2015-09-07,2,11
Quality Inn Woodside,2015-10-09,3,11
Hilton Garden Inn New York-Times Square Central,2015-09-08,1,11
Quality Inn Woodside,2015-11-17,3,11
Quality Inn Woodside,2015-11-12,3,11
Renaissance Newark Airport Hotel,2015-11-21,3,11
Quality Inn Woodside,2015-11-12,2,11
Loews Regency New York Hotel,2015-10-21,2,11
Loews Regency New York Hotel,2015-10-21,3,11
Hilton Garden Inn New York Midtown Park Ave,2015-07-23,4,11
Loews Regency New York Hotel,2015-11-04,2,11
Loews Regency New York Hotel,2015-11-05,3,11
Loews Regency New York Hotel,2015-11-09,3,11
Loews Regency New York Hotel,2015-11-10,3,11
Hampton Inn New York - 35th Street - Empire State Building,2015-11-22,3,11
Hampton Inn New York - 35th Street - Empire State Building,2015-11-21,3,11
Westin New York at Times Square,2015-10-06,2,11
Westin New York at Times Square,2015-10-02,3,11
Quality Inn Woodside,2015-11-07,2,11
Renaissance Newark Airport Hotel,2015-11-05,3,11
Loews Regency New York Hotel,2015-10-04,4,11
Hilton Garden Inn New York-Times Square Central,2015-08-30,3,11
Renaissance Newark Airport Hotel,2015-11-10,3,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-12-14,2,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-12-14,4,11
Wyndham Garden Brooklyn Sunset Park,2015-10-05,3,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-12-16,1,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-12-16,2,11
Wyndham Garden Brooklyn Sunset Park,2015-10-04,2,11
Loews Regency New York Hotel,2015-08-17,3,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-12-17,3,11
Renaissance Newark Airport Hotel,2015-11-19,3,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-12-18,3,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-12-18,4,11
Wyndham Garden Brooklyn Sunset Park,2015-10-01,3,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-12-20,1,11
Wyndham Garden Brooklyn Sunset Park,2015-10-01,2,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-12-22,1,11
Wyndham Garden Brooklyn Sunset Park,2015-09-23,3,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-12-23,1,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-12-23,2,11
Hilton Garden Inn New York-Times Square Central,2015-08-22,1,11
Wyndham Garden Brooklyn Sunset Park,2015-09-21,2,11
Renaissance Newark Airport Hotel,2015-11-16,3,11
Hilton Garden Inn New York Midtown Park Ave,2015-09-02,1,11
Hilton Garden Inn New York-Times Square Central,2015-08-23,1,11
Hilton Garden Inn New York-Times Square Central,2015-08-24,1,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-12-25,1,11
Hilton Garden Inn New York Midtown Park Ave,2015-08-19,3,11
Residence Inn Newark Elizabeth Liberty International Airport,2015-12-26,1,11
Newark Liberty International Airport Marriott,2015-09-08,4,11
McCarren Hotel & Pool,2015-08-30,2,11
Renaissance Newark Airport Hotel,2015-11-15,3,11
Omni Berkshire Place,2015-07-19,2,11
Park Hyatt New York,2015-07-29,2,11
Hilton Garden Inn Times Square,2015-09-14,2,11
Viceroy New York,2015-12-24,2,11
Park Hyatt New York,2015-07-28,2,11
Hilton Times Square,2015-11-05,2,11
Newark Liberty International Airport Marriott,2015-10-10,4,11
Newark Liberty International Airport Marriott,2015-10-11,2,11
Hilton Times Square,2015-10-30,2,11
Newark Liberty International Airport Marriott,2015-10-15,4,11
Newark Liberty International Airport Marriott,2015-10-16,4,11
The Plaza Hotel,2015-10-26,4,11
Hilton Times Square,2015-10-24,2,11
Viceroy New York,2015-11-11,3,11
Viceroy New York,2015-09-23,2,11
Newark Liberty International Airport Marriott,2015-10-17,2,11
Newark Liberty International Airport Marriott,2015-10-17,4,11
Newark Liberty International Airport Marriott,2015-10-18,2,11
Viceroy New York,2015-09-23,3,11
Viceroy New York,2015-09-24,4,11
Hilton Garden Inn Times Square,2015-09-23,1,11
The Roosevelt Hotel New York City,2015-11-06,2,11
Park Hyatt New York,2015-07-29,4,11
Hilton Garden Inn Times Square,2015-09-11,2,11
Newark Liberty International Airport Marriott,2015-10-10,2,11
Hilton Garden Inn Times Square,2015-08-20,2,11
Hilton Garden Inn Times Square,2015-11-07,2,11
Hilton Garden Inn Times Square,2015-11-06,2,11
Hilton Garden Inn Times Square,2015-08-22,2,11
Hilton Garden Inn Times Square,2015-08-23,2,11
Newark Liberty International Airport Marriott,2015-10-03,4,11
Newark Liberty International Airport Marriott,2015-10-04,4,11
Hilton Garden Inn Times Square,2015-08-24,4,11
Newark Liberty International Airport Marriott,2015-10-05,2,11
Newark Liberty International Airport Marriott,2015-10-05,4,11
Newark Liberty International Airport Marriott,2015-10-07,2,11
Newark Liberty International Airport Marriott,2015-10-08,2,11
Viceroy New York,2016-01-01,4,11
Hilton Garden Inn Times Square,2015-08-30,2,11
Hilton Garden Inn Times Square,2015-08-30,3,11
Hilton Garden Inn Times Square,2015-10-06,3,11
Hilton Garden Inn Times Square,2015-09-01,2,11
Viceroy New York,2016-01-01,1,11
Newark Liberty International Airport Marriott,2015-10-09,4,11
Hilton Garden Inn Times Square,2015-09-23,3,11
Newark Liberty International Airport Marriott,2015-12-26,4,11
Hilton Garden Inn Times Square,2015-08-19,4,11
The Plaza Hotel,2015-10-24,1,11
Hilton Newark Airport,2015-11-09,2,11
Hilton Garden Inn Times Square,2015-09-27,3,11
The Plaza Hotel,2015-10-24,3,11
Hilton Times Square,2015-09-19,2,11
Hilton Garden Inn Times Square,2015-09-29,2,11
The Plaza Hotel,2015-10-05,3,11
Hilton Newark Airport,2015-11-09,3,11
The Plaza Hotel,2015-10-06,3,11
Viceroy New York,2015-10-16,3,11
Newark Liberty International Airport Marriott,2015-10-26,3,11
Newark Liberty International Airport Marriott,2015-10-19,4,11
Newark Liberty International Airport Marriott,2015-11-23,3,11
Hilton Garden Inn Times Square,2015-10-08,2,11
Newark Liberty International Airport Marriott,2015-10-30,3,11
Newark Liberty International Airport Marriott,2015-11-07,3,11
Viceroy New York,2015-10-09,2,11
The Plaza Hotel,2015-10-22,1,11
Newark Liberty International Airport Marriott,2015-11-15,3,11
Newark Liberty International Airport Marriott,2015-11-19,3,11
The Plaza Hotel,2015-10-21,1,11
The Plaza Hotel,2015-10-25,1,11
Viceroy New York,2015-10-07,4,11
The Plaza Hotel,2015-10-02,3,11
The Plaza Hotel,2015-10-25,3,11
Newark Liberty International Airport Marriott,2015-12-25,1,11
Newark Liberty International Airport Marriott,2015-12-24,1,11
Hilton Garden Inn Times Square,2015-10-15,3,11
Newark Liberty International Airport Marriott,2015-10-21,4,11
The Plaza Hotel,2015-09-29,2,11
Viceroy New York,2015-10-05,3,11
Park Hyatt New York,2015-07-27,2,11
Hilton Garden Inn Times Square,2015-10-13,2,11
The Plaza Hotel,2015-09-30,2,11
Newark Liberty International Airport Marriott,2015-10-22,4,11
Four Seasons Hotel New York,2015-08-09,2,11
Viceroy New York,2015-10-20,2,11
Hilton Newark Airport,2015-11-06,3,11
Hilton Newark Airport,2015-11-08,2,11
Hilton Garden Inn Times Square,2015-10-11,2,11
Viceroy New York,2015-10-07,3,11
Hilton Garden Inn Times Square,2015-09-27,2,11
Hilton Newark Airport,2015-11-08,3,11
The Plaza Hotel,2015-10-02,2,11
Park Hyatt New York,2015-08-05,2,11
Hilton Garden Inn Times Square,2015-10-07,3,11
Four Seasons Hotel New York,2015-10-04,4,11
Omni Berkshire Place,2015-08-06,2,11
Four Seasons Hotel New York,2015-10-07,3,11
Hilton Garden Inn Times Square,2015-12-14,2,11
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-08-04,3,11
Hilton Garden Inn Times Square,2015-12-10,3,11
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-08-03,3,11
DoubleTree by Hilton Metropolitan - New York City,2015-09-29,1,11
The Roosevelt Hotel New York City,2015-10-07,2,11
Hilton Garden Inn Times Square,2015-08-08,3,11
Omni Berkshire Place,2015-08-10,3,11
Four Seasons Hotel New York,2015-10-04,2,11
Newark Liberty International Airport Marriott,2015-09-19,3,11
Hilton Garden Inn Times Square,2015-08-15,3,11
Omni Berkshire Place,2015-08-07,4,11
Four Seasons Hotel New York,2015-10-05,1,11
W New York - Union Square,2015-09-23,2,11
Hilton Garden Inn Times Square,2015-08-15,2,11
Quality Inn Woodside,2015-09-25,3,11
The Roosevelt Hotel New York City,2015-10-07,4,11
The Roosevelt Hotel New York City,2015-10-13,2,11
Hilton Garden Inn Times Square,2015-12-13,2,11
Newark Liberty International Airport Marriott,2015-09-20,2,11
The New York EDITION,2015-09-16,3,11
Hilton Garden Inn Times Square,2015-12-13,3,11
Quality Inn Woodside,2015-07-29,2,11
The New York EDITION,2015-09-16,2,11
Hilton Garden Inn Times Square,2015-11-22,2,11
Four Seasons Hotel New York,2015-10-04,1,11
Newark Liberty International Airport Marriott,2015-09-21,3,11
Hilton Garden Inn Times Square,2015-11-21,2,11
Hilton Garden Inn Times Square,2015-08-18,4,11
Four Seasons Hotel New York,2015-10-11,1,11
Hilton Garden Inn Times Square,2015-11-21,3,11
Newark Liberty International Airport Marriott,2015-09-27,3,11
Newark Liberty International Airport Marriott,2015-09-26,3,11
Four Seasons Hotel New York,2015-10-11,3,11
Hilton Garden Inn Times Square,2015-11-10,2,11
Newark Liberty International Airport Marriott,2015-09-17,3,11
Four Seasons Hotel New York,2015-10-11,4,11
Omni Berkshire Place,2015-08-13,4,11
Hilton Garden Inn Times Square,2015-12-11,2,11
The New York EDITION,2015-09-12,2,11
The New York EDITION,2015-09-15,3,11
Grand Hyatt New York,2015-11-17,3,11
Four Seasons Hotel New York,2015-10-05,2,11
The New York EDITION,2015-09-09,3,11
Newark Liberty International Airport Marriott,2015-09-25,3,11
The New York EDITION,2015-09-09,2,11
Hilton Garden Inn New York-Times Square Central,2015-08-11,3,10
Hilton Garden Inn New York-Times Square Central,2015-08-11,2,10
Le Parker Meridien New York,2015-09-07,1,10
Hilton Newark Airport,2015-11-05,3,10
Hilton Newark Airport,2015-11-06,2,10
Omni Berkshire Place,2015-08-09,3,10
Hilton Garden Inn Times Square,2015-10-14,2,10
Le Parker Meridien New York,2015-09-07,4,10
Hilton Garden Inn Times Square,2015-11-23,2,10
Hilton Garden Inn Times Square,2015-10-12,2,10
Langham Place New York Fifth Avenue,2015-11-02,4,10
Hilton Newark Airport,2015-11-05,2,10
Hilton Garden Inn Times Square,2015-11-08,2,10
Le Parker Meridien New York,2015-09-09,4,10
Le Parker Meridien New York,2015-09-11,1,10
Newark Liberty International Airport Marriott,2015-11-17,4,10
Newark Liberty International Airport Marriott,2015-11-18,4,10
Le Parker Meridien New York,2015-09-16,3,10
Hilton Garden Inn New York-Times Square Central,2015-08-21,2,10
Langham Place New York Fifth Avenue,2015-10-24,1,10
Loews Regency New York Hotel,2015-08-21,3,10
Loews Regency New York Hotel,2015-08-21,2,10
Renaissance Newark Airport Hotel,2015-11-16,4,10
Loews Regency New York Hotel,2015-08-20,2,10
Loews Regency New York Hotel,2015-08-19,3,10
Hilton Newark Airport,2015-11-16,2,10
Hilton Garden Inn Times Square,2015-10-08,1,10
Omni Berkshire Place,2015-08-05,1,10
Newark Liberty International Airport Marriott,2015-11-20,4,10
Loews Regency New York Hotel,2015-08-19,2,10
Renaissance Newark Airport Hotel,2015-11-17,4,10
Hilton Garden Inn Times Square,2015-10-08,3,10
Renaissance Newark Airport Hotel,2015-11-18,4,10
Hilton Garden Inn Times Square,2015-10-10,1,10
Hilton Garden Inn Times Square,2015-12-10,2,10
Le Parker Meridien New York,2015-09-15,2,10
Le Parker Meridien New York,2015-09-15,1,10
Omni Berkshire Place,2015-08-07,2,10
Hilton Newark Airport,2015-11-04,3,10
Renaissance Newark Airport Hotel,2015-11-20,4,10
Le Parker Meridien New York,2015-09-13,4,10
Omni Berkshire Place,2015-08-08,3,10
Hilton Garden Inn New York West 35th Street,2015-09-26,3,10
Le Parker Meridien New York,2015-09-11,4,10
Langham Place New York Fifth Avenue,2015-11-03,2,10
Le Parker Meridien New York,2015-10-17,4,10
Hilton Newark Airport,2015-10-30,2,10
Hilton Garden Inn New York West 35th Street,2015-10-05,3,10
Le Parker Meridien New York,2015-11-08,3,10
Langham Place New York Fifth Avenue,2015-12-29,3,10
Hilton Garden Inn Times Square,2015-11-02,3,10
Omni Berkshire Place,2015-07-30,3,10
Omni Berkshire Place,2015-08-12,4,10
Hilton Garden Inn Times Square,2015-11-02,2,10
Langham Place New York Fifth Avenue,2015-12-17,3,10
Langham Place New York Fifth Avenue,2015-12-28,3,10
Omni Berkshire Place,2015-08-12,3,10
Renaissance Newark Airport Hotel,2016-01-01,4,10
Langham Place New York Fifth Avenue,2015-12-16,3,10
Hilton Newark Airport,2015-07-22,3,10
Renaissance Newark Airport Hotel,2016-01-01,2,10
Langham Place New York Fifth Avenue,2015-12-15,3,10
Hilton Garden Inn Times Square,2015-11-03,2,10
Omni Berkshire Place,2015-07-27,4,10
Renaissance Newark Airport Hotel,2015-11-23,4,10
Le Parker Meridien New York,2015-11-06,2,10
Le Parker Meridien New York,2015-11-05,3,10
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-16,3,10
Le Parker Meridien New York,2015-11-04,2,10
Omni Berkshire Place,2015-10-30,2,10
Hilton Garden Inn Times Square,2015-11-05,3,10
Omni Berkshire Place,2015-10-28,2,10
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-20,2,10
Langham Place New York Fifth Avenue,2015-12-21,3,10
Langham Place New York Fifth Avenue,2015-12-23,3,10
Le Parker Meridien New York,2015-11-06,3,10
Le Parker Meridien New York,2015-11-04,1,10
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-10,3,10
Hilton Garden Inn Times Square,2015-11-04,2,10
Omni Berkshire Place,2015-07-28,4,10
Renaissance Newark Airport Hotel,2015-12-31,4,10
Langham Place New York Fifth Avenue,2015-12-14,3,10
Renaissance Newark Airport Hotel,2015-12-31,2,10
Hilton Garden Inn Times Square,2015-11-07,3,10
Le Parker Meridien New York,2015-10-19,2,10
Omni Berkshire Place,2015-07-18,2,10
Le Parker Meridien New York,2015-10-18,3,10
Le Parker Meridien New York,2015-10-18,2,10
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-22,4,10
Hilton Garden Inn New York West 35th Street,2015-10-02,2,10
Langham Place New York Fifth Avenue,2015-11-03,4,10
Le Parker Meridien New York,2015-10-21,3,10
Le Parker Meridien New York,2015-10-17,3,10
Le Parker Meridien New York,2015-10-17,2,10
Le Parker Meridien New York,2015-10-16,4,10
Newark Liberty International Airport Marriott,2015-12-20,4,10
Renaissance Newark Airport Hotel,2015-12-20,3,10
Newark Liberty International Airport Marriott,2015-12-20,3,10
Le Parker Meridien New York,2015-10-19,3,10
Le Parker Meridien New York,2015-10-19,4,10
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-21,4,10
Hilton Garden Inn Times Square,2015-10-28,3,10
Omni Berkshire Place,2015-07-22,2,10
Le Parker Meridien New York,2015-10-20,4,10
Hilton Garden Inn Times Square,2015-10-29,2,10
Omni Berkshire Place,2015-07-23,3,10
Le Parker Meridien New York,2015-10-21,1,10
Langham Place New York Fifth Avenue,2015-11-08,3,10
Langham Place New York Fifth Avenue,2015-11-09,3,10
Loews Regency New York Hotel,2015-08-10,3,10
Loews Regency New York Hotel,2015-08-07,3,10
Le Parker Meridien New York,2015-10-21,2,10
Hilton Newark Airport,2015-07-23,4,10
Loews Regency New York Hotel,2015-08-05,3,10
Langham Place New York Fifth Avenue,2015-11-14,3,10
Hilton Garden Inn Times Square,2015-11-01,3,10
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-08-20,2,10
Loews Regency New York Hotel,2015-08-27,3,10
Hilton Garden Inn Times Square,2015-10-06,2,10
Magnuson Convention Center Hotel,2015-08-30,3,10
Magnuson Convention Center Hotel,2015-09-01,2,10
Magnuson Convention Center Hotel,2015-09-01,3,10
Hyatt Place New York Midtown South,2015-11-19,3,10
Hyatt Place New York Midtown South,2015-11-17,2,10
Newark Liberty International Airport Marriott,2015-09-24,3,10
Hilton Garden Inn Times Square,2015-08-16,4,10
Martha Washington,2015-08-21,3,10
Martha Washington,2015-09-18,2,10
Newark Liberty International Airport Marriott,2015-09-23,4,10
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-07-22,1,10
Martha Washington,2015-09-23,3,10
Hyatt Herald Square New York,2015-11-03,3,10
McCarren Hotel & Pool,2015-07-22,1,10
McCarren Hotel & Pool,2015-08-23,2,10
McCarren Hotel & Pool,2015-08-24,2,10
McCarren Hotel & Pool,2015-08-26,2,10
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-07-23,1,10
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-07-25,2,10
Hilton Garden Inn Times Square,2015-08-17,4,10
Magnuson Convention Center Hotel,2015-08-29,3,10
Magnuson Convention Center Hotel,2015-08-29,2,10
Magnuson Convention Center Hotel,2015-08-19,2,10
Hilton Garden Inn Times Square,2015-08-28,1,10
Hilton Garden Inn Times Square,2015-08-27,4,10
Magnuson Convention Center Hotel,2015-08-17,2,10
Hilton Garden Inn Times Square,2015-08-25,4,10
Hilton Garden Inn Times Square,2015-08-25,3,10
Hilton Garden Inn Times Square,2015-08-25,2,10
Magnuson Convention Center Hotel,2015-08-18,3,10
Quality Inn Woodside,2015-11-01,3,10
Newark Liberty International Airport Marriott,2015-10-02,4,10
Magnuson Convention Center Hotel,2015-08-28,3,10
Newark Liberty International Airport Marriott,2015-10-01,4,10
Newark Liberty International Airport Marriott,2015-09-30,4,10
Hilton Garden Inn Times Square,2015-08-20,4,10
Quality Inn Woodside,2015-11-01,2,10
Magnuson Convention Center Hotel,2015-08-25,1,10
Newark Liberty International Airport Marriott,2015-09-29,2,10
Newark Liberty International Airport Marriott,2015-09-27,4,10
Magnuson Convention Center Hotel,2015-08-26,3,10
Hilton Garden Inn Times Square,2015-08-14,4,10
Hilton Garden Inn Times Square,2015-08-14,3,10
McCarren Hotel & Pool,2015-08-28,3,10
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-08-02,3,10
Quality Inn Woodside,2015-10-21,2,10
Quality Inn Woodside,2015-10-20,3,10
Quality Inn Woodside,2015-10-20,2,10
Quality Inn Woodside,2015-10-19,3,10
Quality Inn Woodside,2015-09-25,2,10
Quality Inn Woodside,2015-09-26,3,10
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-07-29,2,10
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-07-30,3,10
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-09-01,3,10
Quality Inn Woodside,2015-10-21,3,10
Newark Liberty International Airport Marriott,2015-09-18,3,10
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-08-26,2,10
Newark Liberty International Airport Marriott,2015-09-07,4,10
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-08-25,2,10
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-08-05,3,10
Newark Liberty International Airport Marriott,2015-09-11,3,10
Newark Liberty International Airport Marriott,2015-09-10,3,10
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-08-19,2,10
Newark Liberty International Airport Marriott,2015-08-29,4,10
Quality Inn Woodside,2015-08-02,3,10
Newark Liberty International Airport Marriott,2015-09-21,4,10
Newark Liberty International Airport Marriott,2015-07-21,4,10
Hilton Garden Inn Times Square,2015-08-11,4,10
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-07-26,2,10
