Hotel Name,Snapshot Date,Discount Code,Count
Hilton Garden Inn New York West 35th Street,2015-12-12,4,6
Hampton Inn Manhattan United Nations,2015-09-19,2,6
Renaissance Newark Airport Hotel,2015-12-13,4,6
Hampton Inn Manhattan United Nations,2015-09-21,2,6
Hilton Garden Inn New York West 35th Street,2015-12-22,3,6
Hampton Inn Manhattan United Nations,2015-10-09,3,6
The Lexington New York City Autograph Collection,2015-08-25,1,6
Hampton Inn Manhattan United Nations,2015-09-30,3,6
Hilton Garden Inn Times Square,2015-09-08,2,6
The Carlyle A Rosewood Hotel,2015-11-26,3,6
Hilton Garden Inn New York West 35th Street,2015-12-23,2,6
The Carlyle A Rosewood Hotel,2015-09-02,3,6
Hilton Garden Inn Times Square,2015-09-05,3,6
Hilton Garden Inn New York West 35th Street,2015-12-16,3,6
The Carlyle A Rosewood Hotel,2015-08-29,4,6
Hilton Garden Inn New York Midtown Park Ave,2015-07-26,4,6
The Carlyle A Rosewood Hotel,2015-08-29,2,6
Hilton Garden Inn Times Square,2015-09-02,3,6
Hilton Garden Inn New York-Times Square Central,2015-08-04,4,6
Hilton Garden Inn Times Square,2015-08-14,1,6
The Carlyle A Rosewood Hotel,2015-08-17,3,6
Renaissance Newark Airport Hotel,2015-12-10,2,6
Hilton Garden Inn New York-Times Square Central,2015-08-03,4,6
Hampton Inn Manhattan United Nations,2015-08-24,3,6
Hilton Garden Inn New York Midtown Park Ave,2015-08-03,1,6
Hilton Garden Inn New York Midtown Park Ave,2015-08-11,4,6
Hilton Garden Inn New York Midtown Park Ave,2015-08-14,2,6
Hilton Garden Inn New York Midtown Park Ave,2015-08-15,2,6
Park Hyatt New York,2015-08-09,3,6
Park Hyatt New York,2015-08-10,2,6
Hilton Garden Inn New York-Times Square Central,2015-08-06,1,6
Park Hyatt New York,2015-08-11,2,6
Hilton Garden Inn New York Midtown Park Ave,2015-08-16,4,6
Hampton Inn Manhattan United Nations,2015-08-19,2,6
Renaissance Newark Airport Hotel,2015-12-16,4,6
Park Hyatt New York,2015-08-12,3,6
Park Hyatt New York,2015-08-13,3,6
Hilton Garden Inn New York West 35th Street,2015-12-11,2,6
Hilton Garden Inn New York Midtown Park Ave,2015-08-18,3,6
Hilton Garden Inn New York Midtown Park Ave,2015-08-18,4,6
Hilton Garden Inn New York-Times Square Central,2015-08-05,1,6
Hilton Garden Inn New York Midtown Park Ave,2015-08-11,3,6
The Lexington New York City Autograph Collection,2015-09-27,2,6
Hilton Garden Inn New York Midtown Park Ave,2015-08-06,2,6
Hampton Inn Manhattan United Nations,2015-08-23,2,6
Hampton Inn Manhattan United Nations,2015-08-20,4,6
Renaissance Newark Airport Hotel,2015-12-17,4,6
Hilton Garden Inn New York West 35th Street,2015-12-12,3,6
Hilton Garden Inn Times Square,2015-08-11,1,6
Hilton Garden Inn New York Midtown Park Ave,2015-08-04,3,6
Hilton Garden Inn New York Midtown Park Ave,2015-08-06,4,6
The Lexington New York City Autograph Collection,2015-09-21,2,6
The Lexington New York City Autograph Collection,2015-09-04,2,6
Hilton Garden Inn New York West 35th Street,2015-12-12,2,6
Renaissance Newark Airport Hotel,2015-11-29,4,6
Renaissance Newark Airport Hotel,2015-12-17,2,6
Hilton Garden Inn New York Midtown Park Ave,2015-08-08,4,6
Hilton Garden Inn New York Midtown Park Ave,2015-08-09,4,6
The Lexington New York City Autograph Collection,2015-08-24,1,6
Hilton Garden Inn Times Square,2015-09-10,3,6
Hampton Inn Manhattan United Nations,2015-10-10,3,6
Hampton Inn New York - 35th Street - Empire State Building,2015-10-14,4,6
Hampton Inn New York - 35th Street - Empire State Building,2015-10-16,3,6
Hampton Inn New York - 35th Street - Empire State Building,2015-10-21,2,6
Hampton Inn New York - 35th Street - Empire State Building,2015-10-22,3,6
Renaissance Newark Airport Hotel,2015-12-16,2,6
The Lexington New York City Autograph Collection,2015-08-21,4,6
Hampton Inn New York - 35th Street - Empire State Building,2015-10-24,2,6
Hampton Inn New York - 35th Street - Empire State Building,2015-10-27,1,6
Renaissance Newark Airport Hotel,2015-12-15,4,6
The Lexington New York City Autograph Collection,2015-08-22,1,6
Hampton Inn New York - 35th Street - Empire State Building,2015-10-29,2,6
Hilton Garden Inn New York-Times Square Central,2015-07-30,4,6
Hampton Inn New York - 35th Street - Empire State Building,2015-10-30,3,6
Hampton Inn New York - 35th Street - Empire State Building,2015-10-31,3,6
The Lexington New York City Autograph Collection,2015-08-22,4,6
Hilton Garden Inn New York-Times Square Central,2015-07-30,3,6
Hampton Inn New York - 35th Street - Empire State Building,2015-10-16,2,6
Hampton Inn New York - 35th Street - Empire State Building,2015-10-14,1,6
Park Hyatt New York,2015-07-30,4,6
Hampton Inn New York - 35th Street - Empire State Building,2015-10-13,3,6
Hilton Garden Inn Times Square,2015-09-25,3,6
The Lexington New York City Autograph Collection,2015-08-11,3,6
Hilton Garden Inn New York-Times Square Central,2015-08-02,4,6
Renaissance Newark Airport Hotel,2015-12-18,4,6
Hilton Garden Inn Times Square,2015-09-24,4,6
The Lexington New York City Autograph Collection,2015-08-17,1,6
Hampton Inn Manhattan United Nations,2015-10-29,1,6
Hilton Garden Inn Times Square,2015-09-15,4,6
Renaissance Newark Airport Hotel,2015-12-20,2,6
Hampton Inn New York - 35th Street - Empire State Building,2015-10-08,1,6
Hampton Inn New York - 35th Street - Empire State Building,2015-10-11,2,6
Hilton Garden Inn Times Square,2015-10-04,4,6
Hampton Inn New York - 35th Street - Empire State Building,2015-10-11,3,6
Hampton Inn Manhattan United Nations,2015-10-28,3,6
The Lexington New York City Autograph Collection,2015-08-21,1,6
Hampton Inn New York - 35th Street - Empire State Building,2015-11-02,2,6
Hilton Garden Inn Times Square,2015-09-14,4,6
The Lexington New York City Autograph Collection,2015-08-23,1,6
Hilton Garden Inn New York-Times Square Central,2015-07-30,2,6
Hilton Garden Inn Times Square,2015-10-10,4,6
Hilton Garden Inn New York Midtown Park Ave,2015-07-24,1,6
Hilton Garden Inn Times Square,2015-09-11,4,6
Hilton Garden Inn New York Midtown Park Ave,2015-07-24,3,6
Hilton Garden Inn New York Midtown Park Ave,2015-07-24,4,6
Hilton Garden Inn New York West 35th Street,2015-12-25,3,6
Hilton Garden Inn New York Midtown Park Ave,2015-07-25,4,6
Park Hyatt New York,2015-07-30,1,6
The Carlyle A Rosewood Hotel,2015-11-29,4,6
The Carlyle A Rosewood Hotel,2015-11-29,3,6
The Carlyle A Rosewood Hotel,2015-11-28,4,6
Hilton Garden Inn New York West 35th Street,2015-12-24,3,6
The Lexington New York City Autograph Collection,2015-08-12,3,6
Hilton Garden Inn Times Square,2015-09-10,2,6
The Carlyle A Rosewood Hotel,2015-11-27,3,6
Hilton Garden Inn New York West 35th Street,2015-12-26,3,6
Renaissance Newark Airport Hotel,2015-12-18,2,6
Hilton Garden Inn Times Square,2015-09-12,4,6
Hilton Garden Inn New York West 35th Street,2015-12-27,3,6
Renaissance Newark Airport Hotel,2015-12-23,2,6
Hilton Garden Inn Times Square,2015-09-13,4,6
Hampton Inn New York - 35th Street - Empire State Building,2015-11-03,3,6
Hampton Inn New York - 35th Street - Empire State Building,2015-11-12,3,6
Hilton Garden Inn New York Midtown Park Ave,2015-08-23,2,6
Hampton Inn New York - 35th Street - Empire State Building,2015-11-15,2,6
Hampton Inn New York - 35th Street - Empire State Building,2015-11-17,1,6
Hampton Inn New York - 35th Street - Empire State Building,2015-12-23,3,6
Hampton Inn New York - 35th Street - Empire State Building,2015-11-17,4,6
Hampton Inn New York - 35th Street - Empire State Building,2015-11-20,1,6
Hampton Inn New York - 35th Street - Empire State Building,2015-12-11,2,6
Hampton Inn New York - 35th Street - Empire State Building,2015-12-12,2,6
Hampton Inn New York - 35th Street - Empire State Building,2015-12-12,3,6
Hilton Garden Inn Times Square,2015-10-08,4,6
Hilton Garden Inn New York Midtown Park Ave,2015-08-19,4,6
Hilton Garden Inn New York West 35th Street,2015-10-06,1,6
Hilton Garden Inn New York Midtown Park Ave,2015-08-25,2,6
Hilton Garden Inn New York-Times Square Central,2015-09-19,2,6
Hilton Garden Inn New York-Times Square Central,2015-09-23,4,6
Hilton Garden Inn New York West 35th Street,2015-08-26,3,6
Hilton Garden Inn New York-Times Square Central,2015-09-23,3,6
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-09,3,6
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-10,2,6
Hilton Garden Inn New York West 35th Street,2015-10-18,4,6
Hilton Garden Inn New York-Times Square Central,2015-09-21,1,6
Hilton Garden Inn New York West 35th Street,2015-08-31,3,6
Hilton Garden Inn New York-Times Square Central,2015-08-22,2,6
Hilton Garden Inn New York West 35th Street,2015-08-26,2,6
Hilton Garden Inn New York-Times Square Central,2015-09-18,1,6
Hilton Garden Inn New York-Times Square Central,2015-09-17,2,6
Hilton Garden Inn New York-Times Square Central,2015-09-15,2,6
Hilton Garden Inn New York West 35th Street,2015-09-04,1,6
Hilton Garden Inn New York-Times Square Central,2015-09-14,2,6
Hilton Garden Inn New York-Times Square Central,2015-09-13,2,6
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-13,4,6
Hilton Garden Inn New York-Times Square Central,2015-09-10,3,6
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-08,2,6
Hilton Garden Inn New York West 35th Street,2015-10-21,4,6
Hilton Garden Inn New York-Times Square Central,2015-10-21,1,6
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-06,2,6
Residence Inn Newark Elizabeth Liberty International Airport,2015-08-30,3,6
Hilton Garden Inn New York West 35th Street,2015-08-11,4,6
Residence Inn Newark Elizabeth Liberty International Airport,2015-11-16,1,6
Hilton Garden Inn New York West 35th Street,2015-08-15,3,6
Residence Inn Newark Elizabeth Liberty International Airport,2015-08-31,3,6
Hilton Garden Inn New York-Times Square Central,2015-10-08,1,6
Residence Inn Newark Elizabeth Liberty International Airport,2015-09-02,3,6
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-05,2,6
Hilton Garden Inn New York-Times Square Central,2015-10-01,2,6
Hilton Garden Inn New York West 35th Street,2015-08-23,2,6
Hilton Garden Inn New York West 35th Street,2015-08-18,2,6
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-06,3,6
Hilton Garden Inn New York West 35th Street,2015-08-20,4,6
Hilton Garden Inn New York West 35th Street,2015-08-21,2,6
Hilton Garden Inn New York-Times Square Central,2015-08-19,4,6
Hilton Garden Inn New York West 35th Street,2015-08-21,3,6
Hilton Garden Inn New York West 35th Street,2015-10-22,1,6
Hilton Garden Inn New York West 35th Street,2015-08-22,4,6
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-14,2,6
Hilton Garden Inn New York-Times Square Central,2015-09-09,4,6
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-15,2,6
Hilton Garden Inn New York-Times Square Central,2015-08-27,4,6
Hilton Garden Inn New York West 35th Street,2015-09-30,3,6
Renaissance Newark Airport Hotel,2015-08-24,2,6
Renaissance Newark Airport Hotel,2015-08-25,2,6
Hilton Garden Inn New York West 35th Street,2015-10-10,2,6
Renaissance Newark Airport Hotel,2015-11-05,2,6
Hilton Garden Inn New York-Times Square Central,2015-09-02,4,6
Hilton Garden Inn New York West 35th Street,2015-10-09,2,6
Hilton Garden Inn New York West 35th Street,2015-10-04,2,6
Renaissance Newark Airport Hotel,2015-11-07,4,6
Hilton Garden Inn New York-Times Square Central,2015-08-25,1,6
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-18,2,6
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-18,4,6
Hilton Garden Inn New York West 35th Street,2015-10-08,2,6
Renaissance Newark Airport Hotel,2015-11-09,2,6
Hilton Garden Inn New York West 35th Street,2015-10-06,4,6
Hilton Garden Inn New York West 35th Street,2015-10-04,3,6
Hilton Garden Inn New York-Times Square Central,2015-08-28,3,6
Renaissance Newark Airport Hotel,2015-11-09,4,6
Renaissance Newark Airport Hotel,2015-07-23,4,6
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-17,2,6
Hilton Garden Inn New York-Times Square Central,2015-08-26,3,6
Hilton Garden Inn New York West 35th Street,2015-09-29,1,6
Hilton Garden Inn New York West 35th Street,2015-09-06,1,6
Quality Inn Woodside,2015-11-21,2,6
Quality Inn Woodside,2015-11-21,3,6
Hilton Garden Inn New York West 35th Street,2015-10-11,3,6
Hilton Garden Inn New York West 35th Street,2015-09-09,3,6
Hilton Garden Inn New York West 35th Street,2015-09-11,3,6
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-16,2,6
Hilton Garden Inn New York West 35th Street,2015-09-17,2,6
Renaissance Newark Airport Hotel,2015-11-14,2,6
Quality Inn Woodside,2015-11-23,2,6
Quality Inn Woodside,2015-11-23,3,6
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-16,4,6
Hilton Garden Inn New York West 35th Street,2015-09-20,4,6
Quality Inn Woodside,2015-11-26,3,6
Quality Inn Woodside,2015-11-29,2,6
Renaissance Newark Airport Hotel,2015-11-12,4,6
Hilton Garden Inn New York-Times Square Central,2015-08-26,2,6
Hilton Garden Inn New York West 35th Street,2015-08-11,3,6
Hilton Garden Inn New York West 35th Street,2015-08-11,1,6
Hilton Garden Inn New York Midtown Park Ave,2015-09-01,2,6
Hilton Garden Inn Times Square,2015-07-29,4,6
Hilton Garden Inn New York Midtown Park Ave,2015-11-03,4,6
Hilton Garden Inn New York Midtown Park Ave,2015-11-04,1,6
Hilton Garden Inn New York-Times Square Central,2015-08-09,2,6
Hilton Garden Inn New York West 35th Street,2015-07-22,1,6
Hilton Garden Inn New York West 35th Street,2015-07-22,3,6
Hilton Garden Inn New York West 35th Street,2015-07-23,2,6
Hilton Garden Inn New York West 35th Street,2015-07-23,3,6
Quality Inn Woodside,2015-07-30,3,6
Hilton Garden Inn New York West 35th Street,2015-07-24,1,6
Hilton Garden Inn New York Midtown Park Ave,2015-11-02,1,6
Hilton Garden Inn New York West 35th Street,2015-07-24,4,6
Hilton Garden Inn New York West 35th Street,2015-07-25,1,6
Residence Inn Newark Elizabeth Liberty International Airport,2015-07-23,4,6
Quality Inn Woodside,2015-08-05,3,6
Quality Inn Woodside,2015-09-23,2,6
Hilton Garden Inn New York West 35th Street,2015-07-25,2,6
Hilton Garden Inn New York-Times Square Central,2015-08-09,4,6
Hilton Garden Inn Times Square,2015-07-29,2,6
Hilton Garden Inn New York Midtown Park Ave,2015-11-03,1,6
Hilton Garden Inn New York West 35th Street,2015-11-07,1,6
Hilton Garden Inn New York-Times Square Central,2015-10-22,1,6
Hilton Garden Inn Times Square,2015-08-05,2,6
Hilton Garden Inn New York Midtown Park Ave,2015-09-02,3,6
Hilton Garden Inn New York Midtown Park Ave,2015-09-04,2,6
Hilton Garden Inn New York Midtown Park Ave,2015-09-04,3,6
Park Hyatt New York,2015-10-23,3,6
Hilton Garden Inn New York-Times Square Central,2015-08-06,4,6
Hilton Garden Inn Times Square,2015-08-06,1,6
Hilton Garden Inn New York West 35th Street,2015-12-11,1,6
Hilton Garden Inn New York Midtown Park Ave,2015-09-04,4,6
Renaissance Newark Airport Hotel,2015-11-27,4,6
Hilton Garden Inn New York Midtown Park Ave,2015-10-27,3,6
Hilton Garden Inn New York West 35th Street,2015-11-09,3,6
Hilton Garden Inn New York Midtown Park Ave,2015-09-07,1,6
Hilton Garden Inn New York Midtown Park Ave,2015-09-26,1,6
Renaissance Newark Airport Hotel,2015-11-27,2,6
Residence Inn Newark Elizabeth Liberty International Airport,2015-07-20,3,6
Residence Inn Newark Elizabeth Liberty International Airport,2015-07-22,2,6
Hilton Garden Inn New York-Times Square Central,2015-08-28,2,6
Hilton Garden Inn New York West 35th Street,2015-11-08,1,6
Hilton Garden Inn Times Square,2015-07-26,4,6
Hilton Garden Inn Times Square,2015-07-25,4,6
Hilton Garden Inn Times Square,2015-07-23,1,6
Residence Inn Newark Elizabeth Liberty International Airport,2015-11-22,2,6
Hilton Garden Inn New York-Times Square Central,2015-12-10,1,6
Hilton Garden Inn New York-Times Square Central,2015-11-29,4,6
Hilton Garden Inn New York-Times Square Central,2015-08-15,1,6
Hilton Garden Inn New York West 35th Street,2015-08-04,2,6
Residence Inn Newark Elizabeth Liberty International Airport,2015-11-26,2,6
Residence Inn Newark Elizabeth Liberty International Airport,2015-08-22,2,6
Hilton Garden Inn New York-Times Square Central,2015-11-28,4,6
Hilton Garden Inn New York West 35th Street,2015-08-06,1,6
Hilton Garden Inn New York-Times Square Central,2015-11-27,4,6
Hilton Garden Inn Times Square,2015-07-22,1,6
Hilton Garden Inn New York-Times Square Central,2015-11-20,4,6
Hilton Garden Inn New York-Times Square Central,2015-11-15,1,6
Hilton Garden Inn New York West 35th Street,2015-10-24,1,6
Hilton Garden Inn New York West 35th Street,2015-10-23,1,6
Residence Inn Newark Elizabeth Liberty International Airport,2015-08-26,3,6
The Lexington New York City Autograph Collection,2015-09-30,2,6
Hilton Garden Inn New York West 35th Street,2015-08-09,2,6
Hilton Garden Inn New York West 35th Street,2015-08-09,4,6
Hilton Garden Inn New York West 35th Street,2015-08-04,1,6
Hilton Garden Inn New York West 35th Street,2015-08-02,1,6
Hilton Garden Inn New York West 35th Street,2015-10-24,3,6
Hilton Garden Inn New York West 35th Street,2015-07-30,4,6
Hilton Garden Inn New York West 35th Street,2015-07-25,4,6
Hilton Garden Inn New York-Times Square Central,2015-12-23,3,6
Hilton Garden Inn New York-Times Square Central,2015-12-11,4,6
Hilton Garden Inn New York West 35th Street,2015-07-26,1,6
Residence Inn Newark Elizabeth Liberty International Airport,2015-08-20,2,6
Hilton Garden Inn New York-Times Square Central,2015-12-11,1,6
Hilton Garden Inn New York West 35th Street,2015-07-26,2,6
Hilton Garden Inn New York-Times Square Central,2015-12-10,2,6
Hilton Garden Inn New York West 35th Street,2015-07-26,4,6
Hilton Garden Inn New York West 35th Street,2015-07-27,1,6
Residence Inn Newark Elizabeth Liberty International Airport,2015-08-21,2,6
Hilton Garden Inn New York-Times Square Central,2015-08-11,1,6
Hilton Garden Inn New York West 35th Street,2015-07-27,4,6
Hilton Garden Inn New York West 35th Street,2015-07-28,3,6
Hilton Garden Inn New York West 35th Street,2015-07-28,4,6
Hilton Garden Inn New York West 35th Street,2015-07-29,2,6
Hilton Garden Inn New York West 35th Street,2015-07-29,3,6
Hilton Garden Inn New York West 35th Street,2015-08-07,4,6
Le Parker Meridien New York,2015-10-15,1,6
The Lexington New York City Autograph Collection,2015-10-02,2,6
DoubleTree by Hilton Metropolitan - New York City,2015-07-27,3,6
W New York Times Square,2015-07-20,3,6
W New York Times Square,2015-07-22,2,6
DoubleTree by Hilton Metropolitan - New York City,2015-08-20,2,6
W New York Times Square,2015-07-25,3,6
W New York Times Square,2015-07-26,3,6
W New York Times Square,2015-07-30,3,6
W New York Times Square,2015-09-26,4,6
DoubleTree by Hilton Metropolitan - New York City,2015-08-16,1,6
W New York Times Square,2015-10-13,3,6
W New York Times Square,2015-10-14,3,6
DoubleTree by Hilton Metropolitan - New York City,2015-08-15,4,6
W New York Times Square,2015-10-16,2,6
DoubleTree by Hilton Metropolitan - New York City,2015-08-02,1,6
W New York Times Square,2015-10-18,1,6
W New York Times Square,2015-10-18,2,6
W New York Times Square,2015-07-20,2,6
W New York - Union Square,2015-11-02,3,6
DoubleTree by Hilton Metropolitan - New York City,2015-08-28,3,6
W New York - Union Square,2015-10-24,3,6
DoubleTree by Hilton Metropolitan - New York City,2015-09-06,1,6
W New York - Union Square,2015-10-22,2,6
DoubleTree by Hilton Metropolitan - New York City,2015-09-05,4,6
W New York - Union Square,2015-10-23,2,6
W New York - Union Square,2015-10-23,3,6
W New York - Union Square,2015-10-24,2,6
DoubleTree by Hilton Metropolitan - New York City,2015-09-05,1,6
DoubleTree by Hilton Metropolitan - New York City,2015-08-29,2,6
W New York - Union Square,2015-10-25,3,6
DoubleTree by Hilton Metropolitan - New York City,2015-09-04,3,6
DoubleTree by Hilton Metropolitan - New York City,2015-09-01,4,6
DoubleTree by Hilton Metropolitan - New York City,2015-09-01,2,6
DoubleTree by Hilton Metropolitan - New York City,2015-08-29,4,6
DoubleTree by Hilton Metropolitan - New York City,2015-08-29,3,6
DoubleTree by Hilton Metropolitan - New York City,2015-07-28,3,6
W New York Times Square,2015-10-20,3,6
The Lexington New York City Autograph Collection,2015-10-04,3,6
W New York Times Square,2015-10-22,2,6
W New York Times Square,2015-12-15,3,6
W New York Times Square,2015-12-18,3,6
W New York Times Square,2015-12-20,3,6
W New York Times Square,2015-12-22,3,6
DoubleTree by Hilton Hotel Newark Airport,2015-11-29,4,6
W New York Times Square,2015-12-23,3,6
Westin New York at Times Square,2015-07-23,2,6
Westin New York at Times Square,2015-07-24,2,6
DoubleTree by Hilton Hotel Newark Airport,2015-11-28,4,6
DoubleTree by Hilton Hotel Newark Airport,2015-11-28,2,6
DoubleTree by Hilton Hotel Newark Airport,2015-11-27,2,6
DoubleTree by Hilton Hotel Newark Airport,2015-11-26,2,6
DoubleTree by Hilton Hotel Newark Airport,2015-11-23,2,6
DoubleTree by Hilton Hotel Newark Airport,2015-11-22,3,6
DoubleTree by Hilton Hotel Newark Airport,2015-11-22,2,6
W New York Times Square,2015-12-14,3,6
W New York Times Square,2015-12-12,2,6
W New York Times Square,2015-12-11,2,6
W New York Times Square,2015-10-25,4,6
W New York Times Square,2015-10-23,1,6
DoubleTree by Hilton Metropolitan - New York City,2015-07-26,3,6
W New York Times Square,2015-10-24,2,6
DoubleTree by Hilton Metropolitan - New York City,2015-07-25,3,6
W New York Times Square,2015-10-24,4,6
W New York Times Square,2015-10-25,2,6
DoubleTree by Hilton Metropolitan - New York City,2015-07-23,2,6
W New York Times Square,2015-11-26,2,6
W New York Times Square,2015-10-26,3,6
W New York Times Square,2015-10-28,2,6
W New York Times Square,2015-10-29,2,6
DoubleTree by Hilton Metropolitan - New York City,2015-07-22,1,6
W New York Times Square,2015-11-05,3,6
W New York Times Square,2015-11-19,3,6
DoubleTree by Hilton Metropolitan - New York City,2015-09-07,3,6
W New York - Union Square,2015-10-18,2,6
W New York - Union Square,2015-10-17,3,6
W New York - Union Square,2015-10-17,2,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-24,3,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-23,4,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-22,3,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-19,1,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-18,1,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-17,4,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-16,4,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-15,2,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-13,2,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-12,1,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-11,2,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-10,4,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-10,3,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-10,2,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-09,1,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-25,2,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-28,2,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-28,4,6
DoubleTree by Hilton Metropolitan - New York City,2015-11-02,2,6
Viceroy New York,2015-11-20,3,6
Viceroy New York,2015-11-22,2,6
Viceroy New York,2015-11-22,3,6
DoubleTree by Hilton Metropolitan - New York City,2015-11-02,3,6
Viceroy New York,2015-11-23,3,6
Viceroy New York,2015-12-19,2,6
Viceroy New York,2015-12-19,4,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-29,2,6
DoubleTree by Hilton Metropolitan - New York City,2015-11-01,3,6
DoubleTree by Hilton Metropolitan - New York City,2015-11-01,2,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-31,4,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-31,3,6
Viceroy New York,2015-12-23,3,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-30,2,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-08,4,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-07,3,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-07,2,6
DoubleTree by Hilton Metropolitan - New York City,2015-09-18,2,6
DoubleTree by Hilton Metropolitan - New York City,2015-09-29,3,6
DoubleTree by Hilton Metropolitan - New York City,2015-09-21,3,6
W New York - Union Square,2015-10-01,2,6
W New York - Union Square,2015-10-02,2,6
W New York - Union Square,2015-10-03,2,6
DoubleTree by Hilton Metropolitan - New York City,2015-09-19,2,6
DoubleTree by Hilton Metropolitan - New York City,2015-09-18,1,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-02,1,6
DoubleTree by Hilton Metropolitan - New York City,2015-09-17,4,6
DoubleTree by Hilton Metropolitan - New York City,2015-09-11,3,6
DoubleTree by Hilton Metropolitan - New York City,2015-09-10,1,6
W New York - Union Square,2015-10-14,2,6
W New York - Union Square,2015-10-14,3,6
W New York - Union Square,2015-10-15,3,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-01,4,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-03,1,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-06,2,6
W New York - Union Square,2015-09-01,2,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-06,1,6
W New York - Union Square,2015-07-24,1,6
W New York - Union Square,2015-07-24,3,6
W New York - Union Square,2015-07-24,4,6
W New York - Union Square,2015-08-27,2,6
W New York - Union Square,2015-08-27,3,6
W New York - Union Square,2015-09-16,2,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-03,3,6
W New York - Union Square,2015-09-18,2,6
W New York - Union Square,2015-09-19,2,6
W New York - Union Square,2015-09-20,3,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-05,1,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-04,2,6
DoubleTree by Hilton Metropolitan - New York City,2015-10-04,1,6
DoubleTree by Hilton Hotel Newark Airport,2015-11-21,2,6
DoubleTree by Hilton Hotel Newark Airport,2015-10-23,2,6
DoubleTree by Hilton Hotel Newark Airport,2015-10-23,1,6
Conrad New York,2015-11-08,1,6
Conrad New York,2015-09-23,3,6
Wyndham Garden Brooklyn Sunset Park,2015-09-17,3,6
Conrad New York,2015-09-06,2,6
Conrad New York,2015-08-26,2,6
Conrad New York,2015-08-25,2,6
Wyndham Garden Brooklyn Sunset Park,2015-09-24,1,6
Conrad New York,2015-08-09,3,6
Conrad New York,2015-08-07,3,6
Conrad New York,2015-08-07,1,6
Conrad New York,2015-07-26,4,6
Conrad New York,2015-07-26,2,6
Conrad New York,2015-07-25,4,6
Conrad New York,2015-07-25,2,6
Conrad New York,2015-07-20,3,6
Wyndham Garden Brooklyn Sunset Park,2015-10-13,3,6
Conrad New York,2015-09-29,3,6
Conrad New York,2015-10-03,3,6
Wyndham Garden Brooklyn Sunset Park,2015-09-13,3,6
Conrad New York,2015-10-29,2,6
Westin New York at Times Square,2015-11-06,2,6
Westin New York at Times Square,2015-11-08,3,6
Westin New York at Times Square,2015-11-09,2,6
Westin New York at Times Square,2015-11-10,2,6
Westin New York at Times Square,2015-11-10,3,6
Conrad New York,2015-11-05,2,6
Conrad New York,2015-10-25,3,6
Wyndham Garden Brooklyn Sunset Park,2015-08-12,2,6
Conrad New York,2015-10-24,3,6
Westin New York at Times Square,2015-11-20,2,6
Conrad New York,2015-10-24,2,6
Conrad New York,2015-10-20,2,6
Conrad New York,2015-10-18,2,6
Conrad New York,2015-10-08,3,6
Wyndham Garden Brooklyn Sunset Park,2015-10-14,2,6
Conrad New York,2015-07-17,4,6
