Snapshot Date,TTT,LOS,Hotel Name,Price,Rating,Reviews,Neighborhood,Breakfast,Free Cancellation,Rooms Left,Check-in,Check-out
2025-03-16,0,1,Best Western Premier Herald Square,141,Very,"1,005",New York,No,No,5,2025-03-16,2025-03-17
2025-03-16,0,1,Truss Hotel Times Square,166,Very,"2,389",New York,No,No,N/A,2025-03-16,2025-03-17
2025-03-16,0,1,Hilton Garden Inn New York/Midtown Park Ave,164,Excellent,"1,026",New York,No,No,2,2025-03-16,2025-03-17
2025-03-16,0,1,"Club Quarters Hotel, Grand Central",203,Excellent,"2,341",New York,No,No,N/A,2025-03-16,2025-03-17
2025-03-16,0,1,Carnegie Hotel,203,Exceptional,"1,007",New York,No,No,N/A,2025-03-16,2025-03-17
2025-03-16,0,1,The Marlton Hotel,290,Wonderful,"1,005",Greenwich Village,Yes,No,1,2025-03-16,2025-03-17
2025-03-16,0,1,Renaissance New York Times Square Hotel by Marriott,281,Excellent,"1,338",Theater District,No,No,5,2025-03-16,2025-03-17
2025-03-16,0,1,The New Yorker A Wyndham Hotel,170,Very,"5,216",New York,No,No,N/A,2025-03-16,2025-03-17
2025-03-16,0,1,The Muse New York,214,Wonderful,"1,285",Theater District,No,No,36,2025-03-16,2025-03-17
2025-03-16,0,1,"The Jewel Hotel, New York",238,Exceptional,"2,053",Central New York City,No,No,N/A,2025-03-16,2025-03-17
2025-03-16,0,1,Fairfield Inn & Suites New York Manhattan / Central Park,163,Excellent,"1,005",New York,Yes,No,5,2025-03-16,2025-03-17
2025-03-16,0,1,Hilton Garden Inn New York/Manhattan-Chelsea,186,Very,"2,665",Chelsea,No,No,1,2025-03-16,2025-03-17
2025-03-16,0,1,Homewood Suites New York/Midtown Manhattan Times Square,211,Wonderful,"1,177",New York,Yes,No,4,2025-03-16,2025-03-17
2025-03-16,0,1,Hilton Garden Inn New York Times Square North,197,Fully,"3,019",Central New York City,No,Yes,N/A,2025-03-16,2025-03-17
2025-03-16,0,1,TownePlace Suites by Marriott New York Brooklyn,232,Excellent,264,Brooklyn,Yes,No,1,2025-03-16,2025-03-17
2025-03-16,0,1,Millennium Hilton New York One UN Plaza,244,Very,"1,749",New York,No,No,N/A,2025-03-16,2025-03-17
2025-03-16,0,1,Virgin Hotels New York City,271,Excellent,"2,331",New York,No,No,N/A,2025-03-16,2025-03-17
2025-03-16,0,1,Moxy NYC Downtown,174,Excellent,"1,407",New York,No,No,5,2025-03-16,2025-03-17
2025-03-16,0,1,Holiday Inn Express New York - Manhattan West Side by IHG,142,Very,"1,733",New York,Yes,No,2,2025-03-16,2025-03-17
2025-03-16,0,1,Hotel Boutique at Grand Central,203,Excellent,"1,202",New York,No,No,N/A,2025-03-16,2025-03-17
2025-03-16,0,1,Courtyard by Marriott New York Manhattan/SoHo,186,Wonderful,"1,002",New York,No,No,5,2025-03-16,2025-03-17
2025-03-16,0,1,CIVILIAN Hotel,198,Wonderful,"1,801",New York,No,No,N/A,2025-03-16,2025-03-17
2025-03-16,0,1,SpringHill Suites by Marriott New York Manhattan Times Square,170,Excellent,174,Theater District,Yes,No,4,2025-03-16,2025-03-17
2025-03-16,0,1,YOTEL New York Times Square,177,Good,"2,107",New York,No,No,48,2025-03-16,2025-03-17
2025-03-16,0,1,TownePlace Suites by Marriott New York Manhattan,161,Excellent,"1,006",New York,Yes,No,5,2025-03-16,2025-03-17
2025-03-16,0,1,Artezen Hotel,153,Exceptional,"1,260",New York,No,No,2,2025-03-16,2025-03-17
2025-03-16,0,1,Fairfield Inn by Marriott New York Manhattan/Fifth Avenue,140,Very,"1,006",New York,Yes,No,3,2025-03-16,2025-03-17
2025-03-16,0,1,Hotel Riu Plaza New York Times Square,237,Wonderful,"2,796",New York,Yes,No,3,2025-03-16,2025-03-17
2025-03-16,0,1,Pestana CR7 Times Square,176,Wonderful,918,New York,No,No,5,2025-03-16,2025-03-17
2025-03-16,0,1,The Maritime Hotel,232,Exceptional,"1,083",New York,Yes,No,5,2025-03-16,2025-03-17
2025-03-16,0,1,Fairfield by Marriott New York Manhattan Times Square,186,Wonderful,"1,436",New York,Yes,No,5,2025-03-16,2025-03-17
2025-03-16,0,1,Four Points by Sheraton Midtown-Times Square,174,Wonderful,"1,436",New York,No,No,5,2025-03-16,2025-03-17
2025-03-16,0,1,Pod Times Square,163,Wonderful,"4,325",New York,No,No,N/A,2025-03-16,2025-03-17
2025-03-16,0,1,DoubleTree by Hilton New York Midtown Fifth Ave,163,Very,814,Central New York City,No,No,N/A,2025-03-16,2025-03-17
2025-03-16,0,1,"Marriott Vacation Club®, New York City",168,Excellent,"1,008",New York,No,No,1,2025-03-16,2025-03-17
2025-03-16,0,1,Ameritania Hotel at Times Square,193,Excellent,"3,792",Theater District,No,No,N/A,2025-03-16,2025-03-17
2025-03-16,0,1,Motto By Hilton New York City Times Square,170,Fully,"2,285",Theater District,No,Yes,3,2025-03-16,2025-03-17
2025-03-16,0,1,Hilton Garden Inn New York/Times Square Central,164,Very,"2,086",Theater District,No,No,1,2025-03-16,2025-03-17
2025-03-16,0,1,Moxy NYC Chelsea,213,Excellent,"1,006",Chelsea,No,No,5,2025-03-16,2025-03-17
2025-03-16,0,1,Arlo NoMad,203,Excellent,"1,540",New York,No,No,N/A,2025-03-16,2025-03-17
2025-03-16,0,1,Courtyard by Marriott New York Downtown Manhattan/Financial District,129,Very,"1,005",New York,No,No,5,2025-03-16,2025-03-17
2025-03-16,0,1,Hilton Garden Inn New York/West 35th Street,196,Wonderful,"2,459",New York,No,No,2,2025-03-16,2025-03-17
2025-03-16,0,1,45 Times Square Hotel,185,Excellent,"1,596",Theater District,No,No,N/A,2025-03-16,2025-03-17
2025-03-16,0,1,Millennium Hotel Broadway Times Square,223,Good,"5,172",Theater District,No,No,N/A,2025-03-16,2025-03-17
2025-03-16,0,1,LUMA Hotel Times Square,262,Exceptional,"1,046",Theater District,No,No,2,2025-03-16,2025-03-17
2025-03-16,0,1,Home2 Suites By Hilton New York Times Square,216,Excellent,"2,092",Theater District,Yes,No,N/A,2025-03-16,2025-03-17
2025-03-16,0,1,Element New York Times Square West,142,Very,"2,318",New York,Yes,No,5,2025-03-16,2025-03-17
2025-03-16,0,1,The Lucerne Hotel,232,Wonderful,"2,051",Upper West Side,No,No,2,2025-03-16,2025-03-17
2025-03-16,0,1,Citadines Connect Fifth Avenue New York,200,Very,"1,327",Central New York City,Yes,No,N/A,2025-03-16,2025-03-17
2025-03-16,0,1,Warwick New York,249,Wonderful,"1,479",Central New York City,No,No,N/A,2025-03-16,2025-03-17
2025-03-16,0,1,citizenM New York Times Square,243,Exceptional,"1,437",Theater District,No,No,4,2025-03-16,2025-03-17
2025-03-16,0,1,Four Points by Sheraton Manhattan SoHo Village,174,Very,"1,003",New York,No,No,5,2025-03-16,2025-03-17
2025-03-16,0,1,Hilton Garden Inn New York/Tribeca,163,Fully,"1,004",New York,No,Yes,1,2025-03-16,2025-03-17
2025-03-16,0,1,The Lex NYC,149,Very,"1,005",New York,Yes,No,1,2025-03-16,2025-03-17
2025-03-16,0,1,Hotel 32 32,197,Very,"2,043",New York,No,No,62,2025-03-16,2025-03-17
2025-03-16,0,1,Executive Hotel Le Soleil New York,219,Exceptional,"2,246",New York,No,No,N/A,2025-03-16,2025-03-17
2025-03-16,0,1,SpringHill Suites by Marriott New York Manhattan/Chelsea,188,Excellent,878,Chelsea,Yes,No,N/A,2025-03-16,2025-03-17
2025-03-16,0,2,TownePlace Suites by Marriott New York Brooklyn,515,Reserve,264,Brooklyn,Yes,No,2,2025-03-16,2025-03-18
2025-03-16,0,2,Hilton Brooklyn New York,498,Reserve,"1,009",Brooklyn,No,No,1,2025-03-16,2025-03-18
2025-03-16,0,2,"PUBLIC, an Ian Schrager hotel",845,Reserve,"2,815",New York,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,Truss Hotel Times Square,393,Very,"2,389",New York,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,Empire Hotel,441,Reserve,"5,247",New York,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,Hyatt Place New York / Chelsea,443,Reserve,"2,265",Chelsea,Yes,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,The Manhattan Club,516,Reserve,"1,323",New York,No,No,2,2025-03-16,2025-03-18
2025-03-16,0,2,Hampton Inn Brooklyn/Downtown,498,Fully,"1,300",Downtown Brooklyn,Yes,Yes,1,2025-03-16,2025-03-18
2025-03-16,0,2,The Belvedere Hotel,377,Very,"3,559",New York,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,455,Fully,"1,097",Chelsea,Yes,Yes,1,2025-03-16,2025-03-18
2025-03-16,0,2,Hyatt Place New York Midtown South,480,Reserve,"1,950",New York,Yes,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,Hard Rock Hotel New York,770,Exceptional,"4,118",Theater District,No,No,103,2025-03-16,2025-03-18
2025-03-16,0,2,Virgin Hotels New York City,686,Reserve,"2,331",New York,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,The New Yorker A Wyndham Hotel,438,Reserve,"5,216",New York,No,No,5,2025-03-16,2025-03-18
2025-03-16,0,2,Hilton Garden Inn New York Times Square South,487,Fully,"4,016",New York,No,Yes,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,citizenM New York Bowery,487,Wonderful,"1,361",New York,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,YOTEL New York Times Square,414,Good,"2,107",New York,No,No,118,2025-03-16,2025-03-18
2025-03-16,0,2,AC Hotel by Marriott New York Downtown,452,Reserve,"1,007",New York,No,No,1,2025-03-16,2025-03-18
2025-03-16,0,2,Virgin Hotels New York City,686,Reserve,"2,331",New York,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,World Center Hotel,487,Reserve,"2,306",New York,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,The Lucerne Hotel,521,Wonderful,"2,051",Upper West Side,No,No,2,2025-03-16,2025-03-18
2025-03-16,0,2,The Muse New York,547,Reserve,"1,285",Theater District,No,No,1,2025-03-16,2025-03-18
2025-03-16,0,2,17John,578,Wonderful,144,New York,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,DoubleTree by Hilton New York Times Square West,452,Reserve,"1,819",New York,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,Millennium Hotel Broadway Times Square,528,Reserve,"5,172",Theater District,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,Carnegie Hotel,521,Reserve,"1,007",New York,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,Courtyard by Marriott New York World Trade Center Area,419,Reserve,817,New York,No,No,5,2025-03-16,2025-03-18
2025-03-16,0,2,Holiday Inn Express New York City Times Square by IHG,425,Reserve,"1,543",New York,Yes,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,Hilton Garden Inn New York/Central Park South-Midtown West,597,Reserve,"1,754",Theater District,No,No,1,2025-03-16,2025-03-18
2025-03-16,0,2,Courtyard by Marriott New York World Trade Center Area,419,Reserve,817,New York,No,No,5,2025-03-16,2025-03-18
2025-03-16,0,2,Hotel 1200,241,Reserve,40,Brooklyn,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,Motto by Hilton New York City Chelsea,507,Reserve,"1,403",Chelsea,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,Wingate by Wyndham New York Midtown South/5th Ave,424,Reserve,"1,002",New York,Yes,No,1,2025-03-16,2025-03-18
2025-03-16,0,2,Hilton Garden Inn New York/Central Park South-Midtown West,597,Reserve,"1,754",Theater District,No,No,1,2025-03-16,2025-03-18
2025-03-16,0,2,Sheraton Tribeca New York Hotel,407,Reserve,"1,533",New York,No,No,5,2025-03-16,2025-03-18
2025-03-16,0,2,Tuscany by LuxUrban,453,Very,"1,008",New York,No,No,130,2025-03-16,2025-03-18
2025-03-16,0,2,Pod Times Square,406,Reserve,"4,325",New York,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,Ameritania Hotel at Times Square,479,Reserve,"3,792",Theater District,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,Hyatt Place New York City/Times Square,497,Very,"2,450",New York,Yes,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,CIVILIAN Hotel,542,Reserve,"1,801",New York,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,Heritage Hotel,375,Very,"1,517",New York,No,No,8,2025-03-16,2025-03-18
2025-03-16,0,2,Night Hotel Broadway,233,N/A,"1,922",Upper West Side,No,No,2,2025-03-16,2025-03-18
2025-03-16,0,2,Renaissance New York Midtown Hotel,629,Reserve,"1,003",New York,No,No,5,2025-03-16,2025-03-18
2025-03-16,0,2,Hotel Edison Times Square,498,Reserve,"4,520",Theater District,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,Doubletree by Hilton New York Times Square South,578,Fully,"4,093",New York,No,Yes,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,Hilton Garden Inn New York/Manhattan-Chelsea,556,Reserve,"2,665",Chelsea,No,No,1,2025-03-16,2025-03-18
2025-03-16,0,2,City Club Hotel,433,Good,"1,462",Central New York City,Yes,No,3,2025-03-16,2025-03-18
2025-03-16,0,2,Embassy Suites by Hilton New York Manhattan Times Square,576,Reserve,"2,064",New York,Yes,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,DoubleTree by Hilton New York Times Square West,452,Reserve,"1,819",New York,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,Hilton New York Times Square,790,Reserve,"1,492",Theater District,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,The Ridge Hotel,383,Very,"1,002",New York,No,No,16,2025-03-16,2025-03-18
2025-03-16,0,2,Element New York Times Square West,457,Reserve,"2,318",New York,Yes,No,5,2025-03-16,2025-03-18
2025-03-16,0,2,"The Cloud One New York-Downtown, by the Motel One Group",441,Excellent,"1,003",New York,No,No,5,2025-03-16,2025-03-18
2025-03-16,0,2,"Club Quarters Hotel, World Trade Center",487,Reserve,"1,596",New York,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,"Dream Midtown, by Hyatt",484,Very,"1,288",New York,No,No,2,2025-03-16,2025-03-18
2025-03-16,0,2,Cambria Hotel New York - Chelsea,501,Reserve,"1,003",Chelsea,No,No,3,2025-03-16,2025-03-18
2025-03-16,0,2,SpringHill Suites by Marriott New York Manhattan/Times Square South,625,Reserve,"1,230",New York,Yes,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,Hotel 32 32,528,Very,"2,043",New York,No,No,5,2025-03-16,2025-03-18
2025-03-16,0,2,Tru By Hilton Brooklyn,349,Reserve,460,Brooklyn,Yes,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,citizenM New York Times Square,624,Exceptional,"1,437",Theater District,No,No,1,2025-03-16,2025-03-18
2025-03-16,0,2,Ace Hotel New York,573,Reserve,"1,004",New York,No,No,6,2025-03-16,2025-03-18
2025-03-16,0,2,Hotel Indigo - NYC Downtown - Wall Street by IHG,452,Reserve,"1,131",New York,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,The Maritime Hotel,612,Reserve,"1,083",New York,Yes,No,1,2025-03-16,2025-03-18
2025-03-16,0,2,La Quinta Inn & Suites by Wyndham Times Square South,419,Reserve,"1,004",New York,Yes,No,3,2025-03-16,2025-03-18
2025-03-16,0,2,Fairfield Inn & Suites New York Manhattan/Times Square South,639,Reserve,"1,318",New York,Yes,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,Artezen Hotel,450,Exceptional,"1,260",New York,No,No,2,2025-03-16,2025-03-18
2025-03-16,0,2,Comfort Inn Manhattan - Midtown West,376,Reserve,"1,532",New York,Yes,No,6,2025-03-16,2025-03-18
2025-03-16,0,2,6 Columbus Central Park Hotel,523,Reserve,"1,009",New York,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,DoubleTree by Hilton Hotel New York City - Chelsea,544,Fully,"1,564",Chelsea,No,Yes,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,Chelsea Pines Inn,425,Very,961,New York,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,Hotel St. James,521,Excellent,"5,897",Theater District,No,No,2,2025-03-16,2025-03-18
2025-03-16,0,2,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,475,Fully,"2,381",New York,No,Yes,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,Hotel Riu Plaza Manhattan Times Square,795,Reserve,"3,641",Theater District,No,No,3,2025-03-16,2025-03-18
2025-03-16,0,2,Moxy NYC Chelsea,620,Reserve,"1,006",Chelsea,No,No,1,2025-03-16,2025-03-18
2025-03-16,0,2,Hampton Inn Manhattan/Times Square Central,578,Reserve,"1,927",Theater District,Yes,No,3,2025-03-16,2025-03-18
2025-03-16,0,2,Hotel Mulberry,441,Wonderful,"1,005",New York,No,No,2,2025-03-16,2025-03-18
2025-03-16,0,2,TownePlace Suites by Marriott New York Manhattan,519,Reserve,"1,006",New York,Yes,No,5,2025-03-16,2025-03-18
2025-03-16,0,2,Orchard Street Hotel,303,Reserve,809,New York,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,Roxy Hotel New York,709,Reserve,"1,158",New York,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,TRYP by Wyndham New York City Times Square / Midtown,484,Reserve,"1,844",New York,No,No,2,2025-03-16,2025-03-18
2025-03-16,0,2,Courtyard New York Manhattan/Times Square West,613,Reserve,"1,443",New York,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,45 Times Square Hotel,502,Reserve,"1,596",Theater District,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,Smyth Tribeca,679,Reserve,855,New York,No,No,2,2025-03-16,2025-03-18
2025-03-16,0,2,Washington Square Hotel,544,Wonderful,"1,023",Greenwich Village,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,Hotel Beacon,760,Wonderful,"1,238",Upper West Side,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,M Social Hotel Times Square New York,630,Reserve,"3,470",Theater District,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,Courtyard by Marriott New York Downtown Manhattan/Financial District,383,Reserve,"1,005",New York,No,No,5,2025-03-16,2025-03-18
2025-03-16,0,2,Hotel Park Ave,514,Good,"1,281",New York,No,No,2,2025-03-16,2025-03-18
2025-03-16,0,2,The Marlton Hotel,923,Reserve,"1,005",Greenwich Village,Yes,No,1,2025-03-16,2025-03-18
2025-03-16,0,2,Element New York Times Square West,457,Reserve,"2,318",New York,Yes,No,5,2025-03-16,2025-03-18
2025-03-16,0,2,"Gild Hall, A Thompson Hotel, by Hyatt",625,Reserve,"1,001",New York,No,No,1,2025-03-16,2025-03-18
2025-03-16,0,2,East Village Hotel,480,Very,772,New York,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,Untitled at 3 Freeman Alley,517,Wonderful,472,New York,Yes,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,The Allen Hotel,378,Excellent,822,New York,No,No,1,2025-03-16,2025-03-18
2025-03-16,0,2,Hotel Belleclaire,583,Reserve,"2,366",Upper West Side,Yes,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,Millennium Downtown New York,532,Fully,"2,282",New York,No,Yes,4,2025-03-16,2025-03-18
2025-03-16,0,2,Hotel Giraffe by Library Hotel Collection,681,Exceptional,"1,006",New York,No,No,3,2025-03-16,2025-03-18
2025-03-16,0,2,"Hotel 50 Bowery, part of JdV by Hyatt",539,Reserve,"1,004",New York,No,No,8,2025-03-16,2025-03-18
2025-03-16,0,2,OYO Times Square,459,Reserve,"1,319",Theater District,No,No,N/A,2025-03-16,2025-03-18
2025-03-16,0,2,Holiday Inn Express - New York City Chelsea by IHG,511,Reserve,"1,384",Chelsea,Yes,No,69,2025-03-16,2025-03-18
2025-03-16,0,3,TownePlace Suites by Marriott New York Brooklyn,816,Reserve,264,Brooklyn,Yes,No,2,2025-03-16,2025-03-19
2025-03-16,0,3,Hilton Brooklyn New York,848,Reserve,"1,009",Brooklyn,No,No,N/A,2025-03-16,2025-03-19
2025-03-16,0,3,"PUBLIC, an Ian Schrager hotel",1419,Reserve,"2,815",New York,No,No,N/A,2025-03-16,2025-03-19
2025-03-16,0,3,YOTEL New York Times Square,719,Good,"2,107",New York,No,No,214,2025-03-16,2025-03-19
2025-03-16,0,3,citizenM New York Bowery,916,Wonderful,"1,361",New York,No,No,88,2025-03-16,2025-03-19
2025-03-16,0,3,St Marks Hotel,360,Good,"1,002",New York,No,No,1,2025-03-16,2025-03-19
2025-03-16,0,3,Hyatt Place New York / Chelsea,888,Reserve,"2,265",Chelsea,Yes,No,N/A,2025-03-16,2025-03-19
2025-03-16,0,3,Virgin Hotels New York City,1304,Excellent,"2,331",New York,No,No,N/A,2025-03-16,2025-03-19
2025-03-16,0,3,Night Hotel Broadway,409,N/A,"1,922",Upper West Side,No,No,1,2025-03-16,2025-03-19
2025-03-16,0,3,The Lucerne Hotel,948,Wonderful,"2,051",Upper West Side,No,No,2,2025-03-16,2025-03-19
2025-03-16,0,3,Heritage Hotel,640,Very,"1,517",New York,No,No,2,2025-03-16,2025-03-19
2025-03-16,0,3,Virgin Hotels New York City,1304,Excellent,"2,331",New York,No,No,N/A,2025-03-16,2025-03-19
2025-03-16,0,3,Hotel 32 32,938,Very,"2,043",New York,No,No,277,2025-03-16,2025-03-19
2025-03-16,0,3,Hotel Beacon,1133,Wonderful,"1,238",Upper West Side,No,No,N/A,2025-03-16,2025-03-19
2025-03-16,0,3,Millennium Hotel Broadway Times Square,1068,Reserve,"5,172",Theater District,No,No,N/A,2025-03-16,2025-03-19
2025-03-16,0,3,Hilton Garden Inn New York/Manhattan-Chelsea,1032,Reserve,"2,665",Chelsea,No,No,N/A,2025-03-16,2025-03-19
