Snapshot Date,TTT,LOS,Hotel Name,Price,Rating,Reviews,Neighborhood,Breakfast,Free Cancellation,Rooms Left,Check-in,Check-out
2025-03-18,0,2,citizenM New York Bowery,1083,Wonderful,"1,365",New York,No,No,4,2025-03-18,2025-03-20
2025-03-18,0,2,Hotel Mulberry,785,Wonderful,"1,006",New York,No,No,1,2025-03-18,2025-03-20
2025-03-18,0,2,City Club Hotel,788,Good,"1,467",Central New York City,Yes,No,4,2025-03-18,2025-03-20
2025-03-18,0,2,The Wallace,1198,Reserve,"1,008",Upper West Side,No,No,1,2025-03-18,2025-03-20
2025-03-18,0,2,Nine Orchard,1852,Exceptional,97,New York,Yes,No,1,2025-03-18,2025-03-20
2025-03-18,0,2,Ace Hotel New York,1051,Reserve,"1,006",New York,No,No,3,2025-03-18,2025-03-20
2025-03-18,0,2,LaGuardia Plaza Hotel,418,Fully,"2,334",Queens,No,Yes,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,Hampton Inn Manhattan/Times Square South,1018,Fully,"1,545",New York,Yes,Yes,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,Hotel 1200,272,Reserve,43,Brooklyn,No,No,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,Virgin Hotels New York City,1426,Reserve,"2,340",New York,No,No,7,2025-03-18,2025-03-20
2025-03-18,0,2,The Allen Hotel,715,Excellent,823,New York,No,No,2,2025-03-18,2025-03-20
2025-03-18,0,2,Holiday Inn NYC - Lower East Side by IHG,693,Reserve,"1,005",New York,No,No,1,2025-03-18,2025-03-20
2025-03-18,0,2,Holiday Inn Express New York City Times Square by IHG,844,Reserve,"1,553",New York,Yes,No,1,2025-03-18,2025-03-20
2025-03-18,0,2,The Wall Street Hotel,1844,Exceptional,443,New York,No,No,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,Four Seasons Hotel New York Downtown,2291,Reserve,401,New York,No,No,4,2025-03-18,2025-03-20
2025-03-18,0,2,The Times Square EDITION,1283,Reserve,"1,004",Theater District,No,No,5,2025-03-18,2025-03-20
2025-03-18,0,2,The Hotel Chelsea,1639,Reserve,998,Chelsea,No,No,1,2025-03-18,2025-03-20
2025-03-18,0,2,M Social Hotel Times Square New York,1100,Reserve,"3,473",Theater District,No,No,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,Millennium Hilton New York One UN Plaza,1212,Reserve,"1,754",New York,No,No,1,2025-03-18,2025-03-20
2025-03-18,0,2,"The Beekman Tower, Trademark Collection by Wyndham",947,Very,438,New York,No,No,1,2025-03-18,2025-03-20
2025-03-18,0,2,Ink 48 Hotel,842,Reserve,"1,175",New York,No,No,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,"11 Howard, New York, a Member of Design Hotels",1072,Reserve,867,SoHo,No,No,1,2025-03-18,2025-03-20
2025-03-18,0,2,The Gallivant Times Square,619,N/A,"3,565",Theater District,No,No,105,2025-03-18,2025-03-20
2025-03-18,0,2,Millennium Downtown New York,1143,Fully,"2,289",New York,No,Yes,1,2025-03-18,2025-03-20
2025-03-18,0,2,Doubletree by Hilton New York Times Square South,1106,Fully,"4,100",New York,No,Yes,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,The Dominick,1850,Reserve,"1,006",New York,No,No,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,The Mercer,2015,Reserve,198,SoHo,No,No,1,2025-03-18,2025-03-20
2025-03-18,0,2,Hampton Inn Manhattan Grand Central,1104,Reserve,"1,159",New York,Yes,No,1,2025-03-18,2025-03-20
2025-03-18,0,2,Doubletree by Hilton New York Times Square South,1106,Fully,"4,100",New York,No,Yes,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,The Manner in the Unbound Collection by Hyatt,1950,Exceptional,24,SoHo,No,No,7,2025-03-18,2025-03-20
2025-03-18,0,2,Best Western Plus Soho Hotel,934,Reserve,257,New York,Yes,No,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,Freehand New York,942,Very,"1,266",New York,No,No,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,Pod Times Square,900,Reserve,"4,339",New York,No,No,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,Hyatt Centric Wall Street New York,1166,Reserve,"1,006",New York,No,No,2,2025-03-18,2025-03-20
2025-03-18,0,2,Pod 51,728,Reserve,"1,574",New York,No,No,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,The Renwick,1135,Fully,"1,574",New York,No,Yes,1,2025-03-18,2025-03-20
2025-03-18,0,2,Hampton Inn & Suites Staten Island,367,Fully,"1,006",Staten Island,Yes,Yes,4,2025-03-18,2025-03-20
2025-03-18,0,2,Hilton Brooklyn New York,909,Reserve,"1,011",Brooklyn,No,No,2,2025-03-18,2025-03-20
2025-03-18,0,2,Hyatt Place New York / Chelsea,1192,Reserve,"2,275",Chelsea,Yes,No,3,2025-03-18,2025-03-20
2025-03-18,0,2,The Bowery Hotel,1633,Exceptional,521,New York,No,No,2,2025-03-18,2025-03-20
2025-03-18,0,2,Oracle of New York Suites,868,Exceptional,4,New York,No,No,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,Paramount Times Square,850,Good,138,Theater District,No,No,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,Moxy NYC Lower East Side,1324,Reserve,"1,477",New York,No,No,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,Gansevoort Meatpacking,1448,Excellent,"1,009",New York,No,No,103,2025-03-18,2025-03-20
2025-03-18,0,2,Empire Hotel,1272,Reserve,"5,257",New York,No,No,188,2025-03-18,2025-03-20
2025-03-18,0,2,Canal Loft Hotel,492,Good,850,New York,No,No,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,The Lombardy Hotel,1395,Reserve,"1,016",New York,No,No,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,Four Seasons Hotel New York,3901,Reserve,103,New York,No,No,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,LUMA Hotel Times Square,1476,Reserve,"1,047",Theater District,No,No,2,2025-03-18,2025-03-20
2025-03-18,0,2,Hotel Barriere Fouquet's New York,2366,Reserve,41,New York,No,No,8,2025-03-18,2025-03-20
2025-03-18,0,2,The Hotel @ Fifth Avenue,977,Very,"1,596",New York,No,No,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,Comfort Inn Manhattan - Midtown West,819,Reserve,"1,537",New York,Yes,No,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,Hotel Stanford,1075,Excellent,"1,083",New York,Yes,No,3,2025-03-18,2025-03-20
2025-03-18,0,2,Kimpton Theta New York - Times Square by IHG,1273,Reserve,878,Theater District,No,No,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,DoubleTree by Hilton Hotel New York City - Chelsea,1049,Fully,"1,568",Chelsea,No,Yes,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,Pestana Park Avenue,1110,Wonderful,594,New York,No,No,1,2025-03-18,2025-03-20
2025-03-18,0,2,"The Carlyle, A Rosewood Hotel",2941,Exceptional,784,New York,No,No,5,2025-03-18,2025-03-20
2025-03-18,0,2,Courtyard New York Manhattan/ Midtown East,1305,Excellent,"2,250",New York,No,No,2,2025-03-18,2025-03-20
2025-03-18,0,2,Cambria Hotel New York - Chelsea,1060,Reserve,"1,003",Chelsea,No,No,1,2025-03-18,2025-03-20
2025-03-18,0,2,The Surrey A Corinthia Hotel,2026,Reserve,12,New York,No,No,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,Soho 54,816,Good,"1,009",New York,No,No,33,2025-03-18,2025-03-20
2025-03-18,0,2,The Fifth Avenue Hotel,2750,Reserve,76,New York,No,No,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,Pendry Manhattan West,3283,Reserve,403,Chelsea,No,No,1,2025-03-18,2025-03-20
2025-03-18,0,2,Hotel On Rivington,934,Reserve,"1,001",New York,No,No,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,Kixby,1127,Reserve,"1,325",New York,No,No,1,2025-03-18,2025-03-20
2025-03-18,0,2,Roxy Hotel New York,2075,Reserve,"1,162",New York,No,No,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,The Prince Kitano New York,1278,Reserve,"1,980",New York,No,No,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,Millennium Hilton New York One UN Plaza,1212,Reserve,"1,754",New York,No,No,1,2025-03-18,2025-03-20
2025-03-18,0,2,Hampton Inn Manhattan-Chelsea,1262,Fully,"1,362",Chelsea,Yes,Yes,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,The Wall Street Inn,991,Excellent,"1,001",New York,No,No,215,2025-03-18,2025-03-20
2025-03-18,0,2,"Mandarin Oriental, New York",3209,Reserve,534,New York,No,No,1,2025-03-18,2025-03-20
2025-03-18,0,2,Sonder at One Platt Apartments,980,Very,480,New York,No,No,1,2025-03-18,2025-03-20
2025-03-18,0,2,NoMo SoHo,1274,Reserve,"1,162",SoHo,No,No,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,The Ned NoMad,2297,Reserve,51,New York,No,No,1,2025-03-18,2025-03-20
2025-03-18,0,2,InterContinental New York Times Square by IHG,1425,Reserve,"1,015",New York,No,No,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,The Towers at Lotte New York Palace,2922,Wonderful,606,New York,No,No,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,The Historic Blue Moon Hotel - NYC,1075,Good,94,New York,No,No,2,2025-03-18,2025-03-20
2025-03-18,0,2,The Sherry Netherland,1955,Reserve,570,New York,No,No,N/A,2025-03-18,2025-03-20
2025-03-18,0,2,Best Western Premier Herald Square,993,Reserve,"1,006",New York,No,No,7,2025-03-18,2025-03-20
2025-03-18,0,3,Hilton Garden Inn New York/Central Park South-Midtown West,1345,Reserve,"1,762",Theater District,No,No,3,2025-03-18,2025-03-21
2025-03-18,0,3,Doubletree by Hilton New York Times Square South,1337,Fully,"4,100",New York,No,Yes,N/A,2025-03-18,2025-03-21
2025-03-18,0,3,"PUBLIC, an Ian Schrager hotel",1795,Reserve,"2,817",New York,No,No,N/A,2025-03-18,2025-03-21
2025-03-18,0,3,Hudson River Hotel,472,N/A,"1,005",New York,No,No,3,2025-03-18,2025-03-21
2025-03-18,0,3,Sonder Battery Park,1006,Excellent,459,New York,No,No,1,2025-03-18,2025-03-21
2025-03-18,0,3,31 Street Broadway Hotel,509,N/A,"1,013",New York,No,No,N/A,2025-03-18,2025-03-21
2025-03-18,0,3,YOTEL New York Times Square,977,Good,"2,115",New York,No,No,N/A,2025-03-18,2025-03-21
2025-03-18,0,3,Hampton Inn Manhattan-Chelsea,1281,Fully,"1,362",Chelsea,Yes,Yes,1,2025-03-18,2025-03-21
2025-03-18,0,3,citizenM New York Bowery,1288,Wonderful,"1,365",New York,No,No,4,2025-03-18,2025-03-21
2025-03-18,0,3,Heritage Hotel,821,Very,"1,523",New York,No,No,1,2025-03-18,2025-03-21
2025-03-18,0,3,DoubleTree by Hilton Hotel New York City - Chelsea,1080,Fully,"1,568",Chelsea,No,Yes,N/A,2025-03-18,2025-03-21
2025-03-18,0,3,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,1128,Fully,"2,389",New York,No,Yes,N/A,2025-03-18,2025-03-21
2025-03-18,0,3,DoubleTree by Hilton New York Times Square West,1418,Reserve,"1,829",New York,No,No,N/A,2025-03-18,2025-03-21
2025-03-18,0,3,Hotel Belleclaire,1135,Reserve,"2,376",Upper West Side,Yes,No,N/A,2025-03-18,2025-03-21
2025-03-18,0,3,Truss Hotel Times Square,1090,Reserve,"2,392",New York,No,No,N/A,2025-03-18,2025-03-21
2025-03-18,0,3,Hotel Beacon,1455,Wonderful,"1,241",Upper West Side,No,No,N/A,2025-03-18,2025-03-21
2025-03-18,0,3,OYO Times Square,950,Reserve,"1,322",Theater District,No,No,N/A,2025-03-18,2025-03-21
2025-03-18,0,3,Hotel Stanford,1121,Excellent,"1,083",New York,Yes,No,6,2025-03-18,2025-03-21
2025-03-18,0,3,Kimpton Theta New York - Times Square by IHG,1309,Reserve,878,Theater District,No,No,1,2025-03-18,2025-03-21
2025-03-18,0,3,The Jane Hotel,523,Reserve,"1,003",New York,No,No,N/A,2025-03-18,2025-03-21
2025-03-18,0,3,Night Hotel Broadway,611,N/A,"1,931",Upper West Side,No,No,3,2025-03-18,2025-03-21
2025-03-18,0,3,The Shoreham Hotel,993,Good,"1,087",Central New York City,No,No,311,2025-03-18,2025-03-21
2025-03-18,0,3,AKA Central Park,1612,Reserve,318,Central New York City,No,No,N/A,2025-03-18,2025-03-21
2025-03-18,0,3,Hilton Garden Inn New York/Central Park South-Midtown West,1345,Reserve,"1,762",Theater District,No,No,3,2025-03-18,2025-03-21
2025-03-18,0,3,Millennium Downtown New York,1279,Fully,"2,289",New York,No,Yes,N/A,2025-03-18,2025-03-21
2025-03-18,0,3,The Renwick,1282,Fully,"1,574",New York,No,Yes,1,2025-03-18,2025-03-21
2025-03-18,0,3,Doubletree by Hilton New York Times Square South,1337,Fully,"4,100",New York,No,Yes,N/A,2025-03-18,2025-03-21
