hotel_name,star_rating,rating_score,location_score,review_amount,price,breakfast_included,free_cancellation,no_prepayment_needed,centrally_located,sustainability_certification,checkin,checkout,snapshot,group_index,bed_score,distance_score,hotel_name_encoded,ttt,los
"Hotel 50 Bowery, part of JdV by Hyatt",4.0,8.6,,956.0,561,0,0,0,1,0,2025-04-06,2025-04-08,2025-03-17,92,4.0,5,151,27,2
"Hotel 50 Bowery, part of JdV by Hyatt",4.0,8.6,,956.0,961,0,1,0,1,0,2025-04-06,2025-04-09,2025-03-17,97,4.0,5,151,27,3
"Hotel 50 Bowery, part of JdV by Hyatt",4.0,8.6,,956.0,1344,0,0,0,1,0,2025-04-06,2025-04-10,2025-03-12,94,4.0,5,151,27,4
"Hotel 50 Bowery, part of JdV by Hyatt",4.0,8.6,,956.0,1683,0,1,0,1,0,2025-04-06,2025-04-11,2025-03-17,87,4.0,5,151,27,5
"Hotel 50 Bowery, part of JdV by Hyatt",4.0,8.6,,955.0,331,0,0,0,0,0,2025-04-07,2025-04-08,2025-03-10,94,4.0,1,151,28,1
"Hotel 50 Bowery, part of JdV by Hyatt",4.0,8.6,,956.0,717,0,0,0,1,0,2025-04-07,2025-04-09,2025-03-12,84,4.0,5,151,28,2
"Hotel 50 Bowery, part of JdV by Hyatt",4.0,8.6,,955.0,1161,0,0,0,0,0,2025-04-07,2025-04-10,2025-03-10,93,4.0,1,151,28,3
"Hotel 50 Bowery, part of JdV by Hyatt",4.0,8.6,,956.0,1436,0,0,0,1,0,2025-04-07,2025-04-11,2025-03-12,95,4.0,5,151,28,4
"Hotel 50 Bowery, part of JdV by Hyatt",4.0,8.6,,956.0,1801,0,0,0,1,0,2025-04-07,2025-04-12,2025-03-12,76,4.0,5,151,28,5
"Hotel 50 Bowery, part of JdV by Hyatt",4.0,8.6,,956.0,400,0,1,0,1,0,2025-04-08,2025-04-09,2025-03-17,99,4.0,5,151,29,1
"Hotel 50 Bowery, part of JdV by Hyatt",4.0,8.6,,955.0,830,0,0,0,0,0,2025-04-08,2025-04-10,2025-03-10,95,4.0,1,151,29,2
"Hotel 50 Bowery, part of JdV by Hyatt",4.0,8.6,,956.0,1121,0,1,0,1,0,2025-04-08,2025-04-11,2025-03-17,94,4.0,5,151,29,3
"Hotel 50 Bowery, part of JdV by Hyatt",4.0,8.6,,955.0,1554,0,0,0,0,0,2025-04-08,2025-04-12,2025-03-10,87,4.0,1,151,29,4
"Hotel 50 Bowery, part of JdV by Hyatt",4.0,8.6,,956.0,1879,0,1,0,0,0,2025-04-08,2025-04-13,2025-03-17,86,4.0,1,151,29,5
"Hotel 50 Bowery, part of JdV by Hyatt",4.0,8.6,,956.0,376,0,0,0,1,0,2025-04-09,2025-04-10,2025-03-12,97,4.0,5,151,30,1
"Hotel 50 Bowery, part of JdV by Hyatt",4.0,8.6,,956.0,711,0,0,0,0,0,2025-04-09,2025-04-11,2025-03-17,94,4.0,1,151,30,2
"Hotel 50 Bowery, part of JdV by Hyatt",4.0,8.6,,956.0,1072,0,0,0,1,0,2025-04-09,2025-04-12,2025-03-17,85,4.0,5,151,30,3
"Hotel 50 Bowery, part of JdV by Hyatt",4.0,8.6,,956.0,1473,0,0,0,1,0,2025-04-09,2025-04-13,2025-03-17,91,4.0,5,151,30,4
"Hotel 50 Bowery, part of JdV by Hyatt",4.0,8.6,,956.0,1737,0,0,0,1,0,2025-04-09,2025-04-14,2025-03-17,89,4.0,5,151,30,5
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,272,0,0,0,1,0,2025-03-13,2025-03-14,2025-03-10,4,3.0,5,152,3,1
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,825,0,0,0,1,0,2025-03-14,2025-03-17,2025-03-10,8,2.0,5,152,4,3
Hotel 57 by LuxUrban,4.0,7.0,,5144.0,1268,0,0,0,0,0,2025-03-14,2025-03-18,2025-03-10,8,4.0,1,152,4,4
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,492,0,0,0,1,0,2025-03-15,2025-03-17,2025-03-12,12,2.0,5,152,5,2
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,832,0,0,0,1,0,2025-03-15,2025-03-18,2025-03-10,8,4.0,5,152,5,3
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,228,0,0,0,1,0,2025-03-16,2025-03-17,2025-03-10,9,2.0,5,152,6,1
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,513,0,0,0,1,0,2025-03-16,2025-03-18,2025-03-12,10,3.0,5,152,6,2
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,932,0,0,0,1,0,2025-03-16,2025-03-19,2025-03-10,3,3.0,5,152,6,3
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,1603,0,0,0,1,0,2025-03-16,2025-03-20,2025-03-10,8,2.0,5,152,6,4
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,1945,0,0,0,1,0,2025-03-16,2025-03-21,2025-03-10,7,2.0,5,152,6,5
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,249,0,0,0,1,0,2025-03-17,2025-03-18,2025-03-10,9,3.0,5,152,7,1
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,765,0,0,0,0,0,2025-03-17,2025-03-19,2025-03-10,6,0.0,4,152,7,2
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,1686,0,0,0,1,0,2025-03-17,2025-03-21,2025-03-10,7,2.0,5,152,7,4
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,376,0,0,0,0,0,2025-03-18,2025-03-19,2025-03-10,7,2.0,1,152,8,1
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,877,0,0,0,1,0,2025-03-18,2025-03-20,2025-03-10,6,2.0,5,152,8,2
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,1219,0,0,0,1,0,2025-03-18,2025-03-21,2025-03-10,8,2.0,5,152,8,3
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,387,0,0,0,1,0,2025-03-19,2025-03-20,2025-03-10,8,0.0,5,152,9,1
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,659,0,0,0,1,0,2025-03-19,2025-03-21,2025-03-10,9,0.0,5,152,9,2
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,1186,0,0,0,1,0,2025-03-19,2025-03-22,2025-03-10,7,0.0,5,152,9,3
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,1598,0,0,0,1,0,2025-03-19,2025-03-23,2025-03-10,7,0.0,5,152,9,4
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,1732,0,0,0,1,0,2025-03-19,2025-03-24,2025-03-10,8,0.0,5,152,9,5
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,263,0,0,0,1,0,2025-03-20,2025-03-21,2025-03-12,6,2.0,5,152,10,1
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,459,0,0,0,1,0,2025-03-20,2025-03-22,2025-03-10,9,2.0,5,152,10,2
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,725,0,0,0,0,0,2025-03-20,2025-03-23,2025-03-10,9,2.0,4,152,10,3
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,1007,0,0,0,1,0,2025-03-20,2025-03-24,2025-03-12,8,3.0,5,152,10,4
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,1117,0,0,0,0,0,2025-03-20,2025-03-25,2025-03-10,5,2.0,1,152,10,5
Hotel 57 by LuxUrban,4.0,7.0,,5144.0,229,0,0,0,1,0,2025-03-21,2025-03-22,2025-03-10,8,2.0,5,152,11,1
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,507,0,0,0,0,0,2025-03-21,2025-03-23,2025-03-10,4,2.0,1,152,11,2
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,700,0,0,0,1,0,2025-03-21,2025-03-24,2025-03-10,8,2.0,5,152,11,3
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,986,0,0,0,1,0,2025-03-21,2025-03-25,2025-03-12,8,3.0,5,152,11,4
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,1098,0,0,0,1,0,2025-03-21,2025-03-26,2025-03-10,8,2.0,5,152,11,5
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,267,0,0,0,1,0,2025-03-22,2025-03-23,2025-03-10,10,2.0,5,152,12,1
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,378,0,0,0,0,0,2025-03-22,2025-03-24,2025-03-10,17,2.0,4,152,12,2
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,632,0,0,0,1,0,2025-03-22,2025-03-25,2025-03-10,3,2.0,5,152,12,3
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,728,0,0,0,1,0,2025-03-22,2025-03-26,2025-03-10,5,2.0,5,152,12,4
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,1064,0,0,0,1,0,2025-03-22,2025-03-27,2025-03-10,7,3.0,5,152,12,5
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,154,0,0,0,1,0,2025-03-23,2025-03-24,2025-03-17,8,2.0,5,152,13,1
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,377,0,0,0,0,0,2025-03-23,2025-03-25,2025-03-10,5,2.0,1,152,13,2
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,505,0,0,0,0,0,2025-03-23,2025-03-26,2025-03-17,8,3.0,4,152,13,3
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,805,0,0,0,1,0,2025-03-23,2025-03-27,2025-03-10,7,3.0,5,152,13,4
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,921,0,0,0,0,0,2025-03-23,2025-03-28,2025-03-17,10,3.0,1,152,13,5
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,150,0,0,0,0,0,2025-03-24,2025-03-25,2025-03-17,15,2.0,4,152,14,1
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,388,0,0,0,1,0,2025-03-24,2025-03-26,2025-03-17,10,3.0,5,152,14,2
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,559,0,0,0,0,0,2025-03-24,2025-03-27,2025-03-17,14,3.0,4,152,14,3
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,777,0,0,0,0,0,2025-03-24,2025-03-28,2025-03-17,10,3.0,1,152,14,4
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,1188,0,0,0,0,0,2025-03-24,2025-03-29,2025-03-10,9,3.0,1,152,14,5
Hotel 57 by LuxUrban,4.0,7.0,,5148.0,185,0,0,0,1,0,2025-03-25,2025-03-26,2025-03-12,18,2.0,5,152,15,1
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,420,0,0,0,0,0,2025-03-25,2025-03-27,2025-03-10,8,3.0,1,152,15,2
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,614,0,0,0,1,0,2025-03-25,2025-03-28,2025-03-17,10,3.0,5,152,15,3
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,965,0,0,0,0,0,2025-03-25,2025-03-29,2025-03-17,24,4.0,4,152,15,4
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,1182,0,0,0,1,0,2025-03-25,2025-03-30,2025-03-17,11,4.0,5,152,15,5
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,217,0,0,0,1,0,2025-03-26,2025-03-27,2025-03-10,10,3.0,5,152,16,1
Hotel 57 by LuxUrban,4.0,7.0,,5148.0,408,0,0,0,1,0,2025-03-26,2025-03-28,2025-03-12,10,3.0,5,152,16,2
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,1084,0,0,0,0,0,2025-03-26,2025-03-30,2025-03-10,9,3.0,4,152,16,4
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,1140,0,0,0,1,0,2025-03-26,2025-03-31,2025-03-17,9,4.0,5,152,16,5
Hotel 57 by LuxUrban,4.0,7.0,,5144.0,198,0,0,0,0,0,2025-03-27,2025-03-28,2025-03-10,9,2.0,1,152,17,1
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,587,0,0,0,1,0,2025-03-27,2025-03-29,2025-03-17,8,4.0,5,152,17,2
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,1073,0,0,0,1,0,2025-03-27,2025-03-31,2025-03-10,10,3.0,5,152,17,4
Hotel 57 by LuxUrban,4.0,7.0,,5144.0,1182,0,0,0,0,0,2025-03-27,2025-04-01,2025-03-10,8,3.0,4,152,17,5
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,395,0,0,0,1,0,2025-03-28,2025-03-29,2025-03-10,11,3.0,5,152,18,1
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,561,0,0,0,1,0,2025-03-28,2025-03-30,2025-03-17,9,2.0,5,152,18,2
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,656,0,0,0,1,0,2025-03-28,2025-03-31,2025-03-17,9,2.0,5,152,18,3
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,832,0,0,0,1,0,2025-03-28,2025-04-01,2025-03-17,9,2.0,5,152,18,4
Hotel 57 by LuxUrban,4.0,7.0,,5161.0,1021,0,0,0,1,0,2025-03-28,2025-04-02,2025-03-17,9,2.0,5,152,18,5
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,238,0,0,0,1,0,2025-03-29,2025-03-30,2025-03-17,8,2.0,5,152,19,1
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,402,0,0,0,0,0,2025-03-29,2025-03-31,2025-03-17,9,2.0,1,152,19,2
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,538,0,0,0,0,0,2025-03-29,2025-04-01,2025-03-17,9,2.0,4,152,19,3
Hotel 57 by LuxUrban,4.0,7.0,,5144.0,926,0,0,0,1,0,2025-03-29,2025-04-02,2025-03-10,6,3.0,5,152,19,4
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,1146,0,0,0,0,0,2025-03-29,2025-04-03,2025-03-17,8,2.0,1,152,19,5
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,171,0,0,0,0,0,2025-03-30,2025-03-31,2025-03-17,8,2.0,4,152,20,1
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,325,0,0,0,0,0,2025-03-30,2025-04-01,2025-03-17,1,2.0,1,152,20,2
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,498,0,0,0,0,0,2025-03-30,2025-04-02,2025-03-17,23,2.0,1,152,20,3
Hotel 57 by LuxUrban,4.0,7.0,,5148.0,812,0,0,0,1,0,2025-03-30,2025-04-03,2025-03-12,11,2.0,5,152,20,4
Hotel 57 by LuxUrban,4.0,7.0,,5148.0,1116,0,0,0,1,0,2025-03-30,2025-04-04,2025-03-12,7,2.0,5,152,20,5
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,198,0,0,0,1,0,2025-03-31,2025-04-01,2025-03-17,9,2.0,5,152,21,1
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,405,0,0,0,0,0,2025-03-31,2025-04-02,2025-03-17,7,2.0,1,152,21,2
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,643,0,0,0,1,0,2025-03-31,2025-04-03,2025-03-17,5,2.0,5,152,21,3
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,895,0,0,0,1,0,2025-03-31,2025-04-04,2025-03-17,6,2.0,5,152,21,4
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,1319,0,0,0,0,0,2025-03-31,2025-04-05,2025-03-17,3,2.0,4,152,21,5
Hotel 57 by LuxUrban,4.0,7.0,,5148.0,183,0,0,0,1,0,2025-04-01,2025-04-02,2025-03-12,1,2.0,5,152,22,1
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,419,0,0,0,0,0,2025-04-01,2025-04-03,2025-03-10,13,2.0,1,152,22,2
Hotel 57 by LuxUrban,4.0,7.0,,5161.0,695,0,0,0,1,0,2025-04-01,2025-04-04,2025-03-17,15,2.0,5,152,22,3
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,1035,0,0,0,1,0,2025-04-01,2025-04-05,2025-03-17,2,2.0,5,152,22,4
Hotel 57 by LuxUrban,4.0,7.0,,5148.0,1614,0,0,0,1,0,2025-04-01,2025-04-06,2025-03-12,6,3.0,5,152,22,5
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,249,0,0,0,1,0,2025-04-02,2025-04-03,2025-03-17,10,2.0,5,152,23,1
Hotel 57 by LuxUrban,4.0,7.0,,5144.0,486,0,0,0,0,0,2025-04-02,2025-04-04,2025-03-10,9,2.0,4,152,23,2
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,813,0,0,0,1,0,2025-04-02,2025-04-05,2025-03-17,8,2.0,5,152,23,3
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,1353,0,0,0,0,0,2025-04-02,2025-04-06,2025-03-17,7,3.0,1,152,23,4
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,1401,0,0,0,1,0,2025-04-02,2025-04-07,2025-03-17,7,3.0,5,152,23,5
Hotel 57 by LuxUrban,4.0,7.0,,5148.0,261,0,0,0,1,0,2025-04-03,2025-04-04,2025-03-12,6,2.0,5,152,24,1
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,682,0,0,0,1,0,2025-04-03,2025-04-05,2025-03-10,7,3.0,5,152,24,2
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,1273,0,0,0,0,0,2025-04-03,2025-04-07,2025-03-17,6,3.0,1,152,24,4
Hotel 57 by LuxUrban,4.0,7.0,,5148.0,1593,0,0,0,1,0,2025-04-03,2025-04-08,2025-03-12,6,3.0,5,152,24,5
Hotel 57 by LuxUrban,4.0,7.0,,5160.0,399,0,0,0,0,0,2025-04-04,2025-04-05,2025-03-17,5,2.0,1,152,25,1
Hotel 57 by LuxUrban,4.0,7.0,,5161.0,815,0,0,0,1,0,2025-04-04,2025-04-06,2025-03-17,6,3.0,5,152,25,2
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,1130,0,0,0,1,0,2025-04-04,2025-04-07,2025-03-10,5,3.0,5,152,25,3
Hotel 57 by LuxUrban,4.0,7.0,,5148.0,1384,0,0,0,1,0,2025-04-04,2025-04-08,2025-03-12,6,3.0,5,152,25,4
Hotel 57 by LuxUrban,4.0,7.0,,5161.0,1341,0,0,0,0,0,2025-04-04,2025-04-09,2025-03-17,7,3.0,1,152,25,5
Hotel 57 by LuxUrban,4.0,7.0,,5161.0,457,0,0,0,1,0,2025-04-05,2025-04-06,2025-03-17,6,3.0,5,152,26,1
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,728,0,0,0,0,0,2025-04-05,2025-04-07,2025-03-10,6,3.0,1,152,26,2
Hotel 57 by LuxUrban,4.0,7.0,,5148.0,973,0,0,0,1,0,2025-04-05,2025-04-08,2025-03-12,6,3.0,5,152,26,3
Hotel 57 by LuxUrban,4.0,7.0,,5161.0,1129,0,0,0,1,0,2025-04-05,2025-04-09,2025-03-17,7,3.0,5,152,26,4
Hotel 57 by LuxUrban,4.0,7.0,,5161.0,1235,0,0,0,0,0,2025-04-05,2025-04-10,2025-03-17,7,3.0,1,152,26,5
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,233,0,0,0,1,0,2025-04-06,2025-04-07,2025-03-10,8,2.0,5,152,27,1
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,443,0,0,0,1,0,2025-04-06,2025-04-08,2025-03-10,23,2.0,5,152,27,2
Hotel 57 by LuxUrban,4.0,7.0,,5161.0,657,0,0,0,1,0,2025-04-06,2025-04-09,2025-03-17,8,3.0,5,152,27,3
Hotel 57 by LuxUrban,4.0,7.0,,5161.0,965,0,0,0,0,0,2025-04-06,2025-04-10,2025-03-17,8,3.0,4,152,27,4
Hotel 57 by LuxUrban,4.0,7.0,,5161.0,1110,0,0,0,1,0,2025-04-06,2025-04-11,2025-03-17,9,3.0,5,152,27,5
Hotel 57 by LuxUrban,4.0,7.0,,5161.0,244,0,0,0,1,0,2025-04-07,2025-04-08,2025-03-17,8,2.0,5,152,28,1
Hotel 57 by LuxUrban,4.0,7.0,,5148.0,471,0,0,0,1,0,2025-04-07,2025-04-09,2025-03-12,23,3.0,5,152,28,2
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,683,0,0,0,0,0,2025-04-07,2025-04-10,2025-03-10,4,3.0,1,152,28,3
Hotel 57 by LuxUrban,4.0,7.0,,5161.0,941,0,0,0,1,0,2025-04-07,2025-04-11,2025-03-17,8,3.0,5,152,28,4
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,1384,0,0,0,0,0,2025-04-07,2025-04-12,2025-03-10,7,3.0,1,152,28,5
Hotel 57 by LuxUrban,4.0,7.0,,5161.0,256,0,0,0,1,0,2025-04-08,2025-04-09,2025-03-17,4,3.0,5,152,29,1
Hotel 57 by LuxUrban,4.0,7.0,,5161.0,498,0,0,0,1,0,2025-04-08,2025-04-10,2025-03-17,8,3.0,5,152,29,2
Hotel 57 by LuxUrban,4.0,7.0,,5148.0,752,0,0,0,1,0,2025-04-08,2025-04-11,2025-03-12,23,3.0,5,152,29,3
Hotel 57 by LuxUrban,4.0,7.0,,5148.0,1196,0,0,0,1,0,2025-04-08,2025-04-12,2025-03-12,7,3.0,5,152,29,4
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,1692,0,0,0,1,0,2025-04-08,2025-04-13,2025-03-10,2,3.0,5,152,29,5
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,219,0,0,0,1,0,2025-04-09,2025-04-10,2025-03-10,14,2.0,5,152,30,1
Hotel 57 by LuxUrban,4.0,7.0,,5161.0,484,0,0,0,0,0,2025-04-09,2025-04-11,2025-03-17,11,2.0,1,152,30,2
Hotel 57 by LuxUrban,4.0,7.0,,5145.0,1500,0,0,0,1,0,2025-04-09,2025-04-13,2025-03-10,7,3.0,5,152,30,4
Hotel 57 by LuxUrban,4.0,7.0,,5148.0,1697,0,0,0,1,0,2025-04-09,2025-04-14,2025-03-12,7,3.0,5,152,30,5
Hotel AKA NoMad,4.0,8.3,9.3,684.0,1295,0,0,1,1,0,2025-03-17,2025-03-19,2025-03-17,65,4.0,5,153,7,2
Hotel AKA NoMad,4.0,8.3,9.3,684.0,3201,0,0,1,0,0,2025-03-17,2025-03-20,2025-03-17,72,4.0,3,153,7,3
Hotel AKA NoMad,4.0,8.3,9.3,684.0,4622,0,0,1,1,0,2025-03-17,2025-03-22,2025-03-17,71,4.0,5,153,7,5
Hotel AKA NoMad,4.0,8.3,9.3,684.0,676,0,0,1,0,0,2025-03-18,2025-03-19,2025-03-17,90,4.0,3,153,8,1
Hotel AKA NoMad,4.0,8.3,9.3,684.0,1582,0,0,1,0,0,2025-03-18,2025-03-20,2025-03-17,83,4.0,3,153,8,2
Hotel AKA NoMad,4.0,8.3,9.3,684.0,2725,0,0,1,0,0,2025-03-18,2025-03-23,2025-03-17,77,4.0,3,153,8,5
Hotel AKA NoMad,4.0,8.3,9.3,679.0,297,0,0,0,1,0,2025-03-22,2025-03-23,2025-03-12,8,3.0,5,153,12,1
Hotel AKA NoMad,4.0,8.3,9.3,678.0,568,0,0,0,0,0,2025-03-22,2025-03-24,2025-03-10,21,3.0,3,153,12,2
Hotel AKA NoMad,4.0,8.3,9.3,679.0,1818,0,0,0,1,0,2025-03-25,2025-03-30,2025-03-12,37,3.0,5,153,15,5
Hotel AKA NoMad,4.0,8.3,9.3,679.0,361,0,0,0,1,0,2025-03-27,2025-03-28,2025-03-12,35,3.0,5,153,17,1
Hotel AKA NoMad,4.0,8.3,9.3,678.0,771,0,0,0,0,0,2025-03-28,2025-03-31,2025-03-10,5,3.0,3,153,18,3
Hotel AKA NoMad,4.0,8.3,9.3,678.0,295,0,0,0,0,0,2025-03-29,2025-03-30,2025-03-10,11,3.0,3,153,19,1
Hotel AKA NoMad,4.0,8.3,9.3,679.0,378,0,0,0,1,0,2025-04-05,2025-04-06,2025-03-12,23,3.0,5,153,26,1
Hotel Beacon,4.0,8.7,9.6,2878.0,2732,0,0,0,1,0,2025-03-13,2025-03-18,2025-03-10,41,0.0,5,155,3,5
Hotel Beacon,4.0,8.7,9.6,2879.0,2835,0,0,0,1,0,2025-03-14,2025-03-19,2025-03-12,37,0.0,5,155,4,5
Hotel Beacon,4.0,8.7,9.6,2879.0,1157,0,0,0,1,0,2025-03-15,2025-03-17,2025-03-12,49,0.0,5,155,5,2
Hotel Beacon,4.0,8.7,9.6,2879.0,1612,0,0,0,1,0,2025-03-15,2025-03-18,2025-03-12,39,0.0,5,155,5,3
Hotel Beacon,4.0,8.7,9.6,2878.0,1000,0,0,0,1,0,2025-03-19,2025-03-21,2025-03-10,51,0.0,5,155,9,2
Hotel Beacon,4.0,8.7,9.6,2879.0,503,0,0,0,1,0,2025-03-20,2025-03-21,2025-03-12,52,0.0,5,155,10,1
Hotel Beacon,4.0,8.7,9.6,2879.0,738,0,0,0,1,0,2025-03-24,2025-03-26,2025-03-12,52,0.0,5,155,14,2
Hotel Beacon,4.0,8.7,9.6,2883.0,359,0,0,0,1,0,2025-03-25,2025-03-26,2025-03-17,55,0.0,5,155,15,1
Hotel Beacon,4.0,8.7,9.6,2883.0,772,0,0,0,0,0,2025-03-26,2025-03-28,2025-03-17,51,0.0,4,155,16,2
Hotel Beacon,4.0,8.7,9.6,2883.0,719,0,0,0,0,0,2025-03-30,2025-04-01,2025-03-17,49,0.0,4,155,20,2
Hotel Beacon,4.0,8.7,9.6,2883.0,1359,0,0,0,0,0,2025-03-31,2025-04-03,2025-03-17,44,0.0,4,155,21,3
Hotel Beacon,4.0,8.7,9.6,2878.0,442,0,0,0,1,0,2025-04-02,2025-04-03,2025-03-10,45,0.0,5,155,23,1
Hotel Beacon,4.0,8.7,9.6,2878.0,427,0,0,0,1,0,2025-04-06,2025-04-07,2025-03-10,51,0.0,5,155,27,1
Hotel Beacon,4.0,8.7,9.6,2881.0,1398,0,0,0,1,0,2025-04-07,2025-04-10,2025-03-12,50,0.0,5,155,28,3
Hotel Beacon,4.0,8.7,9.6,2881.0,484,0,0,0,1,0,2025-04-08,2025-04-09,2025-03-12,46,0.0,5,155,29,1
Hotel Beacon,4.0,8.7,9.6,2883.0,2129,0,0,0,1,0,2025-04-08,2025-04-12,2025-03-17,47,0.0,5,155,29,4
Hotel Beacon,4.0,8.7,9.6,2883.0,500,0,0,0,1,0,2025-04-09,2025-04-10,2025-03-17,47,0.0,5,155,30,1
Hotel Edison Times Square,4.0,7.7,9.4,13138.0,391,0,0,1,1,0,2025-03-11,2025-03-12,2025-03-10,34,3.0,5,157,1,1
Hotel Edison Times Square,4.0,7.7,9.4,13134.0,266,1,0,1,1,0,2025-03-13,2025-03-14,2025-03-12,40,3.0,5,157,3,1
Hotel Edison Times Square,4.0,7.7,9.4,13134.0,604,0,0,1,1,0,2025-03-13,2025-03-15,2025-03-12,37,3.0,5,157,3,2
Hotel Edison Times Square,4.0,7.7,9.4,13134.0,302,0,1,1,1,0,2025-03-14,2025-03-15,2025-03-12,42,3.0,5,157,4,1
Hotel Edison Times Square,4.0,7.7,9.4,13134.0,475,0,1,1,1,0,2025-03-15,2025-03-16,2025-03-12,34,4.0,5,157,5,1
Hotel Edison Times Square,4.0,7.7,9.4,13134.0,673,0,1,1,1,0,2025-03-15,2025-03-17,2025-03-12,59,3.0,5,157,5,2
Hotel Edison Times Square,4.0,7.7,9.4,13134.0,982,0,1,1,1,0,2025-03-15,2025-03-18,2025-03-12,48,3.0,5,157,5,3
Hotel Edison Times Square,4.0,7.7,9.4,13134.0,2193,0,1,1,1,0,2025-03-15,2025-03-20,2025-03-12,33,3.0,5,157,5,5
Hotel Edison Times Square,4.0,7.7,9.4,13138.0,220,1,1,1,1,0,2025-03-16,2025-03-17,2025-03-10,44,3.0,5,157,6,1
