hotel_name,star_rating,rating_score,location_score,review_amount,price,breakfast_included,free_cancellation,no_prepayment_needed,centrally_located,sustainability_certification,checkin,checkout,snapshot,group_index,bed_score,distance_score,hotel_name_encoded,ttt,los
17John,5.0,9.0,9.4,232.0,1527,0,0,0,1,0,2025-03-16,2025-03-20,2025-03-12,97,0.0,5,2,6,4
17John,5.0,9.0,9.4,232.0,696,0,0,0,1,0,2025-03-19,2025-03-21,2025-03-10,18,0.0,5,2,9,2
17John,5.0,9.0,9.4,234.0,1477,0,0,0,0,0,2025-03-19,2025-03-23,2025-03-17,97,0.0,1,2,9,4
17John,5.0,9.0,9.4,232.0,1126,0,1,0,1,0,2025-03-30,2025-04-03,2025-03-12,24,0.0,5,2,20,4
17John,5.0,9.0,9.4,232.0,1505,0,1,0,1,0,2025-04-02,2025-04-07,2025-03-12,4,0.0,5,2,23,5
45 Times Square Hotel,3.0,8.3,9.6,3123.0,1710,0,1,0,1,0,2025-03-12,2025-03-17,2025-03-10,85,3.0,5,6,2,5
45 Times Square Hotel,3.0,8.3,9.6,3125.0,438,0,1,0,0,0,2025-04-04,2025-04-05,2025-03-10,96,3.0,1,6,25,1
AC Hotel by Marriott New York Downtown,4.0,8.4,,1609.0,767,0,0,1,1,0,2025-03-12,2025-03-15,2025-03-12,91,4.0,5,9,2,3
AC Hotel by Marriott New York Downtown,4.0,8.4,,1609.0,1046,0,0,1,1,0,2025-03-12,2025-03-16,2025-03-12,99,4.0,5,9,2,4
AC Hotel by Marriott New York Downtown,4.0,8.4,,1609.0,1221,0,0,1,1,0,2025-03-12,2025-03-17,2025-03-12,90,4.0,5,9,2,5
AC Hotel by Marriott New York Downtown,4.0,8.4,,1609.0,471,0,0,0,1,0,2025-03-20,2025-03-22,2025-03-12,15,4.0,5,9,10,2
AC Hotel by Marriott New York Downtown,4.0,8.4,,1609.0,158,0,0,0,1,0,2025-03-23,2025-03-24,2025-03-12,5,4.0,5,9,13,1
AC Hotel by Marriott New York Downtown,4.0,8.4,,1609.0,262,0,0,0,1,0,2025-03-24,2025-03-25,2025-03-12,11,2.0,5,9,14,1
AC Hotel by Marriott New York Downtown,4.0,8.4,,1609.0,241,0,0,0,1,0,2025-03-27,2025-03-28,2025-03-12,15,2.0,5,9,17,1
AC Hotel by Marriott New York Downtown,4.0,8.4,,1606.0,690,0,0,0,1,0,2025-03-27,2025-03-30,2025-03-17,20,4.0,5,9,17,3
AC Hotel by Marriott New York Downtown,4.0,8.4,,1609.0,168,0,0,0,1,0,2025-03-30,2025-03-31,2025-03-12,17,2.0,5,9,20,1
AC Hotel by Marriott New York Downtown,4.0,8.4,,1608.0,1553,0,0,0,1,0,2025-03-30,2025-04-04,2025-03-10,12,2.0,5,9,20,5
AC Hotel by Marriott New York Downtown,4.0,8.4,,1604.0,188,0,0,0,1,0,2025-04-06,2025-04-07,2025-03-17,21,4.0,5,9,27,1
Ace Hotel New York,4.0,7.6,9.3,1787.0,409,0,1,1,0,0,2025-03-12,2025-03-13,2025-03-10,100,1.0,3,13,2,1
Ace Hotel New York,4.0,7.6,,1787.0,1688,0,1,1,1,0,2025-03-15,2025-03-19,2025-03-12,95,2.0,5,13,5,4
Ace Hotel New York,4.0,7.6,,1785.0,822,0,0,0,1,0,2025-03-17,2025-03-19,2025-03-17,24,2.0,5,13,7,2
Ace Hotel New York,4.0,7.6,,1785.0,1399,0,0,1,0,0,2025-03-17,2025-03-20,2025-03-17,46,1.0,3,13,7,3
Ace Hotel New York,4.0,7.6,,1785.0,1785,0,0,1,1,0,2025-03-17,2025-03-21,2025-03-17,49,1.0,5,13,7,4
Ace Hotel New York,4.0,7.6,,1785.0,1815,0,0,1,1,0,2025-03-17,2025-03-22,2025-03-17,46,1.0,5,13,7,5
Ace Hotel New York,4.0,7.6,,1785.0,617,0,0,1,0,0,2025-03-18,2025-03-19,2025-03-17,52,1.0,3,13,8,1
Ace Hotel New York,4.0,7.6,,1785.0,1170,0,0,1,0,0,2025-03-18,2025-03-20,2025-03-17,53,2.0,3,13,8,2
Ace Hotel New York,4.0,7.6,,1785.0,1565,0,0,1,0,0,2025-03-18,2025-03-21,2025-03-17,52,1.0,3,13,8,3
Ace Hotel New York,4.0,7.6,,1785.0,1710,0,0,1,0,0,2025-03-18,2025-03-22,2025-03-17,49,2.0,3,13,8,4
Ace Hotel New York,4.0,7.6,,1785.0,606,0,1,1,1,0,2025-03-19,2025-03-20,2025-03-17,97,1.0,5,13,9,1
Ace Hotel New York,4.0,7.6,,1785.0,896,0,1,1,1,0,2025-03-19,2025-03-21,2025-03-17,99,2.0,5,13,9,2
Ace Hotel New York,4.0,7.6,,1787.0,1150,0,1,1,1,0,2025-03-22,2025-03-26,2025-03-12,96,2.0,5,13,12,4
Ace Hotel New York,4.0,7.6,,1785.0,3635,0,1,1,1,0,2025-03-22,2025-03-27,2025-03-17,99,0.0,5,13,12,5
Ace Hotel New York,4.0,7.6,,1787.0,285,0,1,1,1,0,2025-03-24,2025-03-25,2025-03-12,100,1.0,5,13,14,1
Ace Hotel New York,4.0,7.6,,1787.0,1458,0,1,1,1,0,2025-03-24,2025-03-29,2025-03-12,100,1.0,5,13,14,5
Ace Hotel New York,4.0,7.6,,1787.0,1313,0,0,0,1,0,2025-03-25,2025-03-30,2025-03-12,24,1.0,5,13,15,5
Ace Hotel New York,4.0,7.6,,1787.0,1145,0,0,0,1,0,2025-03-27,2025-04-01,2025-03-12,56,1.0,5,13,17,5
Ace Hotel New York,4.0,7.6,,1787.0,429,0,1,0,1,0,2025-03-28,2025-03-30,2025-03-12,9,1.0,5,13,18,2
Ace Hotel New York,4.0,7.6,,1788.0,565,0,1,1,1,0,2025-03-30,2025-04-01,2025-03-10,87,1.0,5,13,20,2
Ace Hotel New York,4.0,7.6,,1788.0,374,0,1,1,0,0,2025-04-04,2025-04-05,2025-03-10,89,1.0,3,13,25,1
Aliz Hotel Times Square,4.0,8.1,,6537.0,1567,0,0,0,1,0,2025-03-13,2025-03-18,2025-03-10,45,4.0,5,14,3,5
Aliz Hotel Times Square,4.0,8.1,,6540.0,1460,0,0,0,1,0,2025-03-16,2025-03-20,2025-03-12,41,4.0,5,14,6,4
Aliz Hotel Times Square,4.0,8.1,,6537.0,685,0,0,0,1,0,2025-03-19,2025-03-21,2025-03-10,54,4.0,5,14,9,2
Aliz Hotel Times Square,4.0,8.1,,6561.0,1390,0,0,0,0,0,2025-03-19,2025-03-23,2025-03-17,43,4.0,4,14,9,4
Aliz Hotel Times Square,4.0,8.1,,6540.0,268,0,0,0,1,0,2025-03-20,2025-03-21,2025-03-12,57,4.0,5,14,10,1
Aliz Hotel Times Square,4.0,8.1,,6537.0,1412,0,0,0,0,0,2025-03-20,2025-03-25,2025-03-10,50,4.0,1,14,10,5
Aliz Hotel Times Square,4.0,8.1,,6537.0,362,0,0,0,1,0,2025-03-22,2025-03-23,2025-03-10,53,4.0,5,14,12,1
Aliz Hotel Times Square,4.0,8.1,,6537.0,687,0,0,0,1,0,2025-03-23,2025-03-26,2025-03-10,58,4.0,5,14,13,3
Aliz Hotel Times Square,4.0,8.1,,6561.0,272,0,0,0,1,0,2025-03-25,2025-03-26,2025-03-17,58,4.0,5,14,15,1
Aliz Hotel Times Square,4.0,8.1,,6566.0,1076,0,0,0,1,0,2025-03-29,2025-04-02,2025-03-17,54,4.0,5,14,19,4
Aloft Manhattan Downtown - Financial District,4.0,7.9,,1095.0,2062,0,1,1,0,0,2025-03-16,2025-03-21,2025-03-10,98,4.0,1,16,6,5
Aloft New York Chelsea,4.0,8.4,,202.0,995,0,0,1,1,0,2025-03-13,2025-03-17,2025-03-12,6,4.0,5,17,3,4
Archer Hotel New York,4.0,8.8,9.5,1038.0,777,0,0,1,0,1,2025-03-12,2025-03-14,2025-03-10,83,3.0,1,21,2,2
Archer Hotel New York,4.0,8.8,9.5,1038.0,311,0,1,1,1,1,2025-03-13,2025-03-14,2025-03-10,91,4.0,5,21,3,1
Archer Hotel New York,4.0,8.8,9.5,1041.0,627,0,0,1,1,1,2025-03-13,2025-03-15,2025-03-12,89,4.0,5,21,3,2
Archer Hotel New York,4.0,8.8,9.5,1041.0,972,0,0,1,1,1,2025-03-13,2025-03-16,2025-03-12,87,3.0,5,21,3,3
Archer Hotel New York,4.0,8.8,9.5,1041.0,1213,0,0,1,1,1,2025-03-13,2025-03-17,2025-03-12,98,3.0,5,21,3,4
Archer Hotel New York,4.0,8.8,9.5,1041.0,1692,0,0,1,1,1,2025-03-13,2025-03-18,2025-03-12,86,4.0,5,21,3,5
Archer Hotel New York,4.0,8.8,9.5,1041.0,658,0,0,1,1,1,2025-03-14,2025-03-16,2025-03-12,92,4.0,5,21,4,2
Archer Hotel New York,4.0,8.8,9.5,1041.0,899,0,0,1,1,1,2025-03-14,2025-03-17,2025-03-12,94,4.0,5,21,4,3
Archer Hotel New York,4.0,8.8,9.5,1041.0,1379,0,0,1,1,1,2025-03-14,2025-03-18,2025-03-12,85,4.0,5,21,4,4
Archer Hotel New York,4.0,8.8,9.5,1038.0,2030,0,1,1,1,1,2025-03-14,2025-03-19,2025-03-10,76,2.0,5,21,4,5
Archer Hotel New York,4.0,8.8,9.5,1041.0,345,0,1,1,1,1,2025-03-15,2025-03-16,2025-03-12,88,4.0,5,21,5,1
Archer Hotel New York,4.0,8.8,9.5,1038.0,680,0,1,1,1,1,2025-03-15,2025-03-17,2025-03-10,99,2.0,5,21,5,2
Archer Hotel New York,4.0,8.8,9.5,1038.0,1078,0,1,1,1,1,2025-03-15,2025-03-18,2025-03-10,91,4.0,5,21,5,3
Archer Hotel New York,4.0,8.8,9.5,1041.0,241,0,1,1,1,1,2025-03-16,2025-03-17,2025-03-12,98,4.0,5,21,6,1
Archer Hotel New York,4.0,8.8,9.5,1038.0,715,0,1,1,1,1,2025-03-16,2025-03-18,2025-03-10,19,4.0,5,21,6,2
Archer Hotel New York,4.0,8.8,9.5,1038.0,1305,0,1,1,1,1,2025-03-16,2025-03-19,2025-03-10,78,2.0,5,21,6,3
Archer Hotel New York,4.0,8.8,9.5,1038.0,1987,0,1,1,1,1,2025-03-16,2025-03-20,2025-03-10,80,2.0,5,21,6,4
Archer Hotel New York,4.0,8.8,9.5,1038.0,476,0,1,1,1,1,2025-03-17,2025-03-18,2025-03-10,96,4.0,5,21,7,1
Archer Hotel New York,4.0,8.8,9.5,1038.0,1747,0,1,1,1,1,2025-03-17,2025-03-20,2025-03-10,79,2.0,5,21,7,3
Archer Hotel New York,4.0,8.8,9.5,1038.0,1956,0,1,1,1,1,2025-03-17,2025-03-21,2025-03-10,89,2.0,5,21,7,4
Archer Hotel New York,4.0,8.8,9.5,1038.0,2349,0,1,1,1,1,2025-03-17,2025-03-22,2025-03-10,86,2.0,5,21,7,5
Archer Hotel New York,4.0,8.8,9.5,1038.0,1271,0,1,1,1,1,2025-03-18,2025-03-20,2025-03-10,83,2.0,5,21,8,2
Archer Hotel New York,4.0,8.8,9.5,1038.0,1459,0,1,1,1,1,2025-03-18,2025-03-21,2025-03-10,91,2.0,5,21,8,3
Archer Hotel New York,4.0,8.8,9.5,1038.0,1873,0,1,1,0,1,2025-03-18,2025-03-22,2025-03-10,82,2.0,1,21,8,4
Archer Hotel New York,4.0,8.8,9.5,1038.0,2123,0,1,1,1,1,2025-03-18,2025-03-23,2025-03-10,77,2.0,5,21,8,5
Archer Hotel New York,4.0,8.8,9.5,1039.0,520,0,0,1,1,1,2025-03-19,2025-03-20,2025-03-17,76,4.0,5,21,9,1
Archer Hotel New York,4.0,8.8,9.5,1039.0,1135,0,0,1,0,1,2025-03-19,2025-03-22,2025-03-17,82,2.0,1,21,9,3
Archer Hotel New York,4.0,8.8,9.5,1041.0,1410,0,1,1,1,1,2025-03-19,2025-03-23,2025-03-12,94,4.0,5,21,9,4
Archer Hotel New York,4.0,8.8,9.5,1041.0,1630,0,1,1,1,1,2025-03-19,2025-03-24,2025-03-12,92,4.0,5,21,9,5
Archer Hotel New York,4.0,8.8,9.5,1038.0,311,0,1,1,0,1,2025-03-20,2025-03-21,2025-03-10,94,3.0,1,21,10,1
Archer Hotel New York,4.0,8.8,9.5,1041.0,586,0,1,1,1,1,2025-03-20,2025-03-22,2025-03-12,2,2.0,5,21,10,2
Archer Hotel New York,4.0,8.8,9.5,1041.0,1109,0,1,1,1,1,2025-03-20,2025-03-24,2025-03-12,88,4.0,5,21,10,4
Archer Hotel New York,4.0,8.8,9.5,1041.0,1423,0,1,1,1,1,2025-03-20,2025-03-25,2025-03-12,97,4.0,5,21,10,5
Archer Hotel New York,4.0,8.8,9.5,1041.0,272,0,1,1,1,1,2025-03-21,2025-03-22,2025-03-12,89,2.0,5,21,11,1
Archer Hotel New York,4.0,8.8,9.5,1038.0,592,0,1,1,0,1,2025-03-21,2025-03-23,2025-03-10,81,4.0,1,21,11,2
Archer Hotel New York,4.0,8.8,9.5,1038.0,831,0,1,1,1,1,2025-03-21,2025-03-24,2025-03-10,95,2.0,5,21,11,3
Archer Hotel New York,4.0,8.8,9.5,1041.0,1109,0,1,1,1,1,2025-03-21,2025-03-25,2025-03-12,97,4.0,5,21,11,4
Archer Hotel New York,4.0,8.8,9.5,1038.0,1629,0,1,1,1,1,2025-03-21,2025-03-26,2025-03-10,87,2.0,5,21,11,5
Archer Hotel New York,4.0,8.8,9.5,1041.0,303,0,1,1,1,1,2025-03-22,2025-03-23,2025-03-12,3,2.0,5,21,12,1
Archer Hotel New York,4.0,8.8,9.5,1041.0,523,0,1,1,1,1,2025-03-22,2025-03-24,2025-03-12,1,4.0,5,21,12,2
Archer Hotel New York,4.0,8.8,9.5,1041.0,837,0,1,1,1,1,2025-03-22,2025-03-25,2025-03-12,1,4.0,5,21,12,3
Archer Hotel New York,4.0,8.8,9.5,1038.0,1338,0,1,1,1,1,2025-03-22,2025-03-26,2025-03-10,13,4.0,5,21,12,4
Archer Hotel New York,4.0,8.8,9.5,1041.0,220,0,1,1,1,1,2025-03-23,2025-03-24,2025-03-12,4,4.0,5,21,13,1
Archer Hotel New York,4.0,8.8,9.5,1039.0,533,0,1,1,0,1,2025-03-23,2025-03-25,2025-03-17,4,4.0,4,21,13,2
Archer Hotel New York,4.0,8.8,9.5,1041.0,982,0,1,1,1,1,2025-03-23,2025-03-26,2025-03-12,8,4.0,5,21,13,3
Archer Hotel New York,4.0,8.8,9.5,1039.0,1427,0,1,1,1,1,2025-03-23,2025-03-27,2025-03-17,85,2.0,5,21,13,4
Archer Hotel New York,4.0,8.8,9.5,1038.0,311,0,1,1,1,1,2025-03-24,2025-03-25,2025-03-10,100,3.0,5,21,14,1
Archer Hotel New York,4.0,8.8,9.5,1039.0,760,0,1,1,1,1,2025-03-24,2025-03-26,2025-03-17,87,2.0,5,21,14,2
Archer Hotel New York,4.0,8.8,9.5,1039.0,1208,0,1,1,0,1,2025-03-24,2025-03-27,2025-03-17,82,2.0,4,21,14,3
Archer Hotel New York,4.0,8.8,9.5,1041.0,448,0,1,1,1,1,2025-03-25,2025-03-26,2025-03-12,86,2.0,5,21,15,1
Archer Hotel New York,4.0,8.8,9.5,1039.0,895,0,1,1,1,1,2025-03-25,2025-03-27,2025-03-17,94,3.0,5,21,15,2
Archer Hotel New York,4.0,8.8,9.5,1039.0,1208,0,0,0,1,1,2025-03-25,2025-03-28,2025-03-17,97,3.0,5,21,15,3
Archer Hotel New York,4.0,8.8,9.5,1041.0,1482,0,0,0,1,1,2025-03-25,2025-03-29,2025-03-12,24,3.0,5,21,15,4
Archer Hotel New York,4.0,8.8,9.5,1041.0,1775,0,1,1,1,1,2025-03-25,2025-03-30,2025-03-12,13,3.0,5,21,15,5
Archer Hotel New York,4.0,8.8,9.5,1038.0,445,0,1,1,1,1,2025-03-26,2025-03-27,2025-03-10,91,4.0,5,21,16,1
Archer Hotel New York,4.0,8.8,9.5,1041.0,762,0,1,1,1,1,2025-03-26,2025-03-28,2025-03-12,91,4.0,5,21,16,2
Archer Hotel New York,4.0,8.8,9.5,1041.0,1034,0,1,1,1,1,2025-03-26,2025-03-29,2025-03-12,6,4.0,5,21,16,3
Archer Hotel New York,4.0,8.8,9.5,1039.0,1376,0,1,1,0,1,2025-03-26,2025-03-30,2025-03-17,90,4.0,1,21,16,4
Archer Hotel New York,4.0,8.8,9.5,1038.0,1680,0,1,1,1,1,2025-03-26,2025-03-31,2025-03-10,89,4.0,5,21,16,5
Archer Hotel New York,4.0,8.8,9.5,1041.0,313,0,1,1,1,1,2025-03-27,2025-03-28,2025-03-12,8,3.0,5,21,17,1
Archer Hotel New York,4.0,8.8,9.5,1041.0,586,0,1,1,1,1,2025-03-27,2025-03-29,2025-03-12,2,3.0,5,21,17,2
Archer Hotel New York,4.0,8.8,9.5,1041.0,878,0,1,1,1,1,2025-03-27,2025-03-30,2025-03-12,2,3.0,5,21,17,3
Archer Hotel New York,4.0,8.8,9.5,1039.0,1148,0,1,1,1,1,2025-03-27,2025-03-31,2025-03-17,8,4.0,5,21,17,4
Archer Hotel New York,4.0,8.8,9.5,1041.0,1443,0,1,1,1,1,2025-03-27,2025-04-01,2025-03-12,11,2.0,5,21,17,5
Archer Hotel New York,4.0,8.8,9.5,1041.0,272,0,1,1,1,1,2025-03-28,2025-03-29,2025-03-12,99,3.0,5,21,18,1
Archer Hotel New York,4.0,8.8,9.5,1041.0,565,0,1,1,1,1,2025-03-28,2025-03-30,2025-03-12,1,3.0,5,21,18,2
Archer Hotel New York,4.0,8.8,9.5,1041.0,785,0,1,1,1,1,2025-03-28,2025-03-31,2025-03-12,1,2.0,5,21,18,3
Archer Hotel New York,4.0,8.8,9.5,1041.0,1130,0,1,1,1,1,2025-03-28,2025-04-01,2025-03-12,100,2.0,5,21,18,4
Archer Hotel New York,4.0,8.8,9.5,1038.0,1896,0,1,1,1,1,2025-03-28,2025-04-02,2025-03-10,97,2.0,5,21,18,5
Archer Hotel New York,4.0,8.8,9.5,1041.0,293,0,1,1,1,1,2025-03-29,2025-03-30,2025-03-12,93,2.0,5,21,19,1
Archer Hotel New York,4.0,8.8,9.5,1039.0,876,0,1,1,0,1,2025-03-29,2025-04-01,2025-03-17,97,3.0,4,21,19,3
Archer Hotel New York,4.0,8.8,9.5,1041.0,1358,0,1,1,1,1,2025-03-29,2025-04-02,2025-03-12,10,2.0,5,21,19,4
Archer Hotel New York,4.0,8.8,9.5,1041.0,220,0,1,1,1,1,2025-03-30,2025-03-31,2025-03-12,5,3.0,5,21,20,1
Archer Hotel New York,4.0,8.8,9.5,1038.0,643,0,1,1,1,1,2025-03-30,2025-04-01,2025-03-10,50,2.0,5,21,20,2
Archer Hotel New York,4.0,8.8,9.5,1039.0,1063,0,1,1,0,1,2025-03-30,2025-04-02,2025-03-17,89,2.0,1,21,20,3
Archer Hotel New York,4.0,8.8,9.5,1041.0,1565,0,1,1,1,1,2025-03-30,2025-04-03,2025-03-12,99,2.0,5,21,20,4
Archer Hotel New York,4.0,8.8,9.5,1041.0,345,0,1,1,1,1,2025-03-31,2025-04-01,2025-03-12,96,2.0,5,21,21,1
Archer Hotel New York,4.0,8.8,9.5,1041.0,845,0,1,1,1,1,2025-03-31,2025-04-02,2025-03-12,17,2.0,5,21,21,2
Archer Hotel New York,4.0,8.8,9.5,1038.0,1552,0,1,1,1,1,2025-03-31,2025-04-03,2025-03-10,84,2.0,5,21,21,3
Archer Hotel New York,4.0,8.8,9.5,1038.0,1158,0,1,1,0,1,2025-04-01,2025-04-03,2025-03-10,92,2.0,1,21,22,2
Archer Hotel New York,4.0,8.8,9.5,1038.0,1342,0,1,1,1,1,2025-04-01,2025-04-04,2025-03-17,97,2.0,5,21,22,3
Archer Hotel New York,4.0,8.8,9.5,1039.0,843,0,1,1,1,1,2025-04-02,2025-04-04,2025-03-17,92,2.0,5,21,23,2
Archer Hotel New York,4.0,8.8,9.5,1041.0,1210,0,1,1,1,1,2025-04-02,2025-04-05,2025-03-12,11,2.0,5,21,23,3
Archer Hotel New York,4.0,8.8,9.5,1041.0,1607,0,1,1,1,1,2025-04-02,2025-04-06,2025-03-12,85,2.0,5,21,23,4
Archer Hotel New York,4.0,8.8,9.5,1039.0,1875,0,1,1,1,1,2025-04-02,2025-04-07,2025-03-17,99,2.0,5,21,23,5
Archer Hotel New York,4.0,8.8,9.5,1041.0,345,0,1,1,1,1,2025-04-03,2025-04-04,2025-03-12,96,2.0,5,21,24,1
Archer Hotel New York,4.0,8.8,9.5,1039.0,709,0,1,1,1,1,2025-04-03,2025-04-05,2025-03-17,10,3.0,5,21,24,2
Archer Hotel New York,4.0,8.8,9.5,1039.0,1104,0,1,1,0,1,2025-04-03,2025-04-06,2025-03-17,1,4.0,1,21,24,3
Archer Hotel New York,4.0,8.8,9.5,1039.0,1376,0,1,1,0,1,2025-04-03,2025-04-07,2025-03-17,87,4.0,1,21,24,4
Archer Hotel New York,4.0,8.8,9.5,1041.0,365,0,1,1,1,1,2025-04-04,2025-04-05,2025-03-12,7,3.0,5,21,25,1
Archer Hotel New York,4.0,8.8,9.5,1038.0,760,0,1,1,1,1,2025-04-04,2025-04-06,2025-03-17,75,3.0,5,21,25,2
Archer Hotel New York,4.0,8.8,9.5,1039.0,1032,0,1,1,0,1,2025-04-04,2025-04-07,2025-03-17,5,4.0,1,21,25,3
Archer Hotel New York,4.0,8.8,9.5,1038.0,1427,0,1,1,1,1,2025-04-04,2025-04-08,2025-03-17,4,3.0,5,21,25,4
Archer Hotel New York,4.0,8.8,9.5,1041.0,1982,0,1,1,1,1,2025-04-04,2025-04-09,2025-03-12,41,3.0,5,21,25,5
Archer Hotel New York,4.0,8.8,9.5,1041.0,396,0,1,1,1,1,2025-04-05,2025-04-06,2025-03-12,8,3.0,5,21,26,1
Archer Hotel New York,4.0,8.8,9.5,1041.0,668,0,1,1,1,1,2025-04-05,2025-04-07,2025-03-12,96,3.0,5,21,26,2
Archer Hotel New York,4.0,8.8,9.5,1038.0,1346,0,1,1,1,1,2025-04-05,2025-04-08,2025-03-10,85,3.0,5,21,26,3
Archer Hotel New York,4.0,8.8,9.5,1041.0,2169,0,1,1,1,1,2025-04-05,2025-04-10,2025-03-12,98,4.0,5,21,26,5
Archer Hotel New York,4.0,8.8,9.5,1038.0,271,0,1,1,1,1,2025-04-06,2025-04-07,2025-03-17,6,3.0,5,21,27,1
Archer Hotel New York,4.0,8.8,9.5,1038.0,667,0,1,1,1,1,2025-04-06,2025-04-08,2025-03-17,95,2.0,5,21,27,2
Archer Hotel New York,4.0,8.8,9.5,1038.0,1218,0,1,1,1,1,2025-04-06,2025-04-09,2025-03-17,100,4.0,5,21,27,3
Archer Hotel New York,4.0,8.8,9.5,1038.0,1769,0,1,1,0,1,2025-04-06,2025-04-10,2025-03-17,96,2.0,4,21,27,4
Archer Hotel New York,4.0,8.8,9.5,1038.0,2123,0,1,1,1,1,2025-04-06,2025-04-11,2025-03-17,90,2.0,5,21,27,5
Archer Hotel New York,4.0,8.8,9.5,1038.0,486,0,0,0,0,1,2025-04-07,2025-04-08,2025-03-10,95,4.0,1,21,28,1
Archer Hotel New York,4.0,8.8,9.5,1041.0,948,0,1,1,1,1,2025-04-07,2025-04-09,2025-03-12,85,3.0,5,21,28,2
Archer Hotel New York,4.0,8.8,9.5,1038.0,1583,0,1,1,0,1,2025-04-07,2025-04-10,2025-03-10,94,4.0,1,21,28,3
Archer Hotel New York,4.0,8.8,9.5,1038.0,1852,0,1,1,1,1,2025-04-07,2025-04-11,2025-03-17,13,4.0,5,21,28,4
Archer Hotel New York,4.0,8.8,9.5,1038.0,2257,0,1,1,1,1,2025-04-07,2025-04-12,2025-03-17,85,2.0,5,21,28,5
Archer Hotel New York,4.0,8.8,9.5,1038.0,548,0,1,1,0,1,2025-04-08,2025-04-09,2025-03-10,98,4.0,1,21,29,1
Archer Hotel New York,4.0,8.8,9.5,1038.0,1096,0,1,1,0,1,2025-04-08,2025-04-10,2025-03-10,96,3.0,4,21,29,2
Archer Hotel New York,4.0,8.8,9.5,1038.0,1456,0,1,1,1,1,2025-04-08,2025-04-11,2025-03-17,97,4.0,5,21,29,3
Archer Hotel New York,4.0,8.8,9.5,1038.0,1945,0,0,0,0,1,2025-04-08,2025-04-12,2025-03-10,88,4.0,1,21,29,4
Archer Hotel New York,4.0,8.8,9.5,1038.0,2309,0,1,1,0,1,2025-04-08,2025-04-13,2025-03-17,89,3.0,4,21,29,5
Archer Hotel New York,4.0,8.8,9.5,1038.0,548,0,0,0,1,1,2025-04-09,2025-04-10,2025-03-10,74,4.0,5,21,30,1
Archer Hotel New York,4.0,8.8,9.5,1038.0,905,0,1,1,0,1,2025-04-09,2025-04-11,2025-03-17,12,3.0,1,21,30,2
Archer Hotel New York,4.0,8.8,9.5,1038.0,1311,0,1,1,1,1,2025-04-09,2025-04-12,2025-03-17,88,3.0,5,21,30,3
Archer Hotel New York,4.0,8.8,9.5,1038.0,1759,0,1,1,1,1,2025-04-09,2025-04-13,2025-03-17,22,3.0,5,21,30,4
Archer Hotel New York,4.0,8.8,9.5,1038.0,2030,0,1,1,1,1,2025-04-09,2025-04-14,2025-03-17,92,3.0,5,21,30,5
Arlo Midtown,4.0,8.6,,6106.0,462,0,0,0,1,0,2025-03-12,2025-03-13,2025-03-12,10,4.0,5,22,2,1
Arlo Midtown,4.0,8.6,,6106.0,800,0,0,0,1,0,2025-03-12,2025-03-14,2025-03-12,11,4.0,5,22,2,2
Arlo Midtown,4.0,8.6,,6106.0,1666,0,0,0,1,0,2025-03-12,2025-03-15,2025-03-12,11,4.0,5,22,2,3
Arlo Midtown,4.0,8.6,,6103.0,335,0,1,0,1,0,2025-03-13,2025-03-14,2025-03-10,7,4.0,5,22,3,1
Arlo Midtown,4.0,8.6,,6103.0,1079,0,0,0,0,0,2025-03-13,2025-03-16,2025-03-10,4,4.0,1,22,3,3
Arlo Midtown,4.0,8.6,,6103.0,1287,0,0,0,1,0,2025-03-13,2025-03-17,2025-03-10,10,4.0,5,22,3,4
Arlo Midtown,4.0,8.6,,6106.0,1715,0,0,0,1,0,2025-03-13,2025-03-18,2025-03-12,12,4.0,5,22,3,5
Arlo Midtown,4.0,8.6,,6103.0,743,0,1,0,1,0,2025-03-14,2025-03-16,2025-03-10,10,4.0,5,22,4,2
Arlo Midtown,4.0,8.6,,6103.0,937,0,0,0,1,0,2025-03-14,2025-03-17,2025-03-10,11,4.0,5,22,4,3
Arlo Midtown,4.0,8.6,,6103.0,1245,0,0,0,0,0,2025-03-14,2025-03-18,2025-03-10,11,4.0,1,22,4,4
Arlo Midtown,4.0,8.6,,6103.0,377,0,1,0,1,0,2025-03-15,2025-03-16,2025-03-10,8,4.0,5,22,5,1
Arlo Midtown,4.0,8.6,,6103.0,588,0,1,0,1,0,2025-03-15,2025-03-17,2025-03-10,11,4.0,5,22,5,2
Arlo Midtown,4.0,8.6,,6103.0,971,0,0,0,1,0,2025-03-15,2025-03-18,2025-03-10,11,4.0,5,22,5,3
Arlo Midtown,4.0,8.6,,6106.0,1518,0,0,0,1,0,2025-03-15,2025-03-19,2025-03-12,11,4.0,5,22,5,4
Arlo Midtown,4.0,8.6,,6106.0,2249,0,1,0,1,0,2025-03-15,2025-03-20,2025-03-12,10,2.0,5,22,5,5
Arlo Midtown,4.0,8.6,,6103.0,191,0,1,0,1,0,2025-03-16,2025-03-17,2025-03-10,12,4.0,5,22,6,1
Arlo Midtown,4.0,8.6,,6106.0,572,0,1,0,1,0,2025-03-16,2025-03-18,2025-03-12,13,4.0,5,22,6,2
Arlo Midtown,4.0,8.6,,6106.0,1125,0,0,0,1,0,2025-03-16,2025-03-19,2025-03-12,11,4.0,5,22,6,3
