Hotel Name,TTT,LOS,price_expedia,hotel_name,ttt,los,price_booking,price_difference,abs_price_difference
"Hotel 50 Bowery, part of JdV by Hyatt",29,2,689.0,"Hotel 50 Bowery, part of JdV by Hyatt",29,2,830,-141.0,141.0
"Hotel 50 Bowery, part of JdV by Hyatt",29,3,1079.0,"Hotel 50 Bowery, part of JdV by Hyatt",29,3,1121,-42.0,42.0
"Hotel 50 Bowery, part of JdV by Hyatt",29,4,1619.0,"Hotel 50 Bowery, part of JdV by Hyatt",29,4,1554,65.0,65.0
"Hotel 50 Bowery, part of JdV by Hyatt",29,5,1870.0,"Hotel 50 Bowery, part of JdV by Hyatt",29,5,1879,-9.0,9.0
"Hotel 50 Bowery, part of JdV by Hyatt",30,1,372.0,"Hotel 50 Bowery, part of JdV by Hyatt",30,1,376,-4.0,4.0
"Hotel 50 Bowery, part of JdV by Hyatt",30,2,782.0,"Hotel 50 Bowery, part of JdV by Hyatt",30,2,711,71.0,71.0
"Hotel 50 Bowery, part of JdV by Hyatt",30,3,1154.0,"Hotel 50 Bowery, part of JdV by Hyatt",30,3,1072,82.0,82.0
"Hotel 50 Bowery, part of JdV by Hyatt",30,4,1572.0,"Hotel 50 Bowery, part of JdV by Hyatt",30,4,1473,99.0,99.0
"Hotel 50 Bowery, part of JdV by Hyatt",30,5,1777.0,"Hotel 50 Bowery, part of JdV by Hyatt",30,5,1737,40.0,40.0
Hotel 57 by LuxUrban,3,1,255.0,Hotel 57 by LuxUrban,3,1,272,-17.0,17.0
Hotel 57 by LuxUrban,4,3,749.0,Hotel 57 by LuxUrban,4,3,825,-76.0,76.0
Hotel 57 by LuxUrban,4,4,970.0,Hotel 57 by LuxUrban,4,4,1268,-298.0,298.0
Hotel 57 by LuxUrban,5,2,337.0,Hotel 57 by LuxUrban,5,2,492,-155.0,155.0
Hotel 57 by LuxUrban,5,3,576.0,Hotel 57 by LuxUrban,5,3,832,-256.0,256.0
Hotel 57 by LuxUrban,6,1,175.0,Hotel 57 by LuxUrban,6,1,228,-53.0,53.0
Hotel 57 by LuxUrban,6,2,388.0,Hotel 57 by LuxUrban,6,2,513,-125.0,125.0
Hotel 57 by LuxUrban,6,3,638.0,Hotel 57 by LuxUrban,6,3,932,-294.0,294.0
Hotel 57 by LuxUrban,6,4,860.0,Hotel 57 by LuxUrban,6,4,1603,-743.0,743.0
Hotel 57 by LuxUrban,6,5,1164.0,Hotel 57 by LuxUrban,6,5,1945,-781.0,781.0
Hotel 57 by LuxUrban,7,1,174.0,Hotel 57 by LuxUrban,7,1,249,-75.0,75.0
Hotel 57 by LuxUrban,7,2,333.0,Hotel 57 by LuxUrban,7,2,765,-432.0,432.0
Hotel 57 by LuxUrban,7,4,838.0,Hotel 57 by LuxUrban,7,4,1686,-848.0,848.0
Hotel 57 by LuxUrban,8,1,171.0,Hotel 57 by LuxUrban,8,1,376,-205.0,205.0
Hotel 57 by LuxUrban,8,2,379.0,Hotel 57 by LuxUrban,8,2,877,-498.0,498.0
Hotel 57 by LuxUrban,8,3,656.0,Hotel 57 by LuxUrban,8,3,1219,-563.0,563.0
Hotel 57 by LuxUrban,9,1,167.0,Hotel 57 by LuxUrban,9,1,387,-220.0,220.0
Hotel 57 by LuxUrban,9,2,333.0,Hotel 57 by LuxUrban,9,2,659,-326.0,326.0
Hotel 57 by LuxUrban,9,3,569.0,Hotel 57 by LuxUrban,9,3,1186,-617.0,617.0
Hotel 57 by LuxUrban,9,4,821.0,Hotel 57 by LuxUrban,9,4,1598,-777.0,777.0
Hotel 57 by LuxUrban,9,5,1042.0,Hotel 57 by LuxUrban,9,5,1732,-690.0,690.0
Hotel 57 by LuxUrban,10,1,171.0,Hotel 57 by LuxUrban,10,1,263,-92.0,92.0
Hotel 57 by LuxUrban,10,2,394.0,Hotel 57 by LuxUrban,10,2,459,-65.0,65.0
Hotel 57 by LuxUrban,10,3,719.0,Hotel 57 by LuxUrban,10,3,725,-6.0,6.0
Hotel 57 by LuxUrban,10,4,867.0,Hotel 57 by LuxUrban,10,4,1007,-140.0,140.0
Hotel 57 by LuxUrban,10,5,1179.0,Hotel 57 by LuxUrban,10,5,1117,62.0,62.0
Hotel 57 by LuxUrban,11,1,205.0,Hotel 57 by LuxUrban,11,1,229,-24.0,24.0
Hotel 57 by LuxUrban,11,2,401.0,Hotel 57 by LuxUrban,11,2,507,-106.0,106.0
Hotel 57 by LuxUrban,11,3,614.0,Hotel 57 by LuxUrban,11,3,700,-86.0,86.0
Hotel 57 by LuxUrban,11,4,835.0,Hotel 57 by LuxUrban,11,4,986,-151.0,151.0
Hotel 57 by LuxUrban,11,5,1111.0,Hotel 57 by LuxUrban,11,5,1098,13.0,13.0
Hotel 57 by LuxUrban,12,1,170.0,Hotel 57 by LuxUrban,12,1,267,-97.0,97.0
Hotel 57 by LuxUrban,12,2,376.0,Hotel 57 by LuxUrban,12,2,378,-2.0,2.0
Hotel 57 by LuxUrban,12,3,597.0,Hotel 57 by LuxUrban,12,3,632,-35.0,35.0
Hotel 57 by LuxUrban,12,4,873.0,Hotel 57 by LuxUrban,12,4,728,145.0,145.0
Hotel 57 by LuxUrban,12,5,1164.0,Hotel 57 by LuxUrban,12,5,1064,100.0,100.0
Hotel 57 by LuxUrban,13,1,206.0,Hotel 57 by LuxUrban,13,1,154,52.0,52.0
Hotel 57 by LuxUrban,13,2,404.0,Hotel 57 by LuxUrban,13,2,377,27.0,27.0
Hotel 57 by LuxUrban,13,3,626.0,Hotel 57 by LuxUrban,13,3,505,121.0,121.0
Hotel 57 by LuxUrban,13,4,843.0,Hotel 57 by LuxUrban,13,4,805,38.0,38.0
Hotel 57 by LuxUrban,13,5,1119.0,Hotel 57 by LuxUrban,13,5,921,198.0,198.0
Hotel 57 by LuxUrban,14,1,170.0,Hotel 57 by LuxUrban,14,1,150,20.0,20.0
Hotel 57 by LuxUrban,14,2,372.0,Hotel 57 by LuxUrban,14,2,388,-16.0,16.0
Hotel 57 by LuxUrban,14,3,589.0,Hotel 57 by LuxUrban,14,3,559,30.0,30.0
Hotel 57 by LuxUrban,14,4,865.0,Hotel 57 by LuxUrban,14,4,777,88.0,88.0
Hotel 57 by LuxUrban,14,5,1177.0,Hotel 57 by LuxUrban,14,5,1188,-11.0,11.0
Hotel 57 by LuxUrban,15,1,202.0,Hotel 57 by LuxUrban,15,1,185,17.0,17.0
Hotel 57 by LuxUrban,15,2,419.0,Hotel 57 by LuxUrban,15,2,420,-1.0,1.0
Hotel 57 by LuxUrban,15,3,656.0,Hotel 57 by LuxUrban,15,3,614,42.0,42.0
Hotel 57 by LuxUrban,15,4,878.0,Hotel 57 by LuxUrban,15,4,965,-87.0,87.0
Hotel 57 by LuxUrban,15,5,1167.0,Hotel 57 by LuxUrban,15,5,1182,-15.0,15.0
Hotel 57 by LuxUrban,16,1,170.0,Hotel 57 by LuxUrban,16,1,217,-47.0,47.0
Hotel 57 by LuxUrban,16,2,372.0,Hotel 57 by LuxUrban,16,2,408,-36.0,36.0
Hotel 57 by LuxUrban,16,4,860.0,Hotel 57 by LuxUrban,16,4,1084,-224.0,224.0
Hotel 57 by LuxUrban,16,5,1172.0,Hotel 57 by LuxUrban,16,5,1140,32.0,32.0
Hotel 57 by LuxUrban,17,1,202.0,Hotel 57 by LuxUrban,17,1,198,4.0,4.0
Hotel 57 by LuxUrban,17,2,413.0,Hotel 57 by LuxUrban,17,2,587,-174.0,174.0
Hotel 57 by LuxUrban,17,4,1001.0,Hotel 57 by LuxUrban,17,4,1073,-72.0,72.0
Hotel 57 by LuxUrban,17,5,1516.0,Hotel 57 by LuxUrban,17,5,1182,334.0,334.0
Hotel 57 by LuxUrban,18,1,212.0,Hotel 57 by LuxUrban,18,1,395,-183.0,183.0
Hotel 57 by LuxUrban,18,2,488.0,Hotel 57 by LuxUrban,18,2,561,-73.0,73.0
Hotel 57 by LuxUrban,18,3,800.0,Hotel 57 by LuxUrban,18,3,656,144.0,144.0
Hotel 57 by LuxUrban,18,4,1135.0,Hotel 57 by LuxUrban,18,4,832,303.0,303.0
Hotel 57 by LuxUrban,18,5,1413.0,Hotel 57 by LuxUrban,18,5,1021,392.0,392.0
Hotel 57 by LuxUrban,19,1,234.0,Hotel 57 by LuxUrban,19,1,238,-4.0,4.0
Hotel 57 by LuxUrban,19,2,505.0,Hotel 57 by LuxUrban,19,2,402,103.0,103.0
Hotel 57 by LuxUrban,19,3,773.0,Hotel 57 by LuxUrban,19,3,538,235.0,235.0
Hotel 57 by LuxUrban,19,4,1043.0,Hotel 57 by LuxUrban,19,4,926,117.0,117.0
Hotel 57 by LuxUrban,19,5,1324.0,Hotel 57 by LuxUrban,19,5,1146,178.0,178.0
Hotel 57 by LuxUrban,20,1,271.0,Hotel 57 by LuxUrban,20,1,171,100.0,100.0
Hotel 57 by LuxUrban,20,2,496.0,Hotel 57 by LuxUrban,20,2,325,171.0,171.0
Hotel 57 by LuxUrban,20,3,809.0,Hotel 57 by LuxUrban,20,3,498,311.0,311.0
Hotel 57 by LuxUrban,20,4,1132.0,Hotel 57 by LuxUrban,20,4,812,320.0,320.0
Hotel 57 by LuxUrban,20,5,1494.0,Hotel 57 by LuxUrban,20,5,1116,378.0,378.0
Hotel 57 by LuxUrban,21,1,284.0,Hotel 57 by LuxUrban,21,1,198,86.0,86.0
Hotel 57 by LuxUrban,21,2,496.0,Hotel 57 by LuxUrban,21,2,405,91.0,91.0
Hotel 57 by LuxUrban,21,3,799.0,Hotel 57 by LuxUrban,21,3,643,156.0,156.0
Hotel 57 by LuxUrban,21,4,1068.0,Hotel 57 by LuxUrban,21,4,895,173.0,173.0
Hotel 57 by LuxUrban,21,5,1348.0,Hotel 57 by LuxUrban,21,5,1319,29.0,29.0
Hotel 57 by LuxUrban,22,1,271.0,Hotel 57 by LuxUrban,22,1,183,88.0,88.0
Hotel 57 by LuxUrban,22,2,520.0,Hotel 57 by LuxUrban,22,2,419,101.0,101.0
Hotel 57 by LuxUrban,22,3,809.0,Hotel 57 by LuxUrban,22,3,695,114.0,114.0
Hotel 57 by LuxUrban,22,4,1132.0,Hotel 57 by LuxUrban,22,4,1035,97.0,97.0
Hotel 57 by LuxUrban,22,5,1469.0,Hotel 57 by LuxUrban,22,5,1614,-145.0,145.0
Hotel 57 by LuxUrban,23,1,284.0,Hotel 57 by LuxUrban,23,1,249,35.0,35.0
Hotel 57 by LuxUrban,23,2,496.0,Hotel 57 by LuxUrban,23,2,486,10.0,10.0
Hotel 57 by LuxUrban,23,3,799.0,Hotel 57 by LuxUrban,23,3,813,-14.0,14.0
Hotel 57 by LuxUrban,23,4,1068.0,Hotel 57 by LuxUrban,23,4,1353,-285.0,285.0
Hotel 57 by LuxUrban,23,5,1348.0,Hotel 57 by LuxUrban,23,5,1401,-53.0,53.0
Hotel 57 by LuxUrban,24,1,271.0,Hotel 57 by LuxUrban,24,1,261,10.0,10.0
Hotel 57 by LuxUrban,24,2,567.0,Hotel 57 by LuxUrban,24,2,682,-115.0,115.0
Hotel 57 by LuxUrban,24,4,1132.0,Hotel 57 by LuxUrban,24,4,1273,-141.0,141.0
Hotel 57 by LuxUrban,24,5,1510.0,Hotel 57 by LuxUrban,24,5,1593,-83.0,83.0
Hotel 57 by LuxUrban,25,1,284.0,Hotel 57 by LuxUrban,25,1,399,-115.0,115.0
Hotel 57 by LuxUrban,25,2,567.0,Hotel 57 by LuxUrban,25,2,815,-248.0,248.0
Hotel 57 by LuxUrban,25,3,863.0,Hotel 57 by LuxUrban,25,3,1130,-267.0,267.0
Hotel 57 by LuxUrban,25,4,1289.0,Hotel 57 by LuxUrban,25,4,1384,-95.0,95.0
Hotel 57 by LuxUrban,25,5,1834.0,Hotel 57 by LuxUrban,25,5,1341,493.0,493.0
Hotel 57 by LuxUrban,26,1,260.0,Hotel 57 by LuxUrban,26,1,457,-197.0,197.0
Hotel 57 by LuxUrban,26,2,492.0,Hotel 57 by LuxUrban,26,2,728,-236.0,236.0
Hotel 57 by LuxUrban,26,3,874.0,Hotel 57 by LuxUrban,26,3,973,-99.0,99.0
Hotel 57 by LuxUrban,26,4,1336.0,Hotel 57 by LuxUrban,26,4,1129,207.0,207.0
Hotel 57 by LuxUrban,26,5,1737.0,Hotel 57 by LuxUrban,26,5,1235,502.0,502.0
Hotel 57 by LuxUrban,27,1,273.0,Hotel 57 by LuxUrban,27,1,233,40.0,40.0
Hotel 57 by LuxUrban,27,2,659.0,Hotel 57 by LuxUrban,27,2,443,216.0,216.0
Hotel 57 by LuxUrban,27,3,1077.0,Hotel 57 by LuxUrban,27,3,657,420.0,420.0
Hotel 57 by LuxUrban,27,4,1383.0,Hotel 57 by LuxUrban,27,4,965,418.0,418.0
Hotel 57 by LuxUrban,27,5,1691.0,Hotel 57 by LuxUrban,27,5,1110,581.0,581.0
Hotel 57 by LuxUrban,28,1,386.0,Hotel 57 by LuxUrban,28,1,244,142.0,142.0
Hotel 57 by LuxUrban,28,2,533.0,Hotel 57 by LuxUrban,28,2,471,62.0,62.0
Hotel 57 by LuxUrban,28,3,822.0,Hotel 57 by LuxUrban,28,3,683,139.0,139.0
Hotel 57 by LuxUrban,28,4,1185.0,Hotel 57 by LuxUrban,28,4,941,244.0,244.0
Hotel 57 by LuxUrban,28,5,1556.0,Hotel 57 by LuxUrban,28,5,1384,172.0,172.0
Hotel 57 by LuxUrban,29,1,273.0,Hotel 57 by LuxUrban,29,1,256,17.0,17.0
Hotel 57 by LuxUrban,29,2,605.0,Hotel 57 by LuxUrban,29,2,498,107.0,107.0
Hotel 57 by LuxUrban,29,3,938.0,Hotel 57 by LuxUrban,29,3,752,186.0,186.0
Hotel 57 by LuxUrban,29,4,1433.0,Hotel 57 by LuxUrban,29,4,1196,237.0,237.0
Hotel 57 by LuxUrban,29,5,1779.0,Hotel 57 by LuxUrban,29,5,1692,87.0,87.0
Hotel 57 by LuxUrban,30,1,260.0,Hotel 57 by LuxUrban,30,1,219,41.0,41.0
Hotel 57 by LuxUrban,30,2,563.0,Hotel 57 by LuxUrban,30,2,484,79.0,79.0
Hotel 57 by LuxUrban,30,4,1268.0,Hotel 57 by LuxUrban,30,4,1500,-232.0,232.0
Hotel 57 by LuxUrban,30,5,1636.0,Hotel 57 by LuxUrban,30,5,1697,-61.0,61.0
Hotel AKA NoMad,7,2,569.0,Hotel AKA NoMad,7,2,1295,-726.0,726.0
Hotel AKA NoMad,7,3,842.0,Hotel AKA NoMad,7,3,3201,-2359.0,2359.0
Hotel AKA NoMad,7,5,1597.0,Hotel AKA NoMad,7,5,4622,-3025.0,3025.0
Hotel AKA NoMad,8,1,285.0,Hotel AKA NoMad,8,1,676,-391.0,391.0
Hotel AKA NoMad,8,2,558.0,Hotel AKA NoMad,8,2,1582,-1024.0,1024.0
Hotel AKA NoMad,8,5,1597.0,Hotel AKA NoMad,8,5,2725,-1128.0,1128.0
Hotel AKA NoMad,12,1,285.0,Hotel AKA NoMad,12,1,297,-12.0,12.0
Hotel AKA NoMad,12,2,569.0,Hotel AKA NoMad,12,2,568,1.0,1.0
Hotel AKA NoMad,15,5,1853.0,Hotel AKA NoMad,15,5,1818,35.0,35.0
Hotel AKA NoMad,17,1,359.0,Hotel AKA NoMad,17,1,361,-2.0,2.0
Hotel AKA NoMad,18,3,1147.0,Hotel AKA NoMad,18,3,771,376.0,376.0
Hotel AKA NoMad,19,1,359.0,Hotel AKA NoMad,19,1,295,64.0,64.0
Hotel AKA NoMad,26,1,296.0,Hotel AKA NoMad,26,1,378,-82.0,82.0
Hotel Beacon,3,5,2153.0,Hotel Beacon,3,5,2732,-579.0,579.0
Hotel Beacon,4,5,2183.0,Hotel Beacon,4,5,2835,-652.0,652.0
Hotel Beacon,5,2,797.0,Hotel Beacon,5,2,1157,-360.0,360.0
Hotel Beacon,5,3,1086.0,Hotel Beacon,5,3,1612,-526.0,526.0
Hotel Beacon,9,2,848.0,Hotel Beacon,9,2,1000,-152.0,152.0
Hotel Beacon,10,1,373.0,Hotel Beacon,10,1,503,-130.0,130.0
Hotel Beacon,14,2,999.0,Hotel Beacon,14,2,738,261.0,261.0
Hotel Beacon,15,1,499.0,Hotel Beacon,15,1,359,140.0,140.0
Hotel Beacon,16,2,999.0,Hotel Beacon,16,2,772,227.0,227.0
Hotel Beacon,20,2,911.0,Hotel Beacon,20,2,719,192.0,192.0
Hotel Beacon,21,3,1560.0,Hotel Beacon,21,3,1359,201.0,201.0
Hotel Beacon,23,1,482.0,Hotel Beacon,23,1,442,40.0,40.0
Hotel Beacon,27,1,446.0,Hotel Beacon,27,1,427,19.0,19.0
Hotel Beacon,28,3,1392.0,Hotel Beacon,28,3,1398,-6.0,6.0
Hotel Beacon,29,1,446.0,Hotel Beacon,29,1,484,-38.0,38.0
Hotel Beacon,29,4,2492.0,Hotel Beacon,29,4,2129,363.0,363.0
Hotel Beacon,30,1,499.0,Hotel Beacon,30,1,500,-1.0,1.0
Hotel Edison Times Square,1,1,289.0,Hotel Edison Times Square,1,1,391,-102.0,102.0
Hotel Edison Times Square,3,1,243.0,Hotel Edison Times Square,3,1,266,-23.0,23.0
Hotel Edison Times Square,3,2,677.0,Hotel Edison Times Square,3,2,604,73.0,73.0
Hotel Edison Times Square,4,1,278.0,Hotel Edison Times Square,4,1,302,-24.0,24.0
Hotel Edison Times Square,5,1,243.0,Hotel Edison Times Square,5,1,475,-232.0,232.0
Hotel Edison Times Square,5,2,700.0,Hotel Edison Times Square,5,2,673,27.0,27.0
Hotel Edison Times Square,5,3,957.0,Hotel Edison Times Square,5,3,982,-25.0,25.0
Hotel Edison Times Square,5,5,1478.0,Hotel Edison Times Square,5,5,2193,-715.0,715.0
Hotel Edison Times Square,6,1,266.0,Hotel Edison Times Square,6,1,220,46.0,46.0
Hotel Edison Times Square,6,2,510.0,Hotel Edison Times Square,6,2,535,-25.0,25.0
Hotel Edison Times Square,6,3,836.0,Hotel Edison Times Square,6,3,1212,-376.0,376.0
Hotel Edison Times Square,6,4,1040.0,Hotel Edison Times Square,6,4,1705,-665.0,665.0
Hotel Edison Times Square,7,1,243.0,Hotel Edison Times Square,7,1,313,-70.0,70.0
Hotel Edison Times Square,7,3,778.0,Hotel Edison Times Square,7,3,1403,-625.0,625.0
Hotel Edison Times Square,8,1,255.0,Hotel Edison Times Square,8,1,410,-155.0,155.0
Hotel Edison Times Square,8,2,544.0,Hotel Edison Times Square,8,2,824,-280.0,280.0
Hotel Edison Times Square,9,1,266.0,Hotel Edison Times Square,9,1,389,-123.0,123.0
Hotel Edison Times Square,10,1,255.0,Hotel Edison Times Square,10,1,255,0.0,0.0
Hotel Edison Times Square,10,2,452.0,Hotel Edison Times Square,10,2,499,-47.0,47.0
Hotel Edison Times Square,10,3,783.0,Hotel Edison Times Square,10,3,873,-90.0,90.0
Hotel Edison Times Square,10,4,1148.0,Hotel Edison Times Square,10,4,1035,113.0,113.0
Hotel Edison Times Square,11,1,220.0,Hotel Edison Times Square,11,1,244,-24.0,24.0
Hotel Edison Times Square,11,2,533.0,Hotel Edison Times Square,11,2,579,-46.0,46.0
Hotel Edison Times Square,11,3,767.0,Hotel Edison Times Square,11,3,780,-13.0,13.0
Hotel Edison Times Square,12,1,266.0,Hotel Edison Times Square,12,1,348,-82.0,82.0
Hotel Edison Times Square,12,2,510.0,Hotel Edison Times Square,12,2,545,-35.0,35.0
Hotel Edison Times Square,13,1,227.0,Hotel Edison Times Square,13,1,209,18.0,18.0
Hotel Edison Times Square,13,2,544.0,Hotel Edison Times Square,13,2,737,-193.0,193.0
Hotel Edison Times Square,13,3,932.0,Hotel Edison Times Square,13,3,1107,-175.0,175.0
Hotel Edison Times Square,13,4,1244.0,Hotel Edison Times Square,13,4,1471,-227.0,227.0
Hotel Edison Times Square,13,5,1240.0,Hotel Edison Times Square,13,5,1756,-516.0,516.0
Hotel Edison Times Square,14,2,682.0,Hotel Edison Times Square,14,2,794,-112.0,112.0
Hotel Edison Times Square,14,3,801.0,Hotel Edison Times Square,14,3,1142,-341.0,341.0
Hotel Edison Times Square,14,4,1054.0,Hotel Edison Times Square,14,4,1506,-452.0,452.0
Hotel Edison Times Square,14,5,1432.0,Hotel Edison Times Square,14,5,1875,-443.0,443.0
Hotel Edison Times Square,15,1,227.0,Hotel Edison Times Square,15,1,288,-61.0,61.0
Hotel Edison Times Square,15,2,597.0,Hotel Edison Times Square,15,2,554,43.0,43.0
Hotel Edison Times Square,15,3,753.0,Hotel Edison Times Square,15,3,799,-46.0,46.0
Hotel Edison Times Square,15,4,1100.0,Hotel Edison Times Square,15,4,1144,-44.0,44.0
Hotel Edison Times Square,16,1,296.0,Hotel Edison Times Square,16,1,265,31.0,31.0
Hotel Edison Times Square,16,2,409.0,Hotel Edison Times Square,16,2,535,-126.0,126.0
Hotel Edison Times Square,16,3,741.0,Hotel Edison Times Square,16,3,850,-109.0,109.0
Hotel Edison Times Square,16,4,1171.0,Hotel Edison Times Square,16,4,1233,-62.0,62.0
Hotel Edison Times Square,16,5,1476.0,Hotel Edison Times Square,16,5,1372,104.0,104.0
Hotel Edison Times Square,17,1,204.0,Hotel Edison Times Square,17,1,265,-61.0,61.0
Hotel Edison Times Square,17,2,562.0,Hotel Edison Times Square,17,2,604,-42.0,42.0
Hotel Edison Times Square,17,3,955.0,Hotel Edison Times Square,17,3,970,-15.0,15.0
Hotel Edison Times Square,17,4,1324.0,Hotel Edison Times Square,17,4,1168,156.0,156.0
Hotel Edison Times Square,17,5,1694.0,Hotel Edison Times Square,17,5,1311,383.0,383.0
Hotel Edison Times Square,18,1,324.0,Hotel Edison Times Square,18,1,337,-13.0,13.0
Hotel Edison Times Square,18,2,762.0,Hotel Edison Times Square,18,2,719,43.0,43.0
Hotel Edison Times Square,18,3,1109.0,Hotel Edison Times Square,18,3,906,203.0,203.0
Hotel Edison Times Square,19,2,567.0,Hotel Edison Times Square,19,2,563,4.0,4.0
Hotel Edison Times Square,19,3,962.0,Hotel Edison Times Square,19,3,780,182.0,182.0
Hotel Edison Times Square,19,4,1377.0,Hotel Edison Times Square,19,4,1245,132.0,132.0
Hotel Edison Times Square,19,5,1661.0,Hotel Edison Times Square,19,5,1467,194.0,194.0
Hotel Edison Times Square,20,1,301.0,Hotel Edison Times Square,20,1,204,97.0,97.0
Hotel Edison Times Square,20,3,1139.0,Hotel Edison Times Square,20,3,839,300.0,300.0
Hotel Edison Times Square,20,5,1683.0,Hotel Edison Times Square,20,5,1402,281.0,281.0
Hotel Edison Times Square,21,3,916.0,Hotel Edison Times Square,21,3,934,-18.0,18.0
Hotel Edison Times Square,21,4,1274.0,Hotel Edison Times Square,21,4,1246,28.0,28.0
Hotel Edison Times Square,21,5,1552.0,Hotel Edison Times Square,21,5,1577,-25.0,25.0
Hotel Edison Times Square,22,1,301.0,Hotel Edison Times Square,22,1,347,-46.0,46.0
Hotel Edison Times Square,22,2,693.0,Hotel Edison Times Square,22,2,683,10.0,10.0
Hotel Edison Times Square,22,3,1024.0,Hotel Edison Times Square,22,3,938,86.0,86.0
Hotel Edison Times Square,22,4,1370.0,Hotel Edison Times Square,22,4,1430,-60.0,60.0
Hotel Edison Times Square,22,5,1683.0,Hotel Edison Times Square,22,5,1832,-149.0,149.0
Hotel Edison Times Square,23,1,370.0,Hotel Edison Times Square,23,1,336,34.0,34.0
Hotel Edison Times Square,23,2,739.0,Hotel Edison Times Square,23,2,632,107.0,107.0
Hotel Edison Times Square,23,3,939.0,Hotel Edison Times Square,23,3,1060,-121.0,121.0
Hotel Edison Times Square,23,4,1297.0,Hotel Edison Times Square,23,4,1545,-248.0,248.0
Hotel Edison Times Square,23,5,1574.0,Hotel Edison Times Square,23,5,1708,-134.0,134.0
Hotel Edison Times Square,24,1,301.0,Hotel Edison Times Square,24,1,394,-93.0,93.0
Hotel Edison Times Square,24,2,647.0,Hotel Edison Times Square,24,2,724,-77.0,77.0
Hotel Edison Times Square,24,3,959.0,Hotel Edison Times Square,24,3,1454,-495.0,495.0
Hotel Edison Times Square,24,4,1283.0,Hotel Edison Times Square,24,4,1437,-154.0,154.0
Hotel Edison Times Square,24,5,1600.0,Hotel Edison Times Square,24,5,1670,-70.0,70.0
Hotel Edison Times Square,25,1,335.0,Hotel Edison Times Square,25,1,405,-70.0,70.0
Hotel Edison Times Square,25,2,693.0,Hotel Edison Times Square,25,2,890,-197.0,197.0
Hotel Edison Times Square,25,3,994.0,Hotel Edison Times Square,25,3,1385,-391.0,391.0
Hotel Edison Times Square,25,4,1382.0,Hotel Edison Times Square,25,4,1433,-51.0,51.0
Hotel Edison Times Square,25,5,1720.0,Hotel Edison Times Square,25,5,1769,-49.0,49.0
Hotel Edison Times Square,26,1,347.0,Hotel Edison Times Square,26,1,694,-347.0,347.0
Hotel Edison Times Square,26,2,682.0,Hotel Edison Times Square,26,2,903,-221.0,221.0
Hotel Edison Times Square,26,3,1047.0,Hotel Edison Times Square,26,3,1263,-216.0,216.0
Hotel Edison Times Square,26,4,1462.0,Hotel Edison Times Square,26,4,1449,13.0,13.0
Hotel Edison Times Square,26,5,1752.0,Hotel Edison Times Square,26,5,1784,-32.0,32.0
Hotel Edison Times Square,27,1,335.0,Hotel Edison Times Square,27,1,348,-13.0,13.0
Hotel Edison Times Square,27,3,1127.0,Hotel Edison Times Square,27,3,963,164.0,164.0
Hotel Edison Times Square,27,5,1824.0,Hotel Edison Times Square,27,5,1664,160.0,160.0
Hotel Edison Times Square,28,2,769.0,Hotel Edison Times Square,28,2,706,63.0,63.0
Hotel Edison Times Square,28,4,1864.0,Hotel Edison Times Square,28,4,1412,452.0,452.0
Hotel Edison Times Square,28,5,2005.0,Hotel Edison Times Square,28,5,1701,304.0,304.0
Hotel Edison Times Square,29,1,399.0,Hotel Edison Times Square,29,1,417,-18.0,18.0
Hotel Edison Times Square,29,5,2141.0,Hotel Edison Times Square,29,5,1828,313.0,313.0
Hotel Edison Times Square,30,5,2234.0,Hotel Edison Times Square,30,5,1740,494.0,494.0
Hotel Indigo Lower East Side New York by IHG,1,3,917.0,Hotel Indigo Lower East Side New York by IHG,1,3,1298,-381.0,381.0
Hotel Indigo Lower East Side New York by IHG,1,4,1253.0,Hotel Indigo Lower East Side New York by IHG,1,4,1781,-528.0,528.0
Hotel Indigo Lower East Side New York by IHG,1,5,1853.0,Hotel Indigo Lower East Side New York by IHG,1,5,2334,-481.0,481.0
Hotel Indigo Lower East Side New York by IHG,2,3,743.0,Hotel Indigo Lower East Side New York by IHG,2,3,1554,-811.0,811.0
Hotel Indigo Lower East Side New York by IHG,2,4,910.0,Hotel Indigo Lower East Side New York by IHG,2,4,2111,-1201.0,1201.0
Hotel Indigo Lower East Side New York by IHG,2,5,1643.0,Hotel Indigo Lower East Side New York by IHG,2,5,2305,-662.0,662.0
Hotel Indigo Lower East Side New York by IHG,3,3,719.0,Hotel Indigo Lower East Side New York by IHG,3,3,1446,-727.0,727.0
Hotel Indigo Lower East Side New York by IHG,3,4,1188.0,Hotel Indigo Lower East Side New York by IHG,3,4,1682,-494.0,494.0
Hotel Indigo Lower East Side New York by IHG,3,5,1267.0,Hotel Indigo Lower East Side New York by IHG,3,5,2104,-837.0,837.0
Hotel Indigo Lower East Side New York by IHG,4,3,711.0,Hotel Indigo Lower East Side New York by IHG,4,3,1235,-524.0,524.0
Hotel Indigo Lower East Side New York by IHG,4,4,946.0,Hotel Indigo Lower East Side New York by IHG,4,4,1650,-704.0,704.0
Hotel Indigo Lower East Side New York by IHG,4,5,1168.0,Hotel Indigo Lower East Side New York by IHG,4,5,2178,-1010.0,1010.0
Hotel Indigo Lower East Side New York by IHG,5,3,642.0,Hotel Indigo Lower East Side New York by IHG,5,3,1187,-545.0,545.0
