Hotel Name,TTT,LOS,price_expedia,hotel_name,ttt,los,price_booking,price_difference,abs_price_difference
17John,6,4,1083.0,17John,6,4,1527,-444.0,444.0
17John,9,2,514.0,17John,9,2,696,-182.0,182.0
17John,9,4,1046.0,17John,9,4,1477,-431.0,431.0
17John,20,4,1265.0,17John,20,4,1126,139.0,139.0
17John,23,5,1575.0,17John,23,5,1505,70.0,70.0
45 Times Square Hotel,2,5,1748.0,45 Times Square Hotel,2,5,1710,38.0,38.0
45 Times Square Hotel,25,1,325.0,45 Times Square Hotel,25,1,438,-113.0,113.0
AC Hotel by Marriott New York Downtown,2,3,759.0,AC Hotel by Marriott New York Downtown,2,3,767,-8.0,8.0
AC Hotel by Marriott New York Downtown,2,4,927.0,AC Hotel by Marriott New York Downtown,2,4,1046,-119.0,119.0
AC Hotel by Marriott New York Downtown,2,5,1194.0,AC Hotel by Marriott New York Downtown,2,5,1221,-27.0,27.0
AC Hotel by Marriott New York Downtown,10,2,480.0,AC Hotel by Marriott New York Downtown,10,2,471,9.0,9.0
AC Hotel by Marriott New York Downtown,13,1,209.0,AC Hotel by Marriott New York Downtown,13,1,158,51.0,51.0
AC Hotel by Marriott New York Downtown,14,1,230.0,AC Hotel by Marriott New York Downtown,14,1,262,-32.0,32.0
AC Hotel by Marriott New York Downtown,17,1,292.0,AC Hotel by Marriott New York Downtown,17,1,241,51.0,51.0
AC Hotel by Marriott New York Downtown,17,3,802.0,AC Hotel by Marriott New York Downtown,17,3,690,112.0,112.0
AC Hotel by Marriott New York Downtown,20,1,323.0,AC Hotel by Marriott New York Downtown,20,1,168,155.0,155.0
AC Hotel by Marriott New York Downtown,20,5,1375.0,AC Hotel by Marriott New York Downtown,20,5,1553,-178.0,178.0
AC Hotel by Marriott New York Downtown,27,1,343.0,AC Hotel by Marriott New York Downtown,27,1,188,155.0,155.0
Ace Hotel New York,2,1,530.0,Ace Hotel New York,2,1,409,121.0,121.0
Ace Hotel New York,5,4,1078.0,Ace Hotel New York,5,4,1688,-610.0,610.0
Ace Hotel New York,7,2,427.0,Ace Hotel New York,7,2,822,-395.0,395.0
Ace Hotel New York,7,3,723.0,Ace Hotel New York,7,3,1399,-676.0,676.0
Ace Hotel New York,7,4,1078.0,Ace Hotel New York,7,4,1785,-707.0,707.0
Ace Hotel New York,7,5,1345.0,Ace Hotel New York,7,5,1815,-470.0,470.0
Ace Hotel New York,8,1,248.0,Ace Hotel New York,8,1,617,-369.0,369.0
Ace Hotel New York,8,2,544.0,Ace Hotel New York,8,2,1170,-626.0,626.0
Ace Hotel New York,8,3,783.0,Ace Hotel New York,8,3,1565,-782.0,782.0
Ace Hotel New York,8,4,1092.0,Ace Hotel New York,8,4,1710,-618.0,618.0
Ace Hotel New York,9,1,296.0,Ace Hotel New York,9,1,606,-310.0,310.0
Ace Hotel New York,9,2,427.0,Ace Hotel New York,9,2,896,-469.0,469.0
Ace Hotel New York,12,4,1000.0,Ace Hotel New York,12,4,1150,-150.0,150.0
Ace Hotel New York,12,5,1257.0,Ace Hotel New York,12,5,3635,-2378.0,2378.0
Ace Hotel New York,14,1,199.0,Ace Hotel New York,14,1,285,-86.0,86.0
Ace Hotel New York,14,5,1286.0,Ace Hotel New York,14,5,1458,-172.0,172.0
Ace Hotel New York,15,5,1442.0,Ace Hotel New York,15,5,1313,129.0,129.0
Ace Hotel New York,17,5,1733.0,Ace Hotel New York,17,5,1145,588.0,588.0
Ace Hotel New York,18,2,630.0,Ace Hotel New York,18,2,429,201.0,201.0
Ace Hotel New York,20,2,630.0,Ace Hotel New York,20,2,565,65.0,65.0
Ace Hotel New York,25,1,368.0,Ace Hotel New York,25,1,374,-6.0,6.0
Aliz Hotel Times Square,3,5,1823.0,Aliz Hotel Times Square,3,5,1567,256.0,256.0
Aliz Hotel Times Square,6,4,1065.0,Aliz Hotel Times Square,6,4,1460,-395.0,395.0
Aliz Hotel Times Square,9,2,544.0,Aliz Hotel Times Square,9,2,685,-141.0,141.0
Aliz Hotel Times Square,9,4,992.0,Aliz Hotel Times Square,9,4,1390,-398.0,398.0
Aliz Hotel Times Square,10,1,266.0,Aliz Hotel Times Square,10,1,268,-2.0,2.0
Aliz Hotel Times Square,10,5,1186.0,Aliz Hotel Times Square,10,5,1412,-226.0,226.0
Aliz Hotel Times Square,12,1,262.0,Aliz Hotel Times Square,12,1,362,-100.0,100.0
Aliz Hotel Times Square,13,3,666.0,Aliz Hotel Times Square,13,3,687,-21.0,21.0
Aliz Hotel Times Square,15,1,222.0,Aliz Hotel Times Square,15,1,272,-50.0,50.0
Aliz Hotel Times Square,19,4,1214.0,Aliz Hotel Times Square,19,4,1076,138.0,138.0
Aloft Manhattan Downtown - Financial District,6,5,847.0,Aloft Manhattan Downtown - Financial District,6,5,2062,-1215.0,1215.0
Aloft New York Chelsea,3,4,927.0,Aloft New York Chelsea,3,4,995,-68.0,68.0
Archer Hotel New York,2,2,682.0,Archer Hotel New York,2,2,777,-95.0,95.0
Archer Hotel New York,3,1,335.0,Archer Hotel New York,3,1,311,24.0,24.0
Archer Hotel New York,3,2,923.0,Archer Hotel New York,3,2,627,296.0,296.0
Archer Hotel New York,3,3,1223.0,Archer Hotel New York,3,3,972,251.0,251.0
Archer Hotel New York,3,4,1559.0,Archer Hotel New York,3,4,1213,346.0,346.0
Archer Hotel New York,3,5,1802.0,Archer Hotel New York,3,5,1692,110.0,110.0
Archer Hotel New York,4,2,647.0,Archer Hotel New York,4,2,658,-11.0,11.0
Archer Hotel New York,4,3,982.0,Archer Hotel New York,4,3,899,83.0,83.0
Archer Hotel New York,4,4,1226.0,Archer Hotel New York,4,4,1379,-153.0,153.0
Archer Hotel New York,4,5,1572.0,Archer Hotel New York,4,5,2030,-458.0,458.0
Archer Hotel New York,5,1,243.0,Archer Hotel New York,5,1,345,-102.0,102.0
Archer Hotel New York,5,2,590.0,Archer Hotel New York,5,2,680,-90.0,90.0
Archer Hotel New York,5,3,879.0,Archer Hotel New York,5,3,1078,-199.0,199.0
Archer Hotel New York,6,1,302.0,Archer Hotel New York,6,1,241,61.0,61.0
Archer Hotel New York,6,2,521.0,Archer Hotel New York,6,2,715,-194.0,194.0
Archer Hotel New York,6,3,834.0,Archer Hotel New York,6,3,1305,-471.0,471.0
Archer Hotel New York,6,4,1280.0,Archer Hotel New York,6,4,1987,-707.0,707.0
Archer Hotel New York,7,1,219.0,Archer Hotel New York,7,1,476,-257.0,257.0
Archer Hotel New York,7,3,792.0,Archer Hotel New York,7,3,1747,-955.0,955.0
Archer Hotel New York,7,4,1105.0,Archer Hotel New York,7,4,1956,-851.0,851.0
Archer Hotel New York,7,5,1551.0,Archer Hotel New York,7,5,2349,-798.0,798.0
Archer Hotel New York,8,2,521.0,Archer Hotel New York,8,2,1271,-750.0,750.0
Archer Hotel New York,8,3,834.0,Archer Hotel New York,8,3,1459,-625.0,625.0
Archer Hotel New York,8,4,1280.0,Archer Hotel New York,8,4,1873,-593.0,593.0
Archer Hotel New York,8,5,1789.0,Archer Hotel New York,8,5,2123,-334.0,334.0
Archer Hotel New York,9,1,219.0,Archer Hotel New York,9,1,520,-301.0,301.0
Archer Hotel New York,9,3,927.0,Archer Hotel New York,9,3,1135,-208.0,208.0
Archer Hotel New York,9,4,1146.0,Archer Hotel New York,9,4,1410,-264.0,264.0
Archer Hotel New York,9,5,1489.0,Archer Hotel New York,9,5,1630,-141.0,141.0
Archer Hotel New York,10,1,302.0,Archer Hotel New York,10,1,311,-9.0,9.0
Archer Hotel New York,10,2,614.0,Archer Hotel New York,10,2,586,28.0,28.0
Archer Hotel New York,10,4,1177.0,Archer Hotel New York,10,4,1109,68.0,68.0
Archer Hotel New York,10,5,1541.0,Archer Hotel New York,10,5,1423,118.0,118.0
Archer Hotel New York,11,1,312.0,Archer Hotel New York,11,1,272,40.0,40.0
Archer Hotel New York,11,2,532.0,Archer Hotel New York,11,2,592,-60.0,60.0
Archer Hotel New York,11,3,875.0,Archer Hotel New York,11,3,831,44.0,44.0
Archer Hotel New York,11,4,1094.0,Archer Hotel New York,11,4,1109,-15.0,15.0
Archer Hotel New York,11,5,1438.0,Archer Hotel New York,11,5,1629,-191.0,191.0
Archer Hotel New York,12,1,219.0,Archer Hotel New York,12,1,303,-84.0,84.0
Archer Hotel New York,12,2,563.0,Archer Hotel New York,12,2,523,40.0,40.0
Archer Hotel New York,12,3,782.0,Archer Hotel New York,12,3,837,-55.0,55.0
Archer Hotel New York,12,4,1125.0,Archer Hotel New York,12,4,1338,-213.0,213.0
Archer Hotel New York,13,1,292.0,Archer Hotel New York,13,1,220,72.0,72.0
Archer Hotel New York,13,2,511.0,Archer Hotel New York,13,2,533,-22.0,22.0
Archer Hotel New York,13,3,854.0,Archer Hotel New York,13,3,982,-128.0,128.0
Archer Hotel New York,13,4,1094.0,Archer Hotel New York,13,4,1427,-333.0,333.0
Archer Hotel New York,14,1,271.0,Archer Hotel New York,14,1,311,-40.0,40.0
Archer Hotel New York,14,2,563.0,Archer Hotel New York,14,2,760,-197.0,197.0
Archer Hotel New York,14,3,782.0,Archer Hotel New York,14,3,1208,-426.0,426.0
Archer Hotel New York,15,1,292.0,Archer Hotel New York,15,1,448,-156.0,156.0
Archer Hotel New York,15,2,511.0,Archer Hotel New York,15,2,895,-384.0,384.0
Archer Hotel New York,15,3,854.0,Archer Hotel New York,15,3,1208,-354.0,354.0
Archer Hotel New York,15,4,1600.0,Archer Hotel New York,15,4,1482,118.0,118.0
Archer Hotel New York,15,5,1871.0,Archer Hotel New York,15,5,1775,96.0,96.0
Archer Hotel New York,16,1,219.0,Archer Hotel New York,16,1,445,-226.0,226.0
Archer Hotel New York,16,2,707.0,Archer Hotel New York,16,2,762,-55.0,55.0
Archer Hotel New York,16,3,1102.0,Archer Hotel New York,16,3,1034,68.0,68.0
Archer Hotel New York,16,4,1373.0,Archer Hotel New York,16,4,1376,-3.0,3.0
Archer Hotel New York,16,5,1768.0,Archer Hotel New York,16,5,1680,88.0,88.0
Archer Hotel New York,17,1,364.0,Archer Hotel New York,17,1,313,51.0,51.0
Archer Hotel New York,17,2,759.0,Archer Hotel New York,17,2,586,173.0,173.0
Archer Hotel New York,17,3,1030.0,Archer Hotel New York,17,3,878,152.0,152.0
Archer Hotel New York,17,4,1425.0,Archer Hotel New York,17,4,1148,277.0,277.0
Archer Hotel New York,17,5,1871.0,Archer Hotel New York,17,5,1443,428.0,428.0
Archer Hotel New York,18,1,343.0,Archer Hotel New York,18,1,272,71.0,71.0
Archer Hotel New York,18,2,666.0,Archer Hotel New York,18,2,565,101.0,101.0
Archer Hotel New York,18,3,1061.0,Archer Hotel New York,18,3,785,276.0,276.0
Archer Hotel New York,18,4,1373.0,Archer Hotel New York,18,4,1130,243.0,243.0
Archer Hotel New York,18,5,1768.0,Archer Hotel New York,18,5,1896,-128.0,128.0
Archer Hotel New York,19,1,271.0,Archer Hotel New York,19,1,293,-22.0,22.0
Archer Hotel New York,19,3,1030.0,Archer Hotel New York,19,3,876,154.0,154.0
Archer Hotel New York,19,4,1600.0,Archer Hotel New York,19,4,1358,242.0,242.0
Archer Hotel New York,20,1,343.0,Archer Hotel New York,20,1,220,123.0,123.0
Archer Hotel New York,20,2,666.0,Archer Hotel New York,20,2,643,23.0,23.0
Archer Hotel New York,20,3,1061.0,Archer Hotel New York,20,3,1063,-2.0,2.0
Archer Hotel New York,20,4,1373.0,Archer Hotel New York,20,4,1565,-192.0,192.0
Archer Hotel New York,21,1,271.0,Archer Hotel New York,21,1,345,-74.0,74.0
Archer Hotel New York,21,2,666.0,Archer Hotel New York,21,2,845,-179.0,179.0
Archer Hotel New York,21,3,1030.0,Archer Hotel New York,21,3,1552,-522.0,522.0
Archer Hotel New York,22,2,666.0,Archer Hotel New York,22,2,1158,-492.0,492.0
Archer Hotel New York,22,3,1061.0,Archer Hotel New York,22,3,1342,-281.0,281.0
Archer Hotel New York,23,2,759.0,Archer Hotel New York,23,2,843,-84.0,84.0
Archer Hotel New York,23,3,1205.0,Archer Hotel New York,23,3,1210,-5.0,5.0
Archer Hotel New York,23,4,1476.0,Archer Hotel New York,23,4,1607,-131.0,131.0
Archer Hotel New York,23,5,1954.0,Archer Hotel New York,23,5,1875,79.0,79.0
Archer Hotel New York,24,1,405.0,Archer Hotel New York,24,1,345,60.0,60.0
Archer Hotel New York,24,2,852.0,Archer Hotel New York,24,2,709,143.0,143.0
Archer Hotel New York,24,3,1123.0,Archer Hotel New York,24,3,1104,19.0,19.0
Archer Hotel New York,24,4,1600.0,Archer Hotel New York,24,4,1376,224.0,224.0
Archer Hotel New York,25,1,354.0,Archer Hotel New York,25,1,365,-11.0,11.0
Archer Hotel New York,25,2,718.0,Archer Hotel New York,25,2,760,-42.0,42.0
Archer Hotel New York,25,3,1195.0,Archer Hotel New York,25,3,1032,163.0,163.0
Archer Hotel New York,25,4,1476.0,Archer Hotel New York,25,4,1427,49.0,49.0
Archer Hotel New York,25,5,1954.0,Archer Hotel New York,25,5,1982,-28.0,28.0
Archer Hotel New York,26,1,271.0,Archer Hotel New York,26,1,396,-125.0,125.0
Archer Hotel New York,26,2,749.0,Archer Hotel New York,26,2,668,81.0,81.0
Archer Hotel New York,26,3,1123.0,Archer Hotel New York,26,3,1346,-223.0,223.0
Archer Hotel New York,26,5,2284.0,Archer Hotel New York,26,5,2169,115.0,115.0
Archer Hotel New York,27,1,354.0,Archer Hotel New York,27,1,271,83.0,83.0
Archer Hotel New York,27,2,718.0,Archer Hotel New York,27,2,667,51.0,51.0
Archer Hotel New York,27,3,1195.0,Archer Hotel New York,27,3,1218,-23.0,23.0
Archer Hotel New York,27,4,1476.0,Archer Hotel New York,27,4,1769,-293.0,293.0
Archer Hotel New York,27,5,2274.0,Archer Hotel New York,27,5,2123,151.0,151.0
Archer Hotel New York,28,1,271.0,Archer Hotel New York,28,1,486,-215.0,215.0
Archer Hotel New York,28,2,749.0,Archer Hotel New York,28,2,948,-199.0,199.0
Archer Hotel New York,28,3,1123.0,Archer Hotel New York,28,3,1583,-460.0,460.0
Archer Hotel New York,28,4,1993.0,Archer Hotel New York,28,4,1852,141.0,141.0
Archer Hotel New York,28,5,2284.0,Archer Hotel New York,28,5,2257,27.0,27.0
Archer Hotel New York,29,1,447.0,Archer Hotel New York,29,1,548,-101.0,101.0
Archer Hotel New York,29,2,718.0,Archer Hotel New York,29,2,1096,-378.0,378.0
Archer Hotel New York,29,3,1453.0,Archer Hotel New York,29,3,1456,-3.0,3.0
Archer Hotel New York,29,4,1931.0,Archer Hotel New York,29,4,1945,-14.0,14.0
Archer Hotel New York,29,5,2171.0,Archer Hotel New York,29,5,2309,-138.0,138.0
Archer Hotel New York,30,1,271.0,Archer Hotel New York,30,1,548,-277.0,277.0
Archer Hotel New York,30,2,749.0,Archer Hotel New York,30,2,905,-156.0,156.0
Archer Hotel New York,30,3,1391.0,Archer Hotel New York,30,3,1311,80.0,80.0
Archer Hotel New York,30,4,1631.0,Archer Hotel New York,30,4,1759,-128.0,128.0
Archer Hotel New York,30,5,2047.0,Archer Hotel New York,30,5,2030,17.0,17.0
Arlo Midtown,2,1,197.0,Arlo Midtown,2,1,462,-265.0,265.0
Arlo Midtown,2,2,624.0,Arlo Midtown,2,2,800,-176.0,176.0
Arlo Midtown,2,3,909.0,Arlo Midtown,2,3,1666,-757.0,757.0
Arlo Midtown,3,1,301.0,Arlo Midtown,3,1,335,-34.0,34.0
Arlo Midtown,3,3,808.0,Arlo Midtown,3,3,1079,-271.0,271.0
Arlo Midtown,3,4,1539.0,Arlo Midtown,3,4,1287,252.0,252.0
Arlo Midtown,3,5,1782.0,Arlo Midtown,3,5,1715,67.0,67.0
Arlo Midtown,4,2,601.0,Arlo Midtown,4,2,743,-142.0,142.0
Arlo Midtown,4,3,958.0,Arlo Midtown,4,3,937,21.0,21.0
Arlo Midtown,4,4,1232.0,Arlo Midtown,4,4,1245,-13.0,13.0
Arlo Midtown,5,1,209.0,Arlo Midtown,5,1,377,-168.0,168.0
Arlo Midtown,5,2,670.0,Arlo Midtown,5,2,588,82.0,82.0
Arlo Midtown,5,3,907.0,Arlo Midtown,5,3,971,-64.0,64.0
Arlo Midtown,5,4,1380.0,Arlo Midtown,5,4,1518,-138.0,138.0
Arlo Midtown,5,5,1598.0,Arlo Midtown,5,5,2249,-651.0,651.0
Arlo Midtown,6,1,301.0,Arlo Midtown,6,1,191,110.0,110.0
Arlo Midtown,6,2,578.0,Arlo Midtown,6,2,572,6.0,6.0
Arlo Midtown,6,3,878.0,Arlo Midtown,6,3,1125,-247.0,247.0
Arlo Midtown,6,4,1097.0,Arlo Midtown,6,4,1658,-561.0,561.0
Arlo Midtown,7,1,278.0,Arlo Midtown,7,1,379,-101.0,101.0
Arlo Midtown,7,3,828.0,Arlo Midtown,7,3,1329,-501.0,501.0
Arlo Midtown,7,4,1432.0,Arlo Midtown,7,4,1725,-293.0,293.0
Arlo Midtown,8,2,728.0,Arlo Midtown,8,2,980,-252.0,252.0
Arlo Midtown,8,3,929.0,Arlo Midtown,8,3,1320,-391.0,391.0
Arlo Midtown,8,4,1259.0,Arlo Midtown,8,4,1597,-338.0,338.0
Arlo Midtown,8,5,1458.0,Arlo Midtown,8,5,2057,-599.0,599.0
Arlo Midtown,9,1,289.0,Arlo Midtown,9,1,479,-190.0,190.0
Arlo Midtown,9,2,601.0,Arlo Midtown,9,2,815,-214.0,214.0
Arlo Midtown,9,3,869.0,Arlo Midtown,9,3,1071,-202.0,202.0
Arlo Midtown,9,4,1067.0,Arlo Midtown,9,4,1341,-274.0,274.0
Arlo Midtown,9,5,1347.0,Arlo Midtown,9,5,1730,-383.0,383.0
Arlo Midtown,10,1,312.0,Arlo Midtown,10,1,276,36.0,36.0
Arlo Midtown,10,3,808.0,Arlo Midtown,10,3,868,-60.0,60.0
Arlo Midtown,10,4,1087.0,Arlo Midtown,10,4,1182,-95.0,95.0
Arlo Midtown,10,5,1561.0,Arlo Midtown,10,5,1579,-18.0,18.0
Arlo Midtown,11,1,301.0,Arlo Midtown,11,1,263,38.0,38.0
Arlo Midtown,11,3,808.0,Arlo Midtown,11,3,809,-1.0,1.0
Arlo Midtown,11,4,1149.0,Arlo Midtown,11,4,1286,-137.0,137.0
Arlo Midtown,11,5,1453.0,Arlo Midtown,11,5,1733,-280.0,280.0
Arlo Midtown,12,1,220.0,Arlo Midtown,12,1,438,-218.0,218.0
Arlo Midtown,12,2,533.0,Arlo Midtown,12,2,550,-17.0,17.0
Arlo Midtown,12,4,1104.0,Arlo Midtown,12,4,1474,-370.0,370.0
Arlo Midtown,12,5,1492.0,Arlo Midtown,12,5,1941,-449.0,449.0
Arlo Midtown,13,1,285.0,Arlo Midtown,13,1,192,93.0,93.0
Arlo Midtown,13,3,811.0,Arlo Midtown,13,3,1088,-277.0,277.0
Arlo Midtown,13,4,1081.0,Arlo Midtown,13,4,1487,-406.0,406.0
Arlo Midtown,13,5,1336.0,Arlo Midtown,13,5,1815,-479.0,479.0
Arlo Midtown,14,1,212.0,Arlo Midtown,14,1,397,-185.0,185.0
Arlo Midtown,14,2,518.0,Arlo Midtown,14,2,825,-307.0,307.0
Arlo Midtown,14,3,802.0,Arlo Midtown,14,3,1170,-368.0,368.0
Arlo Midtown,14,5,1491.0,Arlo Midtown,14,5,1808,-317.0,317.0
Arlo Midtown,15,1,336.0,Arlo Midtown,15,1,451,-115.0,115.0
Arlo Midtown,15,2,549.0,Arlo Midtown,15,2,794,-245.0,245.0
Arlo Midtown,15,3,764.0,Arlo Midtown,15,3,1102,-338.0,338.0
Arlo Midtown,15,4,1246.0,Arlo Midtown,15,4,1373,-127.0,127.0
Arlo Midtown,15,5,1766.0,Arlo Midtown,15,5,1781,-15.0,15.0
Arlo Midtown,16,1,212.0,Arlo Midtown,16,1,399,-187.0,187.0
Arlo Midtown,16,2,518.0,Arlo Midtown,16,2,664,-146.0,146.0
Arlo Midtown,16,4,1303.0,Arlo Midtown,16,4,1262,41.0,41.0
Arlo Midtown,16,5,1709.0,Arlo Midtown,16,5,1460,249.0,249.0
Arlo Midtown,17,1,378.0,Arlo Midtown,17,1,265,113.0,113.0
Arlo Midtown,17,2,828.0,Arlo Midtown,17,2,550,278.0,278.0
Arlo Midtown,17,4,1409.0,Arlo Midtown,17,4,1097,312.0,312.0
Arlo Midtown,17,5,1785.0,Arlo Midtown,17,5,1209,576.0,576.0
Arlo Midtown,18,1,336.0,Arlo Midtown,18,1,317,19.0,19.0
Arlo Midtown,18,2,693.0,Arlo Midtown,18,2,643,50.0,50.0
Arlo Midtown,18,3,1045.0,Arlo Midtown,18,3,810,235.0,235.0
Arlo Midtown,18,4,1322.0,Arlo Midtown,18,4,1061,261.0,261.0
Arlo Midtown,18,5,1681.0,Arlo Midtown,18,5,1468,213.0,213.0
Arlo Midtown,19,1,243.0,Arlo Midtown,19,1,338,-95.0,95.0
Arlo Midtown,19,2,652.0,Arlo Midtown,19,2,516,136.0,136.0
Arlo Midtown,19,3,1010.0,Arlo Midtown,19,3,752,258.0,258.0
Arlo Midtown,19,4,1369.0,Arlo Midtown,19,4,1157,212.0,212.0
Arlo Midtown,19,5,1785.0,Arlo Midtown,19,5,1572,213.0,213.0
Arlo Midtown,20,1,336.0,Arlo Midtown,20,1,181,155.0,155.0
Arlo Midtown,20,2,683.0,Arlo Midtown,20,2,475,208.0,208.0
Arlo Midtown,20,3,1001.0,Arlo Midtown,20,3,847,154.0,154.0
Arlo Midtown,20,4,1322.0,Arlo Midtown,20,4,1261,61.0,61.0
Arlo Midtown,20,5,1681.0,Arlo Midtown,20,5,1600,81.0,81.0
Arlo Midtown,21,1,254.0,Arlo Midtown,21,1,285,-31.0,31.0
Arlo Midtown,21,2,642.0,Arlo Midtown,21,2,732,-90.0,90.0
Arlo Midtown,21,3,1010.0,Arlo Midtown,21,3,1215,-205.0,205.0
Arlo Midtown,21,4,1369.0,Arlo Midtown,21,4,1431,-62.0,62.0
Arlo Midtown,21,5,1842.0,Arlo Midtown,21,5,1782,60.0,60.0
Arlo Midtown,22,1,388.0,Arlo Midtown,22,1,438,-50.0,50.0
Arlo Midtown,22,2,683.0,Arlo Midtown,22,2,893,-210.0,210.0
Arlo Midtown,22,3,1001.0,Arlo Midtown,22,3,1147,-146.0,146.0
Arlo Midtown,22,4,1644.0,Arlo Midtown,22,4,1508,136.0,136.0
Arlo Midtown,22,5,1946.0,Arlo Midtown,22,5,1887,59.0,59.0
Arlo Midtown,23,1,254.0,Arlo Midtown,23,1,452,-198.0,198.0
Arlo Midtown,23,2,642.0,Arlo Midtown,23,2,800,-158.0,158.0
Arlo Midtown,23,3,1181.0,Arlo Midtown,23,3,1126,55.0,55.0
Arlo Midtown,23,4,1454.0,Arlo Midtown,23,4,1479,-25.0,25.0
Arlo Midtown,23,5,1804.0,Arlo Midtown,23,5,1769,35.0,35.0
Arlo Midtown,24,1,419.0,Arlo Midtown,24,1,337,82.0,82.0
Arlo Midtown,24,2,879.0,Arlo Midtown,24,2,738,141.0,141.0
Arlo Midtown,24,4,1445.0,Arlo Midtown,24,4,1305,140.0,140.0
Arlo Midtown,24,5,1908.0,Arlo Midtown,24,5,1649,259.0,259.0
Arlo Midtown,25,1,367.0,Arlo Midtown,25,1,378,-11.0,11.0
Arlo Midtown,25,2,766.0,Arlo Midtown,25,2,800,-34.0,34.0
Arlo Midtown,25,3,1058.0,Arlo Midtown,25,3,1045,13.0,13.0
Arlo Midtown,25,4,1435.0,Arlo Midtown,25,4,1327,108.0,108.0
Arlo Midtown,25,5,1785.0,Arlo Midtown,25,5,1817,-32.0,32.0
Arlo Midtown,26,1,295.0,Arlo Midtown,26,1,451,-156.0,156.0
Arlo Midtown,26,2,673.0,Arlo Midtown,26,2,676,-3.0,3.0
Arlo Midtown,26,3,1095.0,Arlo Midtown,26,3,967,128.0,128.0
Arlo Midtown,26,4,1445.0,Arlo Midtown,26,4,1403,42.0,42.0
Arlo Midtown,26,5,1908.0,Arlo Midtown,26,5,1839,69.0,69.0
Arlo Midtown,27,1,367.0,Arlo Midtown,27,1,263,104.0,104.0
Arlo Midtown,27,2,766.0,Arlo Midtown,27,2,634,132.0,132.0
Arlo Midtown,27,3,1077.0,Arlo Midtown,27,3,1024,53.0,53.0
Arlo Midtown,27,4,1435.0,Arlo Midtown,27,4,1450,-15.0,15.0
Arlo Midtown,27,5,1785.0,Arlo Midtown,27,5,1827,-42.0,42.0
Arlo Midtown,28,1,295.0,Arlo Midtown,28,1,369,-74.0,74.0
Arlo Midtown,28,2,673.0,Arlo Midtown,28,2,835,-162.0,162.0
Arlo Midtown,28,3,1095.0,Arlo Midtown,28,3,1214,-119.0,119.0
Arlo Midtown,28,4,1445.0,Arlo Midtown,28,4,1582,-137.0,137.0
Arlo Midtown,28,5,1955.0,Arlo Midtown,28,5,1996,-41.0,41.0
Arlo Midtown,29,1,378.0,Arlo Midtown,29,1,469,-91.0,91.0
Arlo Midtown,29,2,931.0,Arlo Midtown,29,2,945,-14.0,14.0
Arlo Midtown,29,3,1077.0,Arlo Midtown,29,3,1243,-166.0,166.0
Arlo Midtown,29,4,1587.0,Arlo Midtown,29,4,1603,-16.0,16.0
Arlo Midtown,29,5,2097.0,Arlo Midtown,29,5,2119,-22.0,22.0
Arlo Midtown,30,1,295.0,Arlo Midtown,30,1,473,-178.0,178.0
Arlo Midtown,30,2,673.0,Arlo Midtown,30,2,852,-179.0,179.0
Arlo Midtown,30,4,1644.0,Arlo Midtown,30,4,1686,-42.0,42.0
Arlo Midtown,30,5,1993.0,Arlo Midtown,30,5,1859,134.0,134.0
Arlo NoMad,8,1,283.0,Arlo NoMad,8,1,447,-164.0,164.0
Arlo NoMad,14,1,290.0,Arlo NoMad,14,1,260,30.0,30.0
Arlo NoMad,25,1,445.0,Arlo NoMad,25,1,403,42.0,42.0
Arlo NoMad,26,1,301.0,Arlo NoMad,26,1,416,-115.0,115.0
Arlo NoMad,27,1,383.0,Arlo NoMad,27,1,281,102.0,102.0
Arlo NoMad,28,1,290.0,Arlo NoMad,28,1,395,-105.0,105.0
Arlo SoHo,8,1,220.0,Arlo SoHo,8,1,606,-386.0,386.0
Artezen Hotel,1,1,297.0,Artezen Hotel,1,1,564,-267.0,267.0
Artezen Hotel,2,1,173.0,Artezen Hotel,2,1,485,-312.0,312.0
Artezen Hotel,3,1,297.0,Artezen Hotel,3,1,340,-43.0,43.0
Artezen Hotel,12,1,163.0,Artezen Hotel,12,1,276,-113.0,113.0
Artezen Hotel,28,1,401.0,Artezen Hotel,28,1,379,22.0,22.0
Artezen Hotel,28,2,843.0,Artezen Hotel,28,2,1108,-265.0,265.0
Artezen Hotel,29,1,442.0,Artezen Hotel,29,1,605,-163.0,163.0
Artezen Hotel,30,1,401.0,Artezen Hotel,30,1,485,-84.0,84.0
BeHome by LuxUrban,18,1,189.0,BeHome by LuxUrban,18,1,221,-32.0,32.0
BeHome by LuxUrban,19,4,951.0,BeHome by LuxUrban,19,4,789,162.0,162.0
Best Western Premier Empire State Hotel,3,5,1203.0,Best Western Premier Empire State Hotel,3,5,1507,-304.0,304.0
Best Western Premier Empire State Hotel,4,5,1050.0,Best Western Premier Empire State Hotel,4,5,1541,-491.0,491.0
Best Western Premier Empire State Hotel,5,2,348.0,Best Western Premier Empire State Hotel,5,2,518,-170.0,170.0
Best Western Premier Empire State Hotel,6,4,825.0,Best Western Premier Empire State Hotel,6,4,1392,-567.0,567.0
Best Western Premier Empire State Hotel,10,1,225.0,Best Western Premier Empire State Hotel,10,1,265,-40.0,40.0
Best Western Premier Empire State Hotel,10,5,1005.0,Best Western Premier Empire State Hotel,10,5,1427,-422.0,422.0
